コード,sector,industry
4274,Basic Materials,Chemicals
7792,Healthcare,Medical Devices
4174,Technology,Software - Application
4932,Consumer Defensive,Household & Personal Products
9962,Industrials,Tools & Accessories
9364,Industrials,Integrated Freight & Logistics
6566,Industrials,Waste Management
4888,Healthcare,Biotechnology
4709,Technology,Information Technology Services
6539,Industrials,Staffing & Employment Services
4393,Communication Services,Electronic Gaming & Multimedia
7619,Technology,Electronics & Computer Distribution
8153,Consumer Cyclical,Restaurants
6577,Consumer Cyclical,Travel Services
3423,Industrials,Engineering & Construction
3726,Consumer Cyclical,Internet Retail
4919,Consumer Defensive,Household & Personal Products
7721,Technology,Scientific & Technical Instruments
150A,Industrials,Conglomerates
6194,Industrials,Staffing & Employment Services
7224,Industrials,Conglomerates
4275,Basic Materials,Specialty Chemicals
4885,Basic Materials,Chemicals
4967,Consumer Defensive,Household & Personal Products
2991,Real Estate,Real Estate Services
3647,Utilities,Utilities - Renewable
9824,Technology,Electronics & Computer Distribution
2267,Consumer Defensive,Beverages - Non-Alcoholic
2304,Industrials,Specialty Business Services
7191,Financial Services,Credit Services
6651,Industrials,Electrical Equipment & Parts
151A,Industrials,Conglomerates
6334,Industrials,Specialty Industrial Machinery
3901,Communication Services,Internet Content & Information
3150,Utilities,Utilities - Regulated Electric
3444,Industrials,Specialty Industrial Machinery
3928,Communication Services,Electronic Gaming & Multimedia
6988,Basic Materials,Specialty Chemicals
4811,Technology,Software - Infrastructure
9331,Industrials,Staffing & Employment Services
4558,Consumer Cyclical,Department Stores
7094,Industrials,Specialty Business Services
1848,Industrials,Engineering & Construction
2288,Consumer Defensive,Packaged Foods
9237,Industrials,Consulting Services
250A,Consumer Defensive,Packaged Foods
2146,Industrials,Staffing & Employment Services
2354,Technology,Information Technology Services
6088,Industrials,Consulting Services
2753,Consumer Cyclical,Restaurants
4323,Technology,Software - Application
8115,Consumer Cyclical,Footwear & Accessories
5903,Industrials,Specialty Industrial Machinery
7716,Healthcare,Medical Instruments & Supplies
7956,Consumer Defensive,Household & Personal Products
3922,Communication Services,Internet Content & Information
6841,Industrials,Specialty Industrial Machinery
6454,Industrials,Tools & Accessories
2573,Consumer Defensive,Beverages - Non-Alcoholic
2929,Healthcare,Drug Manufacturers - Specialty & Generic
2112,Consumer Defensive,Confectioners
5482,Basic Materials,Steel
2139,Communication Services,Advertising Agencies
4783,Technology,Information Technology Services
4013,Technology,Software - Application
4890,Healthcare,Medical Devices
3992,Technology,Software - Infrastructure
7014,Industrials,Aerospace & Defense
9307,Industrials,Specialty Business Services
2751,Consumer Cyclical,Specialty Retail
2376,Communication Services,Publishing
5533,Real Estate,Real Estate Services
5929,Industrials,Building Products & Equipment
4498,Technology,Information Technology Services
4933,Consumer Defensive,Household & Personal Products
9367,Industrials,Marine Shipping
9927,Consumer Cyclical,Specialty Retail
3591,Consumer Cyclical,Apparel Manufacturing
5257,Technology,Software - Application
4203,Basic Materials,Specialty Chemicals
3075,Consumer Cyclical,Restaurants
5721,Industrials,Conglomerates
7134,Consumer Cyclical,Auto & Truck Dealerships
6184,Consumer Cyclical,Personal Services
3744,Technology,Software - Application
4523,Healthcare,Drug Manufacturers - Specialty & Generic
9423,Real Estate,Real Estate Services
3635,Communication Services,Electronic Gaming & Multimedia
5991,Consumer Cyclical,Auto Parts
9735,Industrials,Security & Protection Services
5214,Technology,Electronic Components
2130,Communication Services,Advertising Agencies
9216,Industrials,Specialty Business Services
4481,Technology,Software - Application
4722,Technology,Information Technology Services
3221,Consumer Cyclical,Restaurants
4838,Communication Services,Broadcasting
4151,Healthcare,Drug Manufacturers - Specialty & Generic
6037,Communication Services,Internet Content & Information
7832,Consumer Cyclical,Leisure
3495,Real Estate,Real Estate Services
5105,Consumer Cyclical,Auto Parts
4528,Healthcare,Drug Manufacturers - General
3837,Technology,Information Technology Services
3626,Technology,Information Technology Services
303A,Technology,Software - Application
4596,Healthcare,Biotechnology
4208,Basic Materials,Specialty Chemicals
4582,Healthcare,Drug Manufacturers - Specialty & Generic
8132,Energy,Oil & Gas Refining & Marketing
3747,Financial Services,Capital Markets
8089,Industrials,Industrial Distribution
1515,Basic Materials,Copper
5256,Technology,Software - Application
145A,Technology,Software - Infrastructure
5269,Basic Materials,Building Materials
2980,Real Estate,Real Estate Services
2531,Consumer Defensive,Beverages - Brewers
5580,Technology,Software - Infrastructure
4848,Industrials,Staffing & Employment Services
5572,Technology,Software - Infrastructure
254A,Financial Services,Asset Management
4816,Communication Services,Entertainment
7793,Industrials,Specialty Business Services
4751,Communication Services,Advertising Agencies
3562,Industrials,Business Equipment & Supplies
3116,Consumer Cyclical,Auto Parts
6101,Industrials,Tools & Accessories
3088,Healthcare,Pharmaceutical Retailers
2208,Consumer Defensive,Confectioners
9421,Communication Services,Telecom Services
3649,Healthcare,Health Information Services
9818,Utilities,Utilities - Regulated Gas
6235,Industrials,Specialty Industrial Machinery
2726,Consumer Cyclical,Apparel Retail
5034,Communication Services,Internet Content & Information
9941,Consumer Defensive,Food Distribution
9068,Industrials,Integrated Freight & Logistics
476A,Industrials,Consulting Services
7183,Financial Services,Credit Services
5108,Consumer Cyclical,Auto Parts
9256,Consumer Defensive,Education & Training Services
7059,Industrials,Staffing & Employment Services
4912,Consumer Defensive,Household & Personal Products
9880,Technology,Electronics & Computer Distribution
7867,Consumer Cyclical,Leisure
4597,Healthcare,Drug Manufacturers - Specialty & Generic
6658,Technology,Electronic Components
4345,Industrials,Rental & Leasing Services
1333,Consumer Defensive,Packaged Foods
1980,Industrials,Specialty Industrial Machinery
5031,Technology,Software - Application
2117,Consumer Defensive,Confectioners
7570,Industrials,Building Products & Equipment
6800,Technology,Electronic Components
2780,Real Estate,Real Estate Services
219A,Healthcare,Biotechnology
2217,Consumer Defensive,Confectioners
5699,Industrials,Waste Management
7694,Industrials,Specialty Business Services
8151,Technology,Scientific & Technical Instruments
6134,Industrials,Specialty Industrial Machinery
299A,Communication Services,Internet Content & Information
3788,Technology,Information Technology Services
5337,Industrials,Building Products & Equipment
350A,Utilities,Utilities - Renewable
7840,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
146A,Real Estate,Real Estate - Development
9928,Technology,Software - Application
3558,Consumer Cyclical,Internet Retail
3329,Consumer Cyclical,Restaurants
4193,Technology,Software - Application
3140,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
6845,Industrials,Specialty Industrial Machinery
1921,Industrials,Engineering & Construction
6018,Industrials,Specialty Industrial Machinery
4264,Industrials,Security & Protection Services
1898,Industrials,Engineering & Construction
7177,Financial Services,Capital Markets
4985,Consumer Defensive,Household & Personal Products
6994,Industrials,Electrical Equipment & Parts
7818,Consumer Defensive,Household & Personal Products
4375,Technology,Software - Application
6551,Industrials,Staffing & Employment Services
1969,Industrials,Building Products & Equipment
6707,Technology,Semiconductors
4404,Consumer Defensive,Packaged Foods
3791,Communication Services,Entertainment
6869,Healthcare,Medical Devices
6526,Industrials,Electrical Equipment & Parts
7357,Communication Services,Advertising Agencies
9159,Communication Services,Advertising Agencies
3664,Communication Services,Entertainment
4979,Basic Materials,Agricultural Inputs
4825,Communication Services,Internet Content & Information
9948,Consumer Cyclical,Department Stores
2269,Consumer Defensive,Packaged Foods
5713,Basic Materials,Other Industrial Metals & Mining
8929,Real Estate,Real Estate Services
4168,Technology,Software - Application
2809,Consumer Defensive,Packaged Foods
4966,Basic Materials,Specialty Chemicals
2667,Technology,Scientific & Technical Instruments
8070,Industrials,Conglomerates
5698,Industrials,Waste Management
4320,Healthcare,Health Information Services
7481,Consumer Defensive,Food Distribution
7033,Industrials,Consulting Services
3931,Communication Services,Publishing
5631,Industrials,Specialty Industrial Machinery
5703,Basic Materials,Aluminum
5857,Industrials,Waste Management
6471,Consumer Cyclical,Auto Parts
5869,Consumer Defensive,Education & Training Services
2593,Consumer Defensive,Beverages - Non-Alcoholic
3271,Real Estate,Real Estate - Diversified
3538,Consumer Cyclical,Auto & Truck Dealerships
8105,Consumer Cyclical,Apparel Manufacturing
4928,Consumer Defensive,Household & Personal Products
4658,Industrials,Specialty Business Services
4237,Technology,Electronic Components
1417,Industrials,Engineering & Construction
9417,Technology,Software - Infrastructure
2331,Industrials,Security & Protection Services
1723,Technology,Electronic Components
6962,Technology,Electronic Components
6785,Technology,Electronic Components
7443,Consumer Defensive,Farm Products
4099,Basic Materials,Specialty Chemicals
4109,Basic Materials,Specialty Chemicals
4820,Healthcare,Health Information Services
6996,Technology,Electronic Components
2410,Industrials,Staffing & Employment Services
5393,Industrials,Conglomerates
7261,Consumer Cyclical,Auto Manufacturers
5574,Technology,Software - Infrastructure
4975,Basic Materials,Specialty Chemicals
2998,Financial Services,Asset Management
7826,Technology,Electronic Components
1961,Industrials,Engineering & Construction
4579,Healthcare,Biotechnology
6440,Industrials,Specialty Industrial Machinery
9556,Industrials,Consulting Services
7081,Industrials,Rental & Leasing Services
5027,Technology,Software - Application
4182,Basic Materials,Specialty Chemicals
6617,Industrials,Electrical Equipment & Parts
6584,Consumer Cyclical,Auto Parts
6775,Technology,Electronic Components
479A,Technology,Software - Infrastructure
4527,Consumer Defensive,Household & Personal Products
3741,Technology,Software - Infrastructure
7939,Industrials,Specialty Business Services
3763,Technology,Software - Application
2317,Technology,Information Technology Services
6099,Healthcare,Medical Care Facilities
8139,Consumer Cyclical,Luxury Goods
8198,Consumer Defensive,Grocery Stores
4398,Technology,Information Technology Services
4575,Healthcare,Biotechnology
2127,Financial Services,Capital Markets
6396,Industrials,Specialty Industrial Machinery
6616,Technology,Semiconductors
1840,Consumer Cyclical,Residential Construction
4075,Technology,Software - Application
3393,Technology,Information Technology Services
9816,Real Estate,Real Estate Services
4812,Technology,Information Technology Services
4293,Communication Services,Advertising Agencies
7606,Consumer Cyclical,Apparel Retail
4536,Healthcare,Drug Manufacturers - General
4199,Technology,Software - Application
6622,Industrials,Specialty Industrial Machinery
3105,Industrials,Conglomerates
300A,Communication Services,Advertising Agencies
3989,Communication Services,Internet Content & Information
324A,Consumer Cyclical,Travel Services
3936,Technology,Software - Application
5586,Technology,Software - Infrastructure
7068,Communication Services,Advertising Agencies
2379,Communication Services,Internet Content & Information
4015,Technology,Software - Application
9238,Communication Services,Advertising Agencies
2459,Communication Services,Internet Content & Information
4684,Technology,Software - Application
4118,Basic Materials,Specialty Chemicals
6058,Communication Services,Advertising Agencies
335A,Technology,Software - Application
5287,Industrials,Building Products & Equipment
5028,Technology,Software - Infrastructure
3823,Technology,Software - Application
147A,Technology,Software - Infrastructure
6856,Technology,Scientific & Technical Instruments
148A,Industrials,Specialty Business Services
4446,Technology,Software - Application
9602,Communication Services,Entertainment
4493,Technology,Software - Infrastructure
9960,Technology,Electronic Components
2749,Industrials,Specialty Business Services
519A,Technology,Software - Infrastructure
4055,Technology,Information Technology Services
9517,Utilities,Utilities - Renewable
3712,Technology,Software - Application
2801,Consumer Defensive,Packaged Foods
4063,Basic Materials,Chemicals
7636,Consumer Cyclical,Specialty Retail
7236,Consumer Cyclical,Auto Parts
9759,Technology,Software - Application
7461,Basic Materials,Building Materials
3323,Communication Services,Telecom Services
7283,Consumer Cyclical,Auto Parts
7719,Industrials,Specialty Industrial Machinery
2804,Consumer Defensive,Packaged Foods
4192,Technology,Software - Application
7089,Industrials,Staffing & Employment Services
3762,Technology,Information Technology Services
6055,Industrials,Engineering & Construction
4813,Technology,Information Technology Services
3804,Technology,Software - Application
3708,Basic Materials,Paper & Paper Products
6254,Industrials,Specialty Industrial Machinery
9936,Consumer Cyclical,Restaurants
9560,Consumer Defensive,Education & Training Services
5612,Industrials,Building Products & Equipment
7774,Healthcare,Biotechnology
5334,Consumer Cyclical,Auto Parts
6023,Industrials,Specialty Industrial Machinery
4382,Technology,Software - Application
6086,Industrials,Specialty Business Services
4495,Technology,Software - Application
4286,Communication Services,Advertising Agencies
173A,Technology,Software - Infrastructure
366A,Healthcare,Health Information Services
4584,Healthcare,Biotechnology
4923,Consumer Defensive,Household & Personal Products
1431,Real Estate,Real Estate - Diversified
5285,Basic Materials,Building Materials
8282,Consumer Cyclical,Specialty Retail
5905,Consumer Cyclical,Packaging & Containers
5333,Industrials,Specialty Industrial Machinery
4347,Communication Services,Entertainment
9385,Communication Services,Advertising Agencies
7906,Consumer Cyclical,Leisure
3840,Industrials,Specialty Business Services
3593,Healthcare,Medical Instruments & Supplies
6727,Technology,Computer Hardware
9691,Technology,Software - Application
2201,Consumer Defensive,Confectioners
3031,Consumer Cyclical,Internet Retail
6545,Healthcare,Health Information Services
1951,Industrials,Engineering & Construction
1801,Industrials,Engineering & Construction
4189,Basic Materials,Chemicals
9436,Communication Services,Telecom Services
5885,Technology,Computer Hardware
1942,Industrials,Engineering & Construction
3845,Communication Services,Internet Content & Information
4165,Technology,Software - Application
4828,Technology,Software - Application
7378,Consumer Cyclical,Personal Services
3633,Technology,Software - Infrastructure
8919,Consumer Cyclical,Residential Construction
8783,Financial Services,Asset Management
3660,Consumer Cyclical,Specialty Retail
5992,Consumer Cyclical,Auto Parts
4583,Healthcare,Biotechnology
6548,Consumer Cyclical,Travel Services
7259,Consumer Cyclical,Auto Parts
8167,Consumer Defensive,Grocery Stores
4043,Basic Materials,Specialty Chemicals
2321,Technology,Software - Application
6473,Consumer Cyclical,Auto Parts
1909,Industrials,Security & Protection Services
4538,Healthcare,Drug Manufacturers - Specialty & Generic
4441,Technology,Communication Equipment
6614,Technology,Semiconductors
7729,Technology,Semiconductor Equipment & Materials
9435,Industrials,Conglomerates
9989,Healthcare,Pharmaceutical Retailers
4056,Technology,Information Technology Services
4549,Healthcare,Medical Devices
253A,Industrials,Engineering & Construction
4437,Real Estate,Real Estate Services
6330,Industrials,Engineering & Construction
9039,Industrials,Trucking
1948,Industrials,Engineering & Construction
5029,Technology,Software - Application
8097,Energy,Oil & Gas Refining & Marketing
7995,Industrials,Specialty Industrial Machinery
4396,Technology,Information Technology Services
6573,Communication Services,Advertising Agencies
5384,Technology,Semiconductor Equipment & Materials
369A,Industrials,Engineering & Construction
9561,Technology,Software - Application
3683,Technology,Software - Infrastructure
3317,Consumer Cyclical,Restaurants
8923,Real Estate,Real Estate - Diversified
274A,Consumer Cyclical,Restaurants
4896,Healthcare,Biotechnology
7730,Healthcare,Medical Instruments & Supplies
7317,Industrials,Specialty Industrial Machinery
9342,Real Estate,Real Estate Services
6301,Industrials,Farm & Heavy Construction Machinery
5575,Technology,Software - Application
6696,Technology,Communication Equipment
4242,Basic Materials,Specialty Chemicals
446A,Industrials,Consulting Services
9554,Communication Services,Advertising Agencies
6855,Technology,Semiconductor Equipment & Materials
4676,Communication Services,Broadcasting
9757,Industrials,Consulting Services
4968,Basic Materials,Specialty Chemicals
6323,Technology,Semiconductor Equipment & Materials
6555,Technology,Information Technology Services
6490,Industrials,Specialty Industrial Machinery
7291,Consumer Cyclical,Auto Parts
7564,Consumer Cyclical,Apparel Retail
6407,Industrials,Specialty Industrial Machinery
3964,Consumer Cyclical,Internet Retail
6268,Industrials,Specialty Industrial Machinery
7944,Consumer Cyclical,Leisure
4425,Technology,Software - Infrastructure
3038,Consumer Defensive,Grocery Stores
7345,Financial Services,Asset Management
3539,Consumer Defensive,Grocery Stores
9913,Technology,Electronic Components
1436,Industrials,Engineering & Construction
7812,Industrials,Specialty Business Services
2270,Consumer Defensive,Packaged Foods
5254,Technology,Software - Application
6315,Technology,Semiconductor Equipment & Materials
3696,Industrials,Conglomerates
6866,Technology,Scientific & Technical Instruments
2156,Communication Services,Advertising Agencies
4397,Technology,Software - Application
4180,Technology,Software - Infrastructure
9882,Consumer Cyclical,Auto & Truck Dealerships
8836,Real Estate,Real Estate Services
4092,Basic Materials,Specialty Chemicals
9697,Communication Services,Electronic Gaming & Multimedia
6954,Industrials,Specialty Industrial Machinery
9744,Industrials,Staffing & Employment Services
2997,Real Estate,Real Estate Services
2163,Industrials,Staffing & Employment Services
4288,Technology,Software - Infrastructure
5616,Consumer Cyclical,Internet Retail
5351,Industrials,Building Products & Equipment
4499,Communication Services,Advertising Agencies
1446,Industrials,Engineering & Construction
4371,Technology,Information Technology Services
421A,Industrials,Staffing & Employment Services
4019,Technology,Software - Application
9658,Technology,Information Technology Services
2124,Industrials,Staffing & Employment Services
8056,Technology,Information Technology Services
3694,Technology,Software - Infrastructure
3191,Consumer Cyclical,Home Improvement Retail
4369,Basic Materials,Specialty Chemicals
7368,Communication Services,Advertising Agencies
6955,Industrials,Electrical Equipment & Parts
2685,Consumer Cyclical,Apparel Manufacturing
5252,Technology,Software - Application
4194,Communication Services,Internet Content & Information
4444,Technology,Information Technology Services
4484,Technology,Software - Application
4073,Technology,Software - Infrastructure
4246,Consumer Cyclical,Auto Parts
3914,Technology,Software - Infrastructure
3177,Consumer Cyclical,Specialty Retail
7036,Communication Services,Advertising Agencies
4021,Basic Materials,Chemicals
6632,Consumer Cyclical,Auto Parts
2211,Consumer Defensive,Confectioners
6965,Technology,Electronic Components
3979,Technology,Information Technology Services
7599,Consumer Cyclical,Auto & Truck Dealerships
7581,Consumer Cyclical,Restaurants
6861,Technology,Scientific & Technical Instruments
6819,Consumer Cyclical,Leisure
2970,Real Estate,Real Estate Services
3433,Industrials,Specialty Business Services
6200,Consumer Defensive,Education & Training Services
6208,Industrials,Specialty Industrial Machinery
2375,Technology,Information Technology Services
6368,Industrials,Pollution & Treatment Controls
6457,Industrials,Specialty Industrial Machinery
7760,Technology,Scientific & Technical Instruments
4539,Healthcare,Drug Manufacturers - Specialty & Generic
6645,Technology,Electronic Components
6503,Industrials,Electrical Equipment & Parts
7735,Technology,Semiconductor Equipment & Materials
5341,Consumer Defensive,Household & Personal Products
2180,Communication Services,Advertising Agencies
4419,Technology,Software - Infrastructure
6754,Technology,Scientific & Technical Instruments
5884,Consumer Defensive,Food Distribution
7198,Financial Services,Mortgage Finance
5588,Technology,Software - Infrastructure
6963,Technology,Semiconductors
9439,Consumer Cyclical,Personal Services
9065,Industrials,Integrated Freight & Logistics
1384,Consumer Defensive,Farm Products
4594,Healthcare,Biotechnology
8931,Real Estate,Real Estate - Development
4592,Healthcare,Biotechnology
4563,Healthcare,Biotechnology
3661,Communication Services,Internet Content & Information
4256,Technology,Software - Application
4937,Consumer Cyclical,Internet Retail
4894,Healthcare,Biotechnology
3237,Real Estate,Real Estate Services
2937,Consumer Defensive,Packaged Foods
4377,Industrials,Staffing & Employment Services
8095,Industrials,Conglomerates
7776,Healthcare,Biotechnology
4071,Technology,Software - Application
4765,Financial Services,Asset Management
330A,Industrials,Staffing & Employment Services
6522,Technology,Communication Equipment
6757,Industrials,Specialty Industrial Machinery
4196,Communication Services,Advertising Agencies
7202,Consumer Cyclical,Auto Manufacturers
6182,Technology,Information Technology Services
7088,Industrials,Staffing & Employment Services
6504,Industrials,Electrical Equipment & Parts
6941,Technology,Semiconductor Equipment & Materials
4887,Healthcare,Drug Manufacturers - Specialty & Generic
9424,Communication Services,Telecom Services
7096,Healthcare,Biotechnology
3695,Technology,Software - Infrastructure
4598,Healthcare,Biotechnology
4082,Basic Materials,Specialty Chemicals
3854,Technology,Information Technology Services
3727,Technology,Software - Application
7868,Industrials,Specialty Business Services
6506,Industrials,Electrical Equipment & Parts
4771,Industrials,Specialty Business Services
2597,Consumer Defensive,Packaged Foods
4570,Healthcare,Biotechnology
276A,Technology,Software - Infrastructure
2894,Consumer Defensive,Packaged Foods
8230,Consumer Cyclical,Specialty Retail
6597,Technology,Computer Hardware
4442,Technology,Information Technology Services
3521,Real Estate,Real Estate Services
1815,Industrials,Engineering & Construction
3769,Technology,Software - Infrastructure
6674,Consumer Cyclical,Auto Parts
5332,Industrials,Building Products & Equipment
280A,Technology,Semiconductor Equipment & Materials
1419,Consumer Cyclical,Residential Construction
4578,Healthcare,Drug Manufacturers - General
4422,Industrials,Consulting Services
4412,Technology,Software - Application
4418,Technology,Information Technology Services
5817,Technology,Communication Equipment
338A,Technology,Software - Infrastructure
4431,Technology,Software - Application
9412,Communication Services,Broadcasting
5985,Consumer Cyclical,Auto Parts
6568,Basic Materials,Chemicals
3091,Consumer Cyclical,Restaurants
4386,Technology,Information Technology Services
7041,Industrials,Staffing & Employment Services
5032,Communication Services,Entertainment
4379,Technology,Software - Application
6226,Industrials,Engineering & Construction
6383,Industrials,Specialty Industrial Machinery
6278,Industrials,Tools & Accessories
6702,Technology,Information Technology Services
4478,Technology,Software - Application
9343,Technology,Software - Application
7463,Basic Materials,Building Materials
4766,Industrials,Staffing & Employment Services
4587,Healthcare,Biotechnology
3276,Real Estate,Real Estate Services
9946,Consumer Defensive,Grocery Stores
3496,Real Estate,Real Estate Services
4732,Consumer Cyclical,Auto & Truck Dealerships
138A,Consumer Cyclical,Restaurants
6376,Industrials,Specialty Industrial Machinery
6367,Industrials,Building Products & Equipment
215A,Industrials,Staffing & Employment Services
4022,Basic Materials,Specialty Chemicals
7073,Consumer Defensive,Education & Training Services
7082,Communication Services,Internet Content & Information
9793,Industrials,Waste Management
153A,Technology,Software - Infrastructure
8032,Basic Materials,Paper & Paper Products
4058,Technology,Software - Application
9246,Industrials,Consulting Services
155A,Technology,Information Technology Services
3415,Consumer Cyclical,Apparel Retail
4107,Basic Materials,Specialty Chemicals
4519,Healthcare,Drug Manufacturers - General
7356,Communication Services,Internet Content & Information
7794,Consumer Cyclical,Luxury Goods
156A,Communication Services,Advertising Agencies
6481,Industrials,Specialty Industrial Machinery
3372,Consumer Cyclical,Restaurants
4016,Technology,Information Technology Services
3093,Consumer Cyclical,Specialty Retail
4482,Communication Services,Internet Content & Information
2668,Consumer Cyclical,Apparel Manufacturing
3850,Technology,Software - Infrastructure
4415,Communication Services,Telecom Services
5344,Technology,Electronic Components
505A,Industrials,Staffing & Employment Services
6736,Technology,Consumer Electronics
4179,Technology,Software - Application
7120,Technology,Information Technology Services
5038,Healthcare,Health Information Services
6387,Technology,Semiconductor Equipment & Materials
3405,Basic Materials,Chemicals
9686,Industrials,Security & Protection Services
296A,Industrials,Specialty Business Services
6083,Industrials,Specialty Business Services
7711,Industrials,Electrical Equipment & Parts
323A,Technology,Software - Application
6532,Industrials,Consulting Services
9303,Industrials,Integrated Freight & Logistics
3446,Healthcare,Medical Instruments & Supplies
3843,Communication Services,Internet Content & Information
5132,Technology,Software - Infrastructure
2229,Consumer Defensive,Packaged Foods
4889,Healthcare,Medical Devices
3987,Technology,Software - Infrastructure
2160,Healthcare,Biotechnology
3853,Technology,Software - Application
3968,Technology,Information Technology Services
6629,Technology,Electronic Components
460A,Technology,Information Technology Services
6836,Technology,Computer Hardware
6524,Technology,Electronic Components
3148,Healthcare,Pharmaceutical Retailers
8697,Financial Services,Financial Data & Stock Exchanges
4014,Technology,Software - Application
2736,Consumer Cyclical,Luxury Goods
4847,Technology,Software - Infrastructure
475A,Healthcare,Health Information Services
5136,Technology,Software - Application
1802,Industrials,Engineering & Construction
1812,Industrials,Engineering & Construction
2464,Consumer Defensive,Education & Training Services
3807,Financial Services,Financial Data & Stock Exchanges
5802,Consumer Cyclical,Auto Parts
3687,Technology,Software - Application
8225,Consumer Cyclical,Specialty Retail
6862,Technology,Computer Hardware
4564,Healthcare,Biotechnology
5592,Healthcare,Health Information Services
8125,Industrials,Farm & Heavy Construction Machinery
7611,Consumer Cyclical,Restaurants
7376,Industrials,Specialty Business Services
6652,Industrials,Electrical Equipment & Parts
9272,Consumer Cyclical,Internet Retail
431A,Technology,Information Technology Services
3891,Technology,Electronic Components
4543,Healthcare,Medical Instruments & Supplies
3993,Technology,Software - Infrastructure
3679,Communication Services,Internet Content & Information
4490,Industrials,Consulting Services
4258,Technology,Information Technology Services
2413,Healthcare,Health Information Services
7187,Real Estate,Real Estate Services
4554,Healthcare,Drug Manufacturers - Specialty & Generic
2222,Consumer Defensive,Confectioners
9419,Communication Services,Telecom Services
7972,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
4971,Basic Materials,Specialty Chemicals
9271,Consumer Cyclical,Apparel Retail
7806,Consumer Defensive,Household & Personal Products
3359,Consumer Cyclical,Packaging & Containers
3939,Healthcare,Health Information Services
6507,Industrials,Specialty Industrial Machinery
8160,Consumer Cyclical,Restaurants
9552,Financial Services,Capital Markets
9168,Industrials,Consulting Services
6305,Industrials,Farm & Heavy Construction Machinery
4392,Technology,Communication Equipment
4186,Technology,Electronic Components
3065,Consumer Cyclical,Restaurants
9418,Industrials,Conglomerates
6590,Technology,Electronic Components
3697,Technology,Software - Application
288A,Consumer Cyclical,Internet Retail
5381,Basic Materials,Specialty Chemicals
4776,Technology,Software - Application
3498,Industrials,Conglomerates
9766,Communication Services,Electronic Gaming & Multimedia
4051,Technology,Software - Infrastructure
9241,Communication Services,Advertising Agencies
9445,Communication Services,Telecom Services
4177,Industrials,Staffing & Employment Services
6834,Technology,Electronic Components
6508,Industrials,Specialty Industrial Machinery
6721,Technology,Scientific & Technical Instruments
4714,Consumer Defensive,Education & Training Services
7747,Healthcare,Medical Instruments & Supplies
3994,Technology,Software - Application
2664,Healthcare,Pharmaceutical Retailers
5210,Consumer Cyclical,Packaging & Containers
3053,Consumer Cyclical,Restaurants
6946,Industrials,Electrical Equipment & Parts
5537,Real Estate,Real Estate Services
290A,Industrials,Aerospace & Defense
7741,Healthcare,Medical Instruments & Supplies
4461,Basic Materials,Specialty Chemicals
9325,Industrials,Specialty Business Services
269A,Technology,Software - Infrastructure
1803,Industrials,Engineering & Construction
7751,Technology,Computer Hardware
378A,Communication Services,Advertising Agencies
2175,Healthcare,Health Information Services
3803,Technology,Information Technology Services
7453,Consumer Cyclical,Department Stores
9025,Industrials,Integrated Freight & Logistics
8020,Industrials,Conglomerates
7388,Financial Services,Insurance Brokers
4374,Technology,Software - Infrastructure
4611,Basic Materials,Specialty Chemicals
438A,Technology,Software - Infrastructure
277A,Industrials,Consulting Services
3092,Consumer Cyclical,Internet Retail
4368,Basic Materials,Chemicals
3223,Consumer Cyclical,Restaurants
3469,Real Estate,Real Estate - Diversified
6227,Technology,Electronic Components
2371,Communication Services,Internet Content & Information
6838,Industrials,Conglomerates
5253,Technology,Software - Application
4438,Healthcare,Health Information Services
3048,Consumer Cyclical,Specialty Retail
246A,Industrials,Consulting Services
247A,Consumer Defensive,Household & Personal Products
6890,Technology,Semiconductors
456A,Consumer Cyclical,Apparel Manufacturing
5591,Technology,Software - Infrastructure
8016,Consumer Cyclical,Apparel Manufacturing
2938,Consumer Defensive,Farm Products
4559,Healthcare,Drug Manufacturers - Specialty & Generic
4475,Technology,Software - Infrastructure
2962,Industrials,Metal Fabrication
7810,Consumer Cyclical,Luxury Goods
2158,Technology,Information Technology Services
6981,Technology,Electronic Components
6361,Industrials,Specialty Industrial Machinery
325A,Consumer Cyclical,Apparel Manufacturing
3815,Communication Services,Internet Content & Information
184A,Consumer Defensive,Education & Training Services
9708,Consumer Cyclical,Lodging
8136,Consumer Cyclical,Specialty Retail
3224,Consumer Cyclical,Restaurants
4176,Communication Services,Internet Content & Information
5137,Technology,Software - Infrastructure
6016,Industrials,Specialty Industrial Machinery
3104,Consumer Cyclical,Textile Manufacturing
6327,Industrials,Specialty Industrial Machinery
5243,Technology,Software - Application
8789,Financial Services,Financial Conglomerates
3777,Technology,Software - Application
3064,Consumer Cyclical,Internet Retail
2134,Financial Services,Asset Management
9337,Technology,Software - Application
4704,Technology,Software - Infrastructure
142A,Industrials,Staffing & Employment Services
7827,Industrials,Conglomerates
5246,Technology,Software - Application
3402,Consumer Cyclical,Textile Manufacturing
6656,Technology,Semiconductor Equipment & Materials
2345,Technology,Software - Application
6036,Basic Materials,Specialty Chemicals
3449,Industrials,Metal Fabrication
3565,Technology,Information Technology Services
554A,Technology,Software - Application
402A,Industrials,Aerospace & Defense
6479,Technology,Electronic Components
5715,Basic Materials,Other Industrial Metals & Mining
