コード,銘柄名,ネットキャッシュ比率,ネットキャッシュ(億円),時価総額(億円),流動資産,投資有価証券,負債,決算期,市場
4398.T,ブロードバンドセキュリティ,0.184,10.4,56.4,2561039000,236117000,1690043000,2025-06-30,スタンダード（内国株式）
6396.T,宇野澤組鐵工所,0.184,8.1,44.0,5512020000,523921000,5066985000,2025-03-31,スタンダード（内国株式）
4575.T,キャンバス,0.183,22.2,121.0,2308466000,0,91988000,2024-06-30,グロース（内国株式）
9816.T,ストライダーズ,0.182,4.7,25.8,3497253000,10000000,3034752000,2025-03-31,スタンダード（内国株式）
4293.T,セプテーニ・ホールディングス,0.182,213.0,1172.1,45546934000,7879242000,29760738000,2025-12-31,スタンダード（内国株式）
4075.T,ブレインズテクノロジー,0.181,11.5,63.1,1449170000,0,303701000,2024-07-31,グロース（内国株式）
8198.T,マックスバリュ東海,0.181,196.1,1084.1,73950000000,1445000000,55355000000,2026-02-28,スタンダード（内国株式）
4015.T,ペイクラウドホールディングス,0.18,12.9,71.5,6143599000,32439000,4879390000,2025-08-31,グロース（内国株式）
7068.T,フィードフォースグループ,0.179,20.9,116.9,6425000000,0,4332000000,2025-05-31,グロース（内国株式）
5586.T,Ｌａｂｏｒｏ．ＡＩ,0.178,23.6,132.4,2623661000,0,265376000,2025-09-30,グロース（内国株式）
3989.T,シェアリングテクノロジー,0.178,42.6,240.0,6397106000,147227000,2237269000,2025-09-30,グロース（内国株式）
3936.T,グローバルウェイ,0.178,10.9,61.1,1601276000,119968000,596616000,2025-03-31,グロース（内国株式）
2459.T,アウンコンサルティング,0.178,2.7,15.1,629324000,91718000,425476000,2025-05-31,スタンダード（内国株式）
4199.T,ワンダープラネット,0.177,3.4,19.3,1730094000,0,1389297000,2025-08-31,グロース（内国株式）
5287.T,イトーヨーギョー,0.176,4.7,26.6,2535577000,139045000,2163399000,2025-03-31,スタンダード（内国株式）
5028.T,セカンドサイトアナリティカ,0.176,6.1,34.7,864787000,67440000,300634000,2025-12-31,グロース（内国株式）
7461.T,キムラ,0.174,11.6,66.5,12725881000,1033398000,12293467000,2025-03-31,スタンダード（内国株式）
8139.T,ナガホリ,0.174,67.3,387.7,19031894000,1345782000,13243968000,2025-03-31,スタンダード（内国株式）
3712.T,情報企画,0.174,25.7,147.8,4027796000,5844000,1464410000,2025-09-30,スタンダード（内国株式）
7636.T,ハンズマン,0.174,19.2,110.4,10200000000,71000000,8329000000,2024-06-30,スタンダード（内国株式）
3323.T,レカム,0.173,10.1,58.1,8178178000,177914000,7294626000,2025-09-30,スタンダード（内国株式）
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,0.173,8.4,48.6,1735057000,0,895309000,2025-08-31,スタンダード（内国株式）
9238.T,バリュークリエーション,0.172,2.2,12.6,3940914000,0,3723172000,2025-02-28,グロース（内国株式）
6023.T,ダイハツインフィニアース,0.17,127.0,747.9,63573000000,1472000000,51901000000,2025-03-31,スタンダード（内国株式）
9560.T,プログリット,0.17,15.2,89.5,3700259000,34990000,2205270000,2025-08-31,グロース（内国株式）
7719.T,東京衡機,0.169,6.1,36.1,2696622000,89693000,2149157000,2025-02-28,スタンダード（内国株式）
4055.T,ティアンドエスグループ,0.169,26.9,158.8,3369815000,93275000,749898000,2025-09-30,グロース（内国株式）
5612.T,日本鋳鉄管,0.168,8.4,50.0,13330000000,135000000,12585000000,2025-03-31,スタンダード（内国株式）
7774.T,ジャパン・ティッシュエンジニアリング,0.168,42.4,253.0,4824949000,150000000,687954000,2025-03-31,グロース（内国株式）
4382.T,ＨＥＲＯＺ,0.167,18.4,110.4,4538859000,356294000,2946233000,2025-04-30,スタンダード（内国株式）
3804.T,システム　ディ,0.167,15.3,91.6,3610651000,393599000,2353445000,2025-10-31,スタンダード（内国株式）
4584.T,キッズウェル・バイオ,0.167,13.0,77.9,6700570000,283137000,5597519000,2025-03-31,グロース（内国株式）
1431.T,Ｌｉｂ　Ｗｏｒｋ,0.167,25.0,149.6,9304283000,10030000,6808925000,2025-06-30,グロース（内国株式）
7089.T,フォースタートアップス,0.167,16.9,101.1,2812898000,89283000,1187276000,2025-03-31,グロース（内国株式）
4495.T,アイキューブドシステムズ,0.166,16.6,99.9,2982631000,366703000,1577842000,2025-06-30,グロース（内国株式）
4192.T,スパイダープラス,0.166,17.6,105.9,3257042000,0,1500142000,2025-12-31,グロース（内国株式）
5285.T,ヤマックス,0.166,20.7,124.2,11116994000,378924000,9317233000,2025-03-31,スタンダード（内国株式）
4347.T,ブロードメディア,0.165,22.0,133.9,7603869000,169455000,5519050000,2025-03-31,スタンダード（内国株式）
5905.T,日本製罐,0.165,3.0,18.3,7084268000,1663686000,7946675000,2025-03-31,スタンダード（内国株式）
4286.T,ＣＬホールディングス,0.165,20.1,121.8,17783784000,1423404000,16767146000,2025-12-31,スタンダード（内国株式）
6086.T,シンメンテホールディングス,0.164,33.6,204.5,9000563000,1159182000,6451537000,2026-02-28,グロース（内国株式）
9691.T,両毛システムズ,0.164,29.7,181.2,13783684000,415078000,11105760000,2025-03-31,スタンダード（内国株式）
9385.T,ショーエイコーポレーション,0.163,8.8,54.2,6632794000,582080000,6156817000,2025-03-31,スタンダード（内国株式）
7906.T,ヨネックス,0.163,332.8,2038.7,73216000000,276000000,40125000000,2025-03-31,スタンダード（内国株式）
6573.T,ＣＲＡＶＩＡ,0.162,2.2,13.3,344920000,151297000,234722000,2025-12-31,グロース（内国株式）
6545.T,インターネットインフィニティー,0.162,6.2,38.6,3306774000,0,2681924000,2025-03-31,グロース（内国株式）
3840.T,パス,0.162,7.6,47.1,1540257000,0,777412000,2025-03-31,スタンダード（内国株式）
4437.T,ｇｏｏｄｄａｙｓホールディングス,0.159,10.9,68.6,3523448000,103501000,2502241000,2025-03-31,グロース（内国株式）
5885.T,ジーデップ・アドバンス,0.159,26.3,165.2,4391214000,524000,1756673000,2025-05-31,スタンダード（内国株式）
9436.T,沖縄セルラー電話,0.159,528.4,3330.3,71233000000,981000000,19075000000,2025-03-31,スタンダード（内国株式）
3633.T,ＧＭＯペパボ,0.159,13.6,85.5,9447029000,619945000,8521363000,2025-12-31,スタンダード（内国株式）
4583.T,カイオム・バイオサイエンス,0.158,9.4,59.6,1546698000,0,605440000,2025-12-31,グロース（内国株式）
4165.T,プレイド,0.158,37.3,236.2,8325908000,338961000,4836619000,2025-09-30,グロース（内国株式）
1909.T,日本ドライケミカル,0.157,157.8,1002.9,34771774000,2045477000,20421723000,2025-03-31,スタンダード（内国株式）
7378.T,アシロ,0.157,17.4,111.0,3334771000,147692000,1693306000,2025-10-31,グロース（内国株式）
2321.T,ソフトフロントホールディングス,0.157,12.4,79.0,1625994000,41568000,417834000,2025-03-31,グロース（内国株式）
5992.T,中央発條,0.156,163.3,1045.6,55983645000,31720071000,61862005000,2025-03-31,スタンダード（内国株式）
8783.T,ａｂｃ,0.156,6.6,42.2,4415188000,1763639000,4990069000,2025-03-31,スタンダード（内国株式）
6548.T,旅工房,0.155,3.4,22.1,3444176000,0,3101255000,2025-06-30,グロース（内国株式）
4441.T,トビラシステムズ,0.155,18.7,120.3,4427085000,326564000,2786046000,2025-10-31,スタンダード（内国株式）
6614.T,シキノハイテック,0.154,6.7,43.6,3546848000,96584000,2941510000,2025-03-31,スタンダード（内国株式）
3845.T,アイフリークモバイル,0.154,8.5,55.2,1383737000,0,532402000,2025-03-31,スタンダード（内国株式）
1948.T,弘電社,0.153,153.7,1001.7,25825000000,1440000000,11464000000,2025-03-31,スタンダード（内国株式）
4056.T,ニューラルグループ,0.152,6.6,43.5,2870194000,157215000,2320071000,2025-12-31,グロース（内国株式）
9342.T,スマサポ,0.151,2.8,18.5,528162000,14500000,259503000,2025-09-30,グロース（内国株式）
3683.T,サイバーリンクス,0.15,18.3,121.6,8467000000,14000000,6649000000,2025-12-31,スタンダード（内国株式）
4242.T,タカギセイコー,0.15,7.1,46.9,20709000000,1479000000,21039000000,2025-03-31,スタンダード（内国株式）
5029.T,サークレイス,0.149,4.8,32.0,1329427000,59470000,893298000,2025-03-31,グロース（内国株式）
6855.T,日本電子材料,0.149,165.7,1111.7,28463000000,74000000,11946000000,2025-03-31,スタンダード（内国株式）
9561.T,グラッドキューブ,0.149,5.2,34.9,1921483000,81676000,1456521000,2025-12-31,グロース（内国株式）
7317.T,松屋アールアンドディ,0.149,35.3,237.4,7501356000,0,3975413000,2025-03-31,グロース（内国株式）
6696.T,トラース・オン・プロダクト,0.148,2.2,15.0,435369000,0,213390000,2026-01-31,グロース（内国株式）
3317.T,フライングガーデン,0.148,5.9,40.2,1927091000,315745000,1554050000,2025-03-31,スタンダード（内国株式）
4896.T,ケイファーマ,0.147,12.2,82.5,2890790000,0,1673785000,2025-12-31,グロース（内国株式）
5575.T,Ｇｌｏｂｅｅ,0.147,4.9,33.4,1831171000,0,1341728000,2025-05-31,グロース（内国株式）
9554.T,ＡＶｉＣ,0.146,15.3,104.4,3153976000,3000000,1627158000,2025-09-30,グロース（内国株式）
6555.T,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,0.145,2.9,20.2,1088503000,45636000,826397000,2025-02-28,スタンダード（内国株式）
7291.T,日本プラスト,0.145,13.0,89.9,48015000000,3510000000,49171000000,2025-03-31,スタンダード（内国株式）
7564.T,ワークマン,0.145,941.4,6504.6,121066000000,1000000,26930000000,2025-03-31,スタンダード（内国株式）
4425.T,Ｋｕｄａｎ,0.143,29.5,206.9,2882149000,500000000,280036000,2025-03-31,グロース（内国株式）
2156.T,セーラー広告,0.142,2.0,14.1,2216955000,263868000,2200770000,2025-03-31,スタンダード（内国株式）
1436.T,グリーンエナジー＆カンパニー,0.142,31.6,222.6,11249763000,234450000,8254681000,2025-04-30,グロース（内国株式）
9913.T,日邦産業,0.141,43.3,306.0,18759000000,2166000000,15947000000,2025-03-31,スタンダード（内国株式）
7345.T,アイ・パートナーズフィナンシャル,0.141,4.6,32.8,833648000,0,369879000,2025-03-31,グロース（内国株式）
7812.T,クレステック,0.141,8.4,59.9,11305286000,109505000,10540414000,2024-06-30,スタンダード（内国株式）
2997.T,ストレージ王,0.14,2.4,17.5,3686538000,37031000,3468140000,2026-01-31,グロース（内国株式）
4397.T,チームスピリット,0.14,8.3,59.2,3676953000,0,2848915000,2025-08-31,グロース（内国株式）
4499.T,Ｓｐｅｅｅ,0.139,56.6,408.1,13022957000,234439000,7524245000,2025-09-30,スタンダード（内国株式）
5254.T,Ａｒｅｎｔ,0.139,37.4,269.2,4428903000,351852000,935187000,2024-06-30,グロース（内国株式）
4371.T,コアコンセプト・テクノロジー,0.139,31.2,224.6,6430092000,272893000,3503770000,2025-12-31,グロース（内国株式）
5616.T,雨風太陽,0.139,2.3,16.6,864617000,38400000,661167000,2025-12-31,グロース（内国株式）
1446.T,キャンディル,0.138,6.7,48.9,3937226000,80428000,3320208000,2025-09-30,スタンダード（内国株式）
4444.T,インフォネット,0.136,2.3,16.7,1112927000,49750000,920791000,2025-03-31,グロース（内国株式）
7368.T,表示灯,0.135,10.6,79.1,7511085000,214688000,6597341000,2025-03-31,スタンダード（内国株式）
8836.T,ＲＩＳＥ,0.134,3.2,24.0,496000000,6000000,178000000,2025-03-31,スタンダード（内国株式）
5252.T,日本ナレッジ,0.134,4.3,32.2,1392537000,36357000,984950000,2025-03-31,グロース（内国株式）
4288.T,アズジェント,0.133,2.3,17.1,1440907000,29518000,1234134000,2025-03-31,スタンダード（内国株式）
6955.T,ＦＤＫ,0.132,19.6,148.4,31734000000,211000000,29925000000,2025-03-31,スタンダード（内国株式）
3177.T,ありがとうサービス,0.132,4.1,31.3,3244011000,175574000,2952096000,2025-02-28,スタンダード（内国株式）
4484.T,ランサーズ,0.132,5.7,43.0,2491517000,0,1922216000,2025-03-31,グロース（内国株式）
4073.T,ジィ・シィ企画,0.132,1.7,12.7,1516584000,0,1349407000,2024-06-30,グロース（内国株式）
7036.T,イーエムネットジャパン,0.132,3.4,25.9,1830223000,98387000,1558226000,2025-12-31,グロース（内国株式）
4019.T,スタメン,0.131,6.8,51.4,1568774000,31248000,915364000,2025-12-31,グロース（内国株式）
6208.T,石川製作所,0.129,15.3,118.7,15992226000,1414462000,15453383000,2025-03-31,スタンダード（内国株式）
6819.T,伊豆シャボテンリゾート,0.129,11.1,86.0,2485268000,194601000,1509949000,2025-03-31,スタンダード（内国株式）
2970.T,ＧＬＣ　ＧＲＯＵＰ,0.129,24.4,189.5,15656000000,0,13213000000,2025-12-31,スタンダード（内国株式）
3979.T,うるる,0.129,14.1,109.3,4258667000,515150000,3212707000,2025-03-31,グロース（内国株式）
2375.T,ギグワークス,0.128,5.3,41.5,5514722000,46875000,5014827000,2025-10-31,スタンダード（内国株式）
4419.T,Ｆｉｎａｔｅｘｔホールディングス,0.128,87.1,679.9,18079945000,46153000,9399775000,2025-03-31,グロース（内国株式）
3914.T,ＪＩＧ－ＳＡＷ,0.127,21.8,171.9,3955651000,218876000,1924716000,2025-12-31,グロース（内国株式）
7760.T,ＩＭＶ,0.126,51.1,406.4,16384000000,206000000,11420000000,2025-09-30,スタンダード（内国株式）
4539.T,日本ケミファ,0.125,7.3,58.4,30066000000,1923000000,30684000000,2025-03-31,スタンダード（内国株式）
5884.T,クラダシ,0.124,8.7,69.8,1279642000,0,411038000,2024-06-30,グロース（内国株式）
8931.T,和田興産,0.124,17.0,137.8,79850319000,299143000,78355170000,2026-02-28,スタンダード（内国株式）
2180.T,サニーサイドアップグループ,0.124,24.3,194.9,6549627000,304822000,4336474000,2024-06-30,スタンダード（内国株式）
5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,0.123,2.1,17.0,1737986000,3220000,1531850000,2025-11-30,スタンダード（内国株式）
4594.T,ブライトパス・バイオ,0.121,8.8,72.2,1071315000,0,195626000,2025-03-31,グロース（内国株式）
4563.T,アンジェス,0.121,23.5,193.9,4386537000,417898000,2329904000,2025-12-31,グロース（内国株式）
6182.T,メタリアル,0.121,7.2,59.6,3645664000,53030000,2963364000,2025-02-28,グロース（内国株式）
1384.T,ホクリヨウ,0.121,21.0,174.1,6795000000,530000000,5064000000,2025-03-31,スタンダード（内国株式）
9439.T,エム・エイチ・グループ,0.12,3.4,28.7,1585970000,76580000,1295261000,2024-06-30,スタンダード（内国株式）
4256.T,サインド,0.12,7.3,61.4,2282370000,0,1548479000,2025-03-31,グロース（内国株式）
4592.T,サンバイオ,0.12,134.7,1122.2,15489546000,0,2016872000,2026-01-31,グロース（内国株式）
5588.T,ファーストアカウンティング,0.12,9.5,78.9,2129822000,0,1184794000,2025-12-31,グロース（内国株式）
4894.T,クオリプス,0.119,49.1,411.2,5125116000,0,211913000,2025-03-31,グロース（内国株式）
7776.T,セルシード,0.119,11.5,96.8,1521516000,21396000,387460000,2025-12-31,グロース（内国株式）
2937.T,サンクゼール,0.119,18.8,158.3,6123073000,55394000,4284157000,2025-03-31,グロース（内国株式）
4937.T,Ｗａｑｏｏ,0.118,6.7,57.0,1781888000,0,1107515000,2025-09-30,グロース（内国株式）
3237.T,イントランス,0.118,3.9,33.0,714628000,0,323617000,2025-03-31,グロース（内国株式）
