コード,連動銘柄,連動銘柄名,相関
5563.T,4125.T,三和油化工業,0.309
5563.T,5702.T,大紀アルミニウム工業所,0.308
5563.T,4183.T,三井化学,0.308
5563.T,5715.T,古河機械金属,0.307
5563.T,6986.T,双葉電子工業,0.304
5563.T,7456.T,松田産業,0.301
5660.T,9882.T,イエローハット,0.446
5660.T,8137.T,サンワテクノス,0.443
5660.T,2060.T,フィード・ワン,0.441
5660.T,9029.T,ヒガシホールディングス,0.43
5660.T,4674.T,クレスコ,0.429
5660.T,2810.T,ハウス食品グループ本社,0.406
5660.T,2693.T,ＹＫＴ,0.362
5660.T,5406.T,神戸製鋼所,0.348
5660.T,5284.T,ヤマウホールディングス,0.348
5660.T,4559.T,ゼリア新薬工業,0.347
5660.T,3302.T,帝国繊維,0.341
5660.T,6964.T,サンコー,0.327
5660.T,3097.T,物語コーポレーション,0.323
5660.T,7213.T,レシップホールディングス,0.315
5660.T,2681.T,ゲオホールディングス,0.301
5660.T,2914.T,日本たばこ産業,0.288
5660.T,3046.T,ジンズホールディングス,0.282
5660.T,6929.T,日本セラミック,0.274
5660.T,7606.T,ユナイテッドアローズ,0.265
5660.T,6874.T,協立電機,0.257
5868.T,9994.T,やまや,0.329
5868.T,2183.T,リニカル,0.325
5868.T,7313.T,テイ・エス　テック,0.323
5868.T,3359.T,ｃｏｔｔａ,0.316
5868.T,197A.T,タウンズ,0.309
5868.T,286A.T,ユカリア,0.308
5868.T,2762.T,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,0.296
5868.T,9160.T,オンザページ,0.289
5868.T,9713.T,ロイヤルホテル,0.289
5868.T,9025.T,鴻池運輸,0.283
5868.T,2134.T,北浜キャピタルパートナーズ,0.281
5868.T,9997.T,ベルーナ,0.275
5868.T,8584.T,ジャックス,0.274
5868.T,8593.T,三菱ＨＣキャピタル,0.273
5868.T,8091.T,ニチモウ,0.272
5868.T,5621.T,ヒューマンテクノロジーズ,0.272
5868.T,3861.T,王子ホールディングス,0.268
5868.T,291A.T,リスキル,0.257
5868.T,9247.T,ＴＲＥホールディングス,0.255
5868.T,475A.T,ギミック,0.252
5941.T,2683.T,魚喜,0.606
5941.T,7514.T,ヒマラヤ,0.599
5941.T,9661.T,歌舞伎座,0.593
5941.T,2904.T,一正蒲鉾,0.59
5941.T,2883.T,大冷,0.588
5941.T,2816.T,ダイショー,0.587
5941.T,2186.T,ソーバル,0.585
5941.T,2818.T,ピエトロ,0.583
5941.T,9950.T,ハチバン,0.582
5941.T,3065.T,ライフフーズ,0.581
5941.T,9017.T,新潟交通,0.581
5941.T,2798.T,ワイズテーブルコーポレーション,0.579
5941.T,9656.T,グリーンランドリゾート,0.578
5941.T,9846.T,天満屋ストア,0.578
5941.T,7682.T,浜木綿,0.577
5941.T,2169.T,ＣＤＳ,0.574
5941.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.573
5941.T,7938.T,リーガルコーポレーション,0.566
5941.T,2226.T,湖池屋,0.565
5941.T,7872.T,エステールホールディングス,0.563
5947.T,8130.T,サンゲツ,0.446
5947.T,6417.T,ＳＡＮＫＹＯ,0.438
5947.T,4526.T,理研ビタミン,0.416
5947.T,2875.T,東洋水産,0.415
5947.T,2229.T,カルビー,0.413
5947.T,2602.T,日清オイリオグループ,0.409
5947.T,2331.T,ＡＬＳＯＫ,0.399
5947.T,4985.T,アース製薬,0.399
5947.T,9744.T,メイテックグループホールディングス,0.395
5947.T,1301.T,極洋,0.395
5947.T,9303.T,住友倉庫,0.394
5947.T,2001.T,ニップン,0.394
5947.T,5011.T,ニチレキグループ,0.39
5947.T,2270.T,雪印メグミルク,0.389
5947.T,8218.T,コメリ,0.386
5947.T,4452.T,花王,0.383
5947.T,9007.T,小田急電鉄,0.378
5947.T,9039.T,サカイ引越センター,0.377
5947.T,7545.T,西松屋チェーン,0.376
5947.T,2209.T,井村屋グループ,0.375
5973.T,7682.T,浜木綿,0.343
5973.T,4247.T,ポバール興業,0.328
5973.T,9017.T,新潟交通,0.317
5973.T,7079.T,ＷＤＢココ,0.309
5973.T,2139.T,中広,0.306
5973.T,2736.T,フェスタリアホールディングス,0.305
5973.T,4623.T,アサヒペン,0.302
5973.T,3080.T,ジェーソン,0.302
5973.T,4248.T,竹本容器,0.301
5973.T,6322.T,タクミナ,0.296
5973.T,5355.T,日本坩堝,0.296
5973.T,2114.T,フジ日本,0.292
5973.T,7196.T,Ｃａｓａ,0.29
5973.T,3435.T,サンコーテクノ,0.289
5973.T,3075.T,銚子丸,0.288
5973.T,2813.T,和弘食品,0.282
5973.T,2683.T,魚喜,0.276
5973.T,3045.T,カワサキ,0.275
5973.T,9385.T,ショーエイコーポレーション,0.273
5973.T,2186.T,ソーバル,0.273
6070.T,9976.T,セキチュー,0.529
6070.T,4641.T,アルプス技研,0.458
6070.T,6089.T,ウィルグループ,0.433
6070.T,9759.T,ＮＳＤ,0.424
6070.T,2733.T,あらた,0.408
6070.T,8160.T,木曽路,0.39
6070.T,8153.T,モスフードサービス,0.379
6070.T,3333.T,あさひ,0.374
6070.T,2378.T,ルネサンス,0.371
6070.T,2792.T,ハニーズホールディングス,0.37
6070.T,2908.T,フジッコ,0.365
6070.T,7421.T,カッパ・クリエイト,0.365
6070.T,3543.T,コメダホールディングス,0.364
6070.T,2753.T,あみやき亭,0.359
6070.T,2209.T,井村屋グループ,0.357
6070.T,9052.T,山陽電気鉄道,0.356
6070.T,7554.T,幸楽苑,0.352
6070.T,2613.T,Ｊ－オイルミルズ,0.351
6070.T,2811.T,カゴメ,0.351
6070.T,2804.T,ブルドックソース,0.349
6143.T,6113.T,アマダ,0.6
6143.T,5333.T,ＮＧＫ,0.588
6143.T,6622.T,ダイヘン,0.58
6143.T,6407.T,ＣＫＤ,0.58
6143.T,6617.T,東光高岳,0.575
6143.T,6101.T,ツガミ,0.573
6143.T,6134.T,ＦＵＪＩ,0.573
6143.T,6125.T,岡本工作機械製作所,0.56
6143.T,6490.T,ＰＩＬＬＡＲ,0.536
6143.T,3433.T,トーカロ,0.536
6143.T,6981.T,村田製作所,0.536
6143.T,6383.T,ダイフク,0.53
6143.T,4368.T,扶桑化学工業,0.525
6143.T,7995.T,バルカー,0.522
6143.T,6278.T,ユニオンツール,0.52
6143.T,4186.T,東京応化工業,0.52
6143.T,7966.T,リンテック,0.515
6143.T,5384.T,フジミインコーポレーテッド,0.515
6143.T,4099.T,四国化成ホールディングス,0.512
6143.T,4966.T,上村工業,0.512
6167.T,1514.T,住石ホールディングス,0.558
6167.T,7810.T,クロスフォー,0.517
6167.T,5969.T,ロブテックス,0.472
6167.T,3446.T,ジェイテックコーポレーション,0.454
6167.T,5381.T,マイポックス,0.454
6167.T,3023.T,ラサ商事,0.406
6167.T,7794.T,イーディーピー,0.4
6167.T,4406.T,新日本理化,0.364
6167.T,4885.T,室町ケミカル,0.355
6167.T,3103.T,ユニチカ,0.355
6167.T,6140.T,旭ダイヤモンド工業,0.351
6167.T,3168.T,ＭＥＲＦ,0.32
6167.T,4973.T,日本高純度化学,0.315
6167.T,6721.T,ウインテスト,0.297
6167.T,5707.T,東邦亜鉛,0.296
6167.T,6848.T,東亜ディーケーケー,0.296
6167.T,4620.T,藤倉化成,0.293
6167.T,4241.T,アテクト,0.289
6167.T,3896.T,阿波製紙,0.287
6167.T,1443.T,技研ホールディングス,0.285
6191.T,3393.T,スターティアホールディングス,0.365
6191.T,7475.T,アルビス,0.318
6191.T,7320.T,Ｓｏｌｖｖｙ,0.298
6191.T,4849.T,エン,0.291
6191.T,7082.T,ジモティー,0.283
6191.T,9449.T,ＧＭＯインターネットグループ,0.28
6191.T,5586.T,Ｌａｂｏｒｏ．ＡＩ,0.277
6191.T,3769.T,ＧＭＯペイメントゲートウェイ,0.276
6191.T,3923.T,ラクス,0.27
6191.T,6199.T,セラク,0.267
6191.T,3983.T,オロ,0.264
6191.T,2652.T,まんだらけ,0.258
6191.T,5032.T,ＡＮＹＣＯＬＯＲ,0.256
6191.T,6579.T,ログリー,0.253
6191.T,8944.T,ランドビジネス,0.252
6191.T,4704.T,トレンドマイクロ,0.251
6191.T,6184.T,鎌倉新書,0.25
6191.T,3844.T,コムチュア,0.249
6191.T,8152.T,ソマール,0.249
6191.T,4174.T,アピリッツ,0.242
6198.T,9835.T,ジュンテンドー,0.359
6198.T,7196.T,Ｃａｓａ,0.331
6198.T,8207.T,テンアライド,0.329
6198.T,7682.T,浜木綿,0.325
6198.T,4524.T,森下仁丹,0.323
6198.T,3469.T,デュアルタップ,0.321
6198.T,7939.T,研創,0.319
6198.T,4496.T,コマースＯｎｅホールディングス,0.318
6198.T,5589.T,オートサーバー,0.317
6198.T,3065.T,ライフフーズ,0.316
6198.T,4335.T,ＩＰＳホールディングス,0.315
6198.T,2687.T,シー・ヴイ・エス・ベイエリア,0.31
6198.T,2904.T,一正蒲鉾,0.31
6198.T,2169.T,ＣＤＳ,0.306
6198.T,7962.T,キングジム,0.304
6198.T,8119.T,三栄コーポレーション,0.302
6198.T,9950.T,ハチバン,0.302
6198.T,6346.T,キクカワエンタープライズ,0.3
6198.T,2816.T,ダイショー,0.299
6198.T,2747.T,北雄ラッキー,0.299
6203.T,6208.T,石川製作所,0.557
6203.T,4274.T,細谷火工,0.365
6203.T,8226.T,理経,0.351
6203.T,7760.T,ＩＭＶ,0.328
6203.T,7721.T,東京計器,0.327
6203.T,6946.T,日本アビオニクス,0.325
6203.T,1969.T,高砂熱学工業,0.323
6203.T,4028.T,石原産業,0.308
6203.T,6637.T,寺崎電気産業,0.3
6203.T,7318.T,セレンディップ・ホールディングス,0.298
6203.T,2330.T,フォーサイド,0.293
6203.T,1952.T,新日本空調,0.293
6203.T,7224.T,新明和工業,0.285
6203.T,6703.T,沖電気工業,0.284
6203.T,5597.T,ブルーイノベーション,0.274
6203.T,6331.T,三菱化工機,0.274
6203.T,7779.T,ＣＹＢＥＲＤＹＮＥ,0.271
6203.T,6361.T,荏原製作所,0.268
6203.T,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,0.267
6203.T,1975.T,朝日工業社,0.266
6250.T,6326.T,クボタ,0.471
6250.T,7238.T,曙ブレーキ工業,0.396
6250.T,6440.T,ＪＵＫＩ,0.395
6250.T,7224.T,新明和工業,0.388
6250.T,8020.T,兼松,0.382
6250.T,4620.T,藤倉化成,0.347
6250.T,1961.T,三機工業,0.339
6250.T,6850.T,チノー,0.338
6250.T,6137.T,小池酸素工業,0.328
6250.T,1980.T,ダイダン,0.324
6250.T,1982.T,日比谷総合設備,0.319
6250.T,6785.T,鈴木,0.314
6250.T,2768.T,双日,0.312
6250.T,8015.T,豊田通商,0.311
6250.T,8078.T,阪和興業,0.309
6250.T,4228.T,積水化成品工業,0.308
6250.T,6268.T,ナブテスコ,0.306
6250.T,9551.T,メタウォーター,0.302
6250.T,7231.T,トピー工業,0.3
6250.T,6651.T,日東工業,0.295
6272.T,7238.T,曙ブレーキ工業,0.34
6272.T,4911.T,資生堂,0.325
6272.T,7240.T,ＮＯＫ,0.294
6272.T,6326.T,クボタ,0.284
6272.T,6486.T,イーグル工業,0.257
6272.T,6440.T,ＪＵＫＩ,0.24
6272.T,6343.T,フリージア・マクロス,0.237
6272.T,4401.T,ＡＤＥＫＡ,0.233
6272.T,6268.T,ナブテスコ,0.232
6272.T,5741.T,ＵＡＣＪ,0.223
6272.T,6269.T,三井海洋開発,0.223
6272.T,3106.T,倉敷紡績,0.22
6272.T,5028.T,セカンドサイトアナリティカ,0.217
6272.T,6250.T,やまびこ,0.216
6272.T,8037.T,カメイ,0.214
6272.T,6240.T,ヤマシンフィルタ,0.212
6272.T,4182.T,三菱瓦斯化学,0.211
6272.T,6929.T,日本セラミック,0.21
6272.T,1435.T,ｒｏｂｏｔ　ｈｏｍｅ,0.207
6272.T,6140.T,旭ダイヤモンド工業,0.203
6333.T,6638.T,ミマキエンジニアリング,0.341
6333.T,6498.T,キッツ,0.328
6333.T,6237.T,イワキポンプ,0.322
6333.T,6844.T,新電元工業,0.317
6333.T,6364.T,ＡＩＲＭＡＮ,0.309
6333.T,7972.T,イトーキ,0.308
6333.T,1952.T,新日本空調,0.305
6333.T,6517.T,デンヨー,0.302
6333.T,2760.T,東京エレクトロン　デバイス,0.296
6333.T,7734.T,理研計器,0.295
6333.T,7917.T,ＺＡＣＲＯＳ,0.292
6333.T,9960.T,東テク,0.29
6333.T,1835.T,東鉄工業,0.29
6333.T,6490.T,ＰＩＬＬＡＲ,0.29
6333.T,6459.T,大和冷機工業,0.289
6333.T,4203.T,住友ベークライト,0.288
6333.T,4975.T,ＪＣＵ,0.285
6333.T,8059.T,第一実業,0.283
6333.T,6125.T,岡本工作機械製作所,0.282
6333.T,7966.T,リンテック,0.282
6339.T,6357.T,三精テクノロジーズ,0.524
6339.T,4246.T,ダイキョーニシカワ,0.518
6339.T,6371.T,椿本チエイン,0.494
6339.T,6914.T,オプテックスグループ,0.48
6339.T,5463.T,丸一鋼管,0.459
6339.T,5301.T,東海カーボン,0.454
6339.T,8007.T,高島,0.447
6339.T,5288.T,アジアパイルホールディングス,0.443
6339.T,1909.T,日本ドライケミカル,0.432
6339.T,5975.T,東プレ,0.427
6339.T,6969.T,松尾電機,0.39
6339.T,9691.T,両毛システムズ,0.389
6339.T,5702.T,大紀アルミニウム工業所,0.387
6339.T,4471.T,三洋化成工業,0.384
6339.T,5644.T,メタルアート,0.374
6339.T,2180.T,サニーサイドアップグループ,0.374
6339.T,8032.T,日本紙パルプ商事,0.371
6339.T,3941.T,レンゴー,0.366
6339.T,8159.T,立花エレテック,0.359
6339.T,9888.T,ＵＥＸ,0.356
6340.T,7715.T,長野計器,0.387
6340.T,4187.T,大阪有機化学工業,0.372
6340.T,3433.T,トーカロ,0.36
6340.T,6287.T,サトー,0.354
6340.T,6481.T,ＴＨＫ,0.353
6340.T,6997.T,日本ケミコン,0.352
6340.T,7970.T,信越ポリマー,0.351
6340.T,5333.T,ＮＧＫ,0.351
6340.T,7537.T,丸文,0.35
6340.T,6622.T,ダイヘン,0.344
6340.T,6498.T,キッツ,0.34
6340.T,3895.T,ハビックス,0.338
6340.T,4043.T,トクヤマ,0.337
6340.T,4368.T,扶桑化学工業,0.335
6340.T,6951.T,日本電子,0.332
6340.T,6768.T,タムラ製作所,0.331
6340.T,7966.T,リンテック,0.33
6340.T,6779.T,日本電波工業,0.329
6340.T,6925.T,ウシオ電機,0.328
6340.T,6387.T,サムコ,0.326
6379.T,7242.T,カヤバ,0.46
6379.T,1417.T,ミライト・ワン,0.407
6379.T,5110.T,住友ゴム工業,0.363
6379.T,1808.T,長谷工コーポレーション,0.348
6379.T,7202.T,いすゞ自動車,0.338
6379.T,9322.T,川西倉庫,0.33
6379.T,1885.T,東亜建設工業,0.329
6379.T,256A.T,飛島ホールディングス,0.311
6379.T,4040.T,南海化学,0.307
6379.T,7372.T,デコルテ・ホールディングス,0.305
6379.T,1762.T,高松コンストラクショングループ,0.3
6379.T,4275.T,カーリット,0.294
6379.T,6517.T,デンヨー,0.291
6379.T,1719.T,安藤・間,0.282
6379.T,8037.T,カメイ,0.281
6379.T,3788.T,ＧＭＯグローバルサイン・ホールディングス,0.281
6379.T,1975.T,朝日工業社,0.28
6379.T,1833.T,奥村組,0.279
6379.T,1879.T,新日本建設,0.279
6379.T,1803.T,清水建設,0.275
6381.T,8059.T,第一実業,0.329
6381.T,3176.T,三洋貿易,0.318
6381.T,6810.T,マクセル,0.305
6381.T,6952.T,カシオ計算機,0.277
6381.T,5195.T,バンドー化学,0.277
6381.T,6517.T,デンヨー,0.264
6381.T,4095.T,日本パーカライジング,0.258
6381.T,7613.T,シークス,0.254
6381.T,7510.T,たけびし,0.25
6381.T,1879.T,新日本建設,0.248
6381.T,9621.T,建設技術研究所,0.248
6381.T,9110.T,ＮＳユナイテッド海運,0.246
6381.T,2533.T,オエノンホールディングス,0.244
6381.T,7504.T,高速,0.244
6381.T,8163.T,ＳＲＳホールディングス,0.242
6381.T,7239.T,タチエス,0.24
6381.T,5851.T,リョービ,0.239
6381.T,8075.T,神鋼商事,0.238
6381.T,5947.T,リンナイ,0.236
6381.T,4220.T,リケンテクノス,0.236
6391.T,3358.T,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,0.374
6391.T,6643.T,戸上電機製作所,0.333
6391.T,2321.T,ソフトフロントホールディングス,0.302
6391.T,5451.T,ヨドコウ,0.294
6391.T,4216.T,旭有機材,0.286
6391.T,6777.T,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,0.265
6391.T,7980.T,重松製作所,0.257
6391.T,7859.T,アルメディオ,0.241
6391.T,6961.T,エンプラス,0.238
6391.T,3105.T,日清紡ホールディングス,0.232
6391.T,6402.T,兼松エンジニアリング,0.231
6391.T,9876.T,コックス,0.228
6391.T,4372.T,ユミルリンク,0.227
6391.T,6018.T,阪神内燃機工業,0.227
6391.T,5870.T,ナルネットコミュニケーションズ,0.223
6391.T,6613.T,ＱＤレーザ,0.22
6391.T,5805.T,ＳＷＣＣ,0.217
6391.T,4274.T,細谷火工,0.217
6391.T,5985.T,サンコール,0.216
6391.T,5955.T,ワイズホールディングス,0.214
6395.T,6305.T,日立建機,0.431
6395.T,6302.T,住友重機械工業,0.409
6395.T,2768.T,双日,0.392
6395.T,6328.T,荏原実業,0.374
6395.T,5715.T,古河機械金属,0.37
6395.T,8020.T,兼松,0.33
6395.T,6794.T,フォスター電機,0.315
6395.T,4021.T,日産化学,0.312
6395.T,8002.T,丸紅,0.308
6395.T,4189.T,ＫＨネオケム,0.307
6395.T,6363.T,酉島製作所,0.305
6395.T,7261.T,マツダ,0.304
6395.T,5711.T,三菱マテリアル,0.294
6395.T,6103.T,オークマ,0.287
6395.T,5713.T,住友金属鉱山,0.285
6395.T,5020.T,ＥＮＥＯＳホールディングス,0.284
6395.T,7259.T,アイシン,0.283
6395.T,5714.T,ＤＯＷＡホールディングス,0.283
6395.T,6301.T,小松製作所,0.28
6395.T,6471.T,日本精工,0.279
6420.T,9699.T,ニシオホールディングス,0.378
6420.T,5976.T,高周波熱錬,0.311
6420.T,3201.T,日本毛織,0.303
6420.T,4914.T,高砂香料工業,0.278
6420.T,5110.T,住友ゴム工業,0.274
6420.T,6455.T,モリタホールディングス,0.269
6420.T,417A.T,ブルーゾーンホールディングス,0.264
6420.T,6718.T,アイホン,0.263
6420.T,6379.T,レイズネクスト,0.261
6420.T,8097.T,三愛オブリ,0.26
6420.T,8002.T,丸紅,0.254
6420.T,5957.T,日東精工,0.25
6420.T,8078.T,阪和興業,0.249
6420.T,6485.T,前澤給装工業,0.243
6420.T,5851.T,リョービ,0.241
6420.T,6459.T,大和冷機工業,0.24
6420.T,8934.T,サンフロンティア不動産,0.24
6420.T,1870.T,矢作建設工業,0.239
6420.T,9533.T,東邦瓦斯,0.237
6420.T,8037.T,カメイ,0.232
6455.T,7984.T,コクヨ,0.429
6455.T,9505.T,北陸電力,0.415
6455.T,5440.T,共英製鋼,0.411
6455.T,5911.T,横河ブリッジホールディングス,0.359
6455.T,8877.T,エスリード,0.352
6455.T,9991.T,ジェコス,0.336
6455.T,1882.T,東亜道路工業,0.326
6455.T,8850.T,スターツコーポレーション,0.32
6455.T,9504.T,中国電力,0.318
6455.T,3443.T,川田テクノロジーズ,0.317
6455.T,7949.T,小松ウオール工業,0.311
6455.T,9065.T,山九,0.31
6455.T,1898.T,世紀東急工業,0.309
6455.T,8793.T,ＮＥＣキャピタルソリューション,0.307
6455.T,9003.T,相鉄ホールディングス,0.304
6455.T,7508.T,Ｇ‐７ホールディングス,0.303
6455.T,7203.T,トヨタ自動車,0.303
6455.T,9531.T,東京瓦斯,0.296
6455.T,9534.T,北海道瓦斯,0.294
6455.T,7270.T,ＳＵＢＡＲＵ,0.288
6466.T,6356.T,日本ギア工業,0.698
6466.T,6492.T,岡野バルブ製造,0.586
6466.T,7719.T,東京衡機,0.413
6466.T,7721.T,東京計器,0.374
6466.T,6378.T,木村化工機,0.364
6466.T,6208.T,石川製作所,0.36
6466.T,5310.T,東洋炭素,0.348
6466.T,6946.T,日本アビオニクス,0.339
6466.T,5631.T,日本製鋼所,0.312
6466.T,6264.T,マルマエ,0.31
6466.T,4275.T,カーリット,0.305
6466.T,7012.T,川崎重工業,0.304
6466.T,6855.T,日本電子材料,0.304
6466.T,6315.T,ＴＯＷＡ,0.286
6466.T,4258.T,網屋,0.275
6466.T,6331.T,三菱化工機,0.274
6466.T,7760.T,ＩＭＶ,0.274
6466.T,6507.T,シンフォニアテクノロジー,0.273
6466.T,7013.T,ＩＨＩ,0.271
6466.T,6963.T,ローム,0.27
6535.T,1301.T,極洋,0.301
6535.T,7860.T,エイベックス,0.296
6535.T,3662.T,エイチームホールディングス,0.295
6535.T,7679.T,薬王堂ホールディングス,0.29
6535.T,2753.T,あみやき亭,0.283
6535.T,9404.T,日本テレビホールディングス,0.28
6535.T,460A.T,ＢＲＡＮＵ,0.276
6535.T,2593.T,伊藤園,0.272
6535.T,9936.T,王将フードサービス,0.272
6535.T,4326.T,インテージホールディングス,0.268
6535.T,2217.T,モロゾフ,0.266
6535.T,2910.T,ロック・フィールド,0.262
6535.T,2815.T,アリアケジャパン,0.262
6535.T,9757.T,船井総研ホールディングス,0.261
6535.T,2002.T,日清製粉グループ本社,0.261
6535.T,2613.T,Ｊ－オイルミルズ,0.259
6535.T,3387.T,クリエイト・レストランツ・ホールディングス,0.258
6535.T,2148.T,アイティメディア,0.257
6535.T,6577.T,ベストワンドットコム,0.257
6535.T,4848.T,フルキャストホールディングス,0.256
6546.T,2904.T,一正蒲鉾,0.663
6546.T,2816.T,ダイショー,0.66
6546.T,3065.T,ライフフーズ,0.653
6546.T,2818.T,ピエトロ,0.648
6546.T,2683.T,魚喜,0.638
6546.T,3140.T,ＢＲＵＮＯ,0.635
6546.T,9661.T,歌舞伎座,0.622
6546.T,2883.T,大冷,0.619
6546.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.616
6546.T,2186.T,ソーバル,0.616
6546.T,9656.T,グリーンランドリゾート,0.614
6546.T,9950.T,ハチバン,0.609
6546.T,9849.T,共同紙販ホールディングス,0.6
6546.T,3059.T,ヒラキ,0.6
6546.T,9993.T,ヤマザワ,0.596
6546.T,3082.T,きちりホールディングス,0.593
6546.T,3800.T,ユニリタ,0.592
6546.T,7562.T,安楽亭,0.585
6546.T,2798.T,ワイズテーブルコーポレーション,0.585
6546.T,7585.T,かんなん丸,0.584
6643.T,5703.T,日本軽金属ホールディングス,0.394
6643.T,6622.T,ダイヘン,0.369
6643.T,6516.T,山洋電気,0.356
6643.T,6503.T,三菱電機,0.354
6643.T,6769.T,ザインエレクトロニクス,0.35
6643.T,6651.T,日東工業,0.349
6643.T,5805.T,ＳＷＣＣ,0.346
6643.T,6627.T,テラプローブ,0.345
6643.T,5803.T,フジクラ,0.335
6643.T,6391.T,加地テック,0.333
6643.T,3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,0.331
6643.T,268A.T,リガク・ホールディングス,0.326
6643.T,5344.T,ＭＡＲＵＷＡ,0.323
6643.T,6648.T,かわでん,0.323
6643.T,4966.T,上村工業,0.322
6643.T,6855.T,日本電子材料,0.318
6643.T,6504.T,富士電機,0.317
6643.T,4220.T,リケンテクノス,0.315
6643.T,3891.T,ニッポン高度紙工業,0.311
6643.T,6387.T,サムコ,0.306
6675.T,3299.T,ムゲンエステート,0.295
6675.T,1801.T,大成建設,0.247
6675.T,1835.T,東鉄工業,0.246
6675.T,247A.T,Ａｉロボティクス,0.242
6675.T,8891.T,ＡＭＧホールディングス,0.242
6675.T,5244.T,ｊｉｇ．ｊｐ,0.241
6675.T,6771.T,池上通信機,0.235
6675.T,4192.T,スパイダープラス,0.231
6675.T,7277.T,ＴＢＫ,0.226
6675.T,5994.T,ファインシンター,0.218
6675.T,2469.T,ヒビノ,0.214
6675.T,6069.T,トレンダーズ,0.213
6675.T,5985.T,サンコール,0.211
6675.T,6844.T,新電元工業,0.2
6675.T,3920.T,アイビーシー,0.198
6675.T,1812.T,鹿島建設,0.196
6675.T,3840.T,パス,0.196
6675.T,3036.T,アルコニックス,0.195
6675.T,1813.T,不動テトラ,0.194
6675.T,8737.T,あかつき本社,0.191
6770.T,5214.T,日本電気硝子,0.503
6770.T,6817.T,スミダコーポレーション,0.426
6770.T,5208.T,有沢製作所,0.413
6770.T,6473.T,ジェイテクト,0.407
6770.T,6954.T,ファナック,0.391
6770.T,6961.T,エンプラス,0.389
6770.T,6479.T,ミネベアミツミ,0.37
6770.T,6474.T,不二越,0.365
6770.T,6923.T,スタンレー電気,0.362
6770.T,5802.T,住友電気工業,0.358
6770.T,5334.T,日本特殊陶業,0.357
6770.T,6268.T,ナブテスコ,0.351
6770.T,6762.T,ＴＤＫ,0.345
6770.T,6754.T,アンリツ,0.344
6770.T,6503.T,三菱電機,0.34
6770.T,6383.T,ダイフク,0.335
6770.T,4188.T,三菱ケミカルグループ,0.335
6770.T,7717.T,ブイ・テクノロジー,0.334
6770.T,6471.T,日本精工,0.331
6770.T,5333.T,ＮＧＫ,0.328
6772.T,4615.T,神東塗料,0.326
6772.T,5962.T,浅香工業,0.311
6772.T,7487.T,小津産業,0.276
6772.T,5753.T,日本伸銅,0.274
6772.T,3426.T,アトムリビンテック,0.274
6772.T,7808.T,シー・エス・ランバー,0.271
6772.T,7604.T,梅の花グループ,0.27
6772.T,3160.T,大光,0.263
6772.T,9656.T,グリーンランドリゾート,0.259
6772.T,9049.T,京福電気鉄道,0.258
6772.T,2493.T,イーサポートリンク,0.255
6772.T,3958.T,笹徳印刷,0.252
6772.T,7636.T,ハンズマン,0.25
6772.T,4623.T,アサヒペン,0.248
6772.T,7043.T,アルー,0.246
6772.T,2904.T,一正蒲鉾,0.244
6772.T,2816.T,ダイショー,0.243
6772.T,2683.T,魚喜,0.238
6772.T,7928.T,旭化学工業,0.238
6772.T,3172.T,ティーライフ,0.237
6788.T,8999.T,グランディハウス,0.361
6788.T,4619.T,日本特殊塗料,0.347
6788.T,4931.T,新日本製薬,0.321
6788.T,1925.T,大和ハウス工業,0.304
6788.T,9904.T,ベリテ,0.301
6788.T,5368.T,日本インシュレーション,0.292
6788.T,5911.T,横河ブリッジホールディングス,0.291
6788.T,1716.T,第一カッター興業,0.29
6788.T,9332.T,ＮＩＳＳＯホールディングス,0.276
6788.T,5940.T,不二サッシ,0.275
6788.T,2749.T,ＪＰホールディングス,0.27
6788.T,9757.T,船井総研ホールディングス,0.27
6788.T,300A.T,ＭＩＣ,0.269
6788.T,1799.T,第一建設工業,0.269
6788.T,7988.T,ニフコ,0.266
6788.T,6035.T,アイ・アールジャパンホールディングス,0.265
6788.T,2475.T,ＷＤＢホールディングス,0.264
6788.T,9739.T,ＮＳＷ,0.263
6788.T,9987.T,スズケン,0.26
6788.T,2820.T,やまみ,0.258
6803.T,4412.T,サイエンスアーツ,0.294
6803.T,1768.T,ソネック,0.281
6803.T,4286.T,ＣＬホールディングス,0.267
6803.T,8789.T,フィンテック　グローバル,0.256
6803.T,4390.T,ＩＰＳ,0.25
6803.T,3896.T,阿波製紙,0.248
6803.T,6093.T,エスクロー・エージェント・ジャパン,0.243
6803.T,2342.T,トランスジェニックグループ,0.242
6803.T,4933.T,Ｉ－ｎｅ,0.242
6803.T,2375.T,ギグワークス,0.242
6803.T,4813.T,ＡＣＣＥＳＳ,0.24
6803.T,2160.T,ジーエヌアイグループ,0.234
6803.T,4885.T,室町ケミカル,0.229
6803.T,4584.T,キッズウェル・バイオ,0.224
6803.T,6016.T,ジャパンエンジンコーポレーション,0.223
