コード,連動銘柄,連動銘柄名,相関
4102.T,2226.T,湖池屋,0.589
4102.T,9986.T,蔵王産業,0.589
4102.T,2169.T,ＣＤＳ,0.588
4102.T,3190.T,ホットマン,0.588
4102.T,9661.T,歌舞伎座,0.588
4102.T,8898.T,センチュリー２１・ジャパン,0.581
4102.T,2747.T,北雄ラッキー,0.578
4224.T,5976.T,高周波熱錬,0.271
4224.T,5391.T,エーアンドエーマテリアル,0.27
4224.T,5933.T,アルインコ,0.268
4224.T,3179.T,シュッピン,0.259
4224.T,9991.T,ジェコス,0.239
4224.T,7608.T,エスケイジャパン,0.232
4224.T,6371.T,椿本チエイン,0.228
4224.T,9896.T,ＪＫホールディングス,0.227
4224.T,5357.T,ヨータイ,0.225
4224.T,7466.T,ＳＰＫ,0.22
4224.T,246A.T,アスア,0.22
4224.T,4549.T,栄研化学,0.216
4224.T,7987.T,ナカバヤシ,0.214
4224.T,1909.T,日本ドライケミカル,0.213
4224.T,4202.T,ダイセル,0.21
4224.T,6339.T,新東工業,0.205
4224.T,3708.T,特種東海製紙,0.205
4224.T,3457.T,Ａｎｄ　Ｄｏホールディングス,0.204
4224.T,8282.T,ケーズホールディングス,0.198
4224.T,9533.T,東邦瓦斯,0.198
4231.T,7989.T,立川ブラインド工業,0.39
4231.T,6363.T,酉島製作所,0.378
4231.T,6328.T,荏原実業,0.368
4231.T,4021.T,日産化学,0.336
4231.T,3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,0.322
4231.T,7561.T,ハークスレイ,0.314
4231.T,9880.T,イノテック,0.294
4231.T,7261.T,マツダ,0.279
4231.T,8891.T,ＡＭＧホールディングス,0.278
4231.T,5715.T,古河機械金属,0.276
4231.T,6390.T,加藤製作所,0.262
4231.T,6395.T,タダノ,0.258
4231.T,6143.T,ソディック,0.254
4231.T,7460.T,ヤギ,0.254
4231.T,5351.T,品川リフラ,0.244
4231.T,6072.T,地盤ネットホールディングス,0.244
4231.T,6855.T,日本電子材料,0.244
4231.T,5922.T,那須電機鉄工,0.244
4231.T,8802.T,三菱地所,0.242
4231.T,6151.T,日東工器,0.242
4234.T,3402.T,東レ,0.396
4234.T,7780.T,メニコン,0.355
4234.T,1711.T,ＳＤＳホールディングス,0.316
4234.T,4527.T,ロート製薬,0.297
4234.T,4114.T,日本触媒,0.296
4234.T,6159.T,ミクロン精密,0.294
4234.T,6578.T,コレックホールディングス,0.294
4234.T,6998.T,日本タングステン,0.278
4234.T,6523.T,ＰＨＣホールディングス,0.276
4234.T,4241.T,アテクト,0.269
4234.T,1847.T,イチケン,0.264
4234.T,9446.T,サカイホールディングス,0.262
4234.T,2681.T,ゲオホールディングス,0.258
4234.T,5142.T,アキレス,0.256
4234.T,5185.T,フコク,0.254
4234.T,9031.T,西日本鉄道,0.254
4234.T,4008.T,住友精化,0.253
4234.T,3877.T,中越パルプ工業,0.253
4234.T,246A.T,アスア,0.246
4234.T,1438.T,岐阜造園,0.244
4341.T,3238.T,セントラル総合開発,0.316
4341.T,6054.T,リブセンス,0.315
4341.T,9959.T,アシードホールディングス,0.307
4341.T,5484.T,東北特殊鋼,0.242
4341.T,6189.T,グローバルキッズＣＯＭＰＡＮＹ,0.235
4341.T,1807.T,佐藤渡辺,0.233
4341.T,245A.T,ＩＮＧＳ,0.223
4341.T,9767.T,日建工学,0.219
4341.T,2183.T,リニカル,0.216
4341.T,9867.T,ソレキア,0.216
4341.T,5742.T,エヌアイシ・オートテック,0.216
4341.T,8202.T,ラオックスホールディングス,0.215
4341.T,6412.T,平和,0.214
4341.T,7446.T,東北化学薬品,0.213
4341.T,2588.T,プレミアムウォーターホールディングス,0.211
4341.T,5946.T,長府製作所,0.21
4341.T,3435.T,サンコーテクノ,0.208
4341.T,1450.T,ＴＡＮＡＫＥＮ,0.207
4341.T,2305.T,スタジオアリス,0.204
4341.T,9017.T,新潟交通,0.203
4360.T,6599.T,エブレン,0.307
4360.T,5541.T,大平洋金属,0.276
4360.T,5985.T,サンコール,0.273
4360.T,6613.T,ＱＤレーザ,0.27
4360.T,5820.T,三ッ星,0.27
4360.T,6167.T,冨士ダイス,0.264
4360.T,5726.T,大阪チタニウムテクノロジーズ,0.259
4360.T,4406.T,新日本理化,0.258
4360.T,3168.T,ＭＥＲＦ,0.258
4360.T,6568.T,神戸天然物化学,0.257
4360.T,6706.T,電気興業,0.256
4360.T,6440.T,ＪＵＫＩ,0.253
4360.T,3023.T,ラサ商事,0.252
4360.T,4169.T,ＥＮＥＣＨＡＮＧＥ,0.252
4360.T,4531.T,有機合成薬品工業,0.251
4360.T,5803.T,フジクラ,0.251
4360.T,167A.T,リョーサン菱洋ホールディングス,0.251
4360.T,6258.T,平田機工,0.246
4360.T,429A.T,テクセンドフォトマスク,0.245
4360.T,1514.T,住石ホールディングス,0.243
4387.T,2293.T,滝沢ハム,0.345
4387.T,3598.T,山喜,0.314
4387.T,8207.T,テンアライド,0.298
4387.T,2454.T,オールアバウト,0.287
4387.T,3068.T,ＷＤＩ,0.287
4387.T,7427.T,エコートレーディング,0.287
4387.T,6087.T,アビスト,0.275
4387.T,3161.T,アゼアス,0.272
4387.T,9051.T,センコン物流,0.271
4387.T,3058.T,三洋堂ホールディングス,0.27
4387.T,7562.T,安楽亭,0.269
4387.T,3839.T,ＯＤＫソリューションズ,0.268
4387.T,5237.T,ノザワ,0.268
4387.T,9723.T,京都ホテル,0.266
4387.T,7127.T,一家ホールディングス,0.264
4387.T,7443.T,横浜魚類,0.264
4387.T,3059.T,ヒラキ,0.262
4387.T,6942.T,ソフィアホールディングス,0.262
4387.T,3434.T,アルファＣｏ,0.261
4387.T,9853.T,銀座ルノアール,0.259
4569.T,4538.T,扶桑薬品工業,0.593
4569.T,8219.T,青山商事,0.575
4569.T,7483.T,ドウシシャ,0.571
4569.T,2613.T,Ｊ－オイルミルズ,0.542
4569.T,2908.T,フジッコ,0.542
4569.T,4521.T,科研製薬,0.536
4569.T,2209.T,井村屋グループ,0.528
4569.T,4985.T,アース製薬,0.523
4569.T,4502.T,武田薬品工業,0.521
4569.T,2264.T,森永乳業,0.515
4569.T,2220.T,亀田製菓,0.513
4569.T,7458.T,第一興商,0.512
4569.T,3028.T,アルペン,0.51
4569.T,1379.T,ホクト,0.509
4569.T,8129.T,東邦ホールディングス,0.509
4569.T,3167.T,ＴＯＫＡＩホールディングス,0.504
4569.T,9044.T,ＮＡＮＫＡＩ,0.497
4569.T,2602.T,日清オイリオグループ,0.495
4569.T,9347.T,日本管財ホールディングス,0.491
4569.T,2733.T,あらた,0.489
4624.T,3597.T,自重堂,0.326
4624.T,6546.T,フルテック,0.319
4624.T,5869.T,早稲田学習研究会,0.312
4624.T,2226.T,湖池屋,0.309
4624.T,2816.T,ダイショー,0.307
4624.T,3082.T,きちりホールディングス,0.306
4624.T,3377.T,バイク王＆カンパニー,0.304
4624.T,4102.T,丸尾カルシウム,0.304
4624.T,9639.T,三協フロンテア,0.301
4624.T,9835.T,ジュンテンドー,0.301
4624.T,5990.T,スーパーツール,0.3
4624.T,7962.T,キングジム,0.3
4624.T,3160.T,大光,0.298
4624.T,9950.T,ハチバン,0.294
4624.T,7857.T,セキ,0.293
4624.T,4197.T,アスマーク,0.293
4624.T,3059.T,ヒラキ,0.292
4624.T,3166.T,ＯＣＨＩホールディングス,0.29
4624.T,1766.T,東建コーポレーション,0.288
4624.T,3140.T,ＢＲＵＮＯ,0.288
4629.T,7375.T,リファインバースグループ,0.291
4629.T,4167.T,ココペリ,0.289
4629.T,7367.T,セルム,0.288
4629.T,6258.T,平田機工,0.285
4629.T,6771.T,池上通信機,0.264
4629.T,5618.T,ナイル,0.258
4629.T,5341.T,ＡＳＡＨＩ　ＥＩＴＯホールディングス,0.257
4629.T,2330.T,フォーサイド,0.238
4629.T,3955.T,イムラ,0.217
4629.T,6840.T,ＡＫＩＢＡホールディングス,0.212
4629.T,5923.T,高田機工,0.21
4629.T,5033.T,ヌーラボ,0.208
4629.T,4922.T,コーセーホールディングス,0.205
4629.T,1430.T,ファーストコーポレーション,0.204
4629.T,8152.T,ソマール,0.204
4629.T,6193.T,バーチャレクス・ホールディングス,0.203
4629.T,4735.T,京進,0.202
4629.T,6365.T,電業社機械製作所,0.2
4629.T,6579.T,ログリー,0.2
4629.T,2877.T,日東ベスト,0.199
4705.T,7514.T,ヒマラヤ,0.621
4705.T,2816.T,ダイショー,0.615
4705.T,2818.T,ピエトロ,0.602
4705.T,3065.T,ライフフーズ,0.601
4705.T,2683.T,魚喜,0.6
4705.T,7555.T,大田花き,0.591
4705.T,9849.T,共同紙販ホールディングス,0.587
4705.T,9950.T,ハチバン,0.587
4705.T,2798.T,ワイズテーブルコーポレーション,0.586
4705.T,7562.T,安楽亭,0.586
4705.T,2186.T,ソーバル,0.584
4705.T,4623.T,アサヒペン,0.58
4705.T,2169.T,ＣＤＳ,0.571
4705.T,2911.T,旭松食品,0.57
4705.T,3059.T,ヒラキ,0.57
4705.T,9656.T,グリーンランドリゾート,0.567
4705.T,9661.T,歌舞伎座,0.566
4705.T,2904.T,一正蒲鉾,0.563
4705.T,9846.T,天満屋ストア,0.559
4705.T,3800.T,ユニリタ,0.557
4839.T,4936.T,アクシージア,0.34
4839.T,7795.T,ＫＹＯＲＩＴＳＵ,0.302
4839.T,9658.T,ビジネスブレイン太田昭和,0.279
4839.T,350A.T,デジタルグリッド,0.268
4839.T,7378.T,アシロ,0.264
4839.T,3317.T,フライングガーデン,0.244
4839.T,9535.T,広島ガス,0.244
4839.T,6548.T,旅工房,0.239
4839.T,4826.T,ＣＩＪ,0.23
4839.T,1381.T,アクシーズ,0.227
4839.T,9504.T,中国電力,0.212
4839.T,4642.T,オリジナル設計,0.212
4839.T,7414.T,小野建,0.212
4839.T,9273.T,コーア商事ホールディングス,0.211
4839.T,7883.T,サンメッセ,0.209
4839.T,8098.T,稲畑産業,0.206
4839.T,1898.T,世紀東急工業,0.204
4839.T,7840.T,フランスベッドホールディングス,0.201
4839.T,6454.T,マックス,0.201
4839.T,9052.T,山陽電気鉄道,0.201
5187.T,8904.T,ＡＶＡＮＴＩＡ,0.398
5187.T,2798.T,ワイズテーブルコーポレーション,0.386
5187.T,9661.T,歌舞伎座,0.386
5187.T,3080.T,ジェーソン,0.373
5187.T,2789.T,カルラ,0.372
5187.T,7872.T,エステールホールディングス,0.372
5187.T,7427.T,エコートレーディング,0.369
5187.T,1383.T,ベルグアース,0.362
5187.T,2224.T,コモ,0.356
5187.T,3548.T,バロックジャパンリミテッド,0.352
5187.T,2186.T,ソーバル,0.351
5187.T,3059.T,ヒラキ,0.349
5187.T,3065.T,ライフフーズ,0.348
5187.T,9986.T,蔵王産業,0.348
5187.T,7514.T,ヒマラヤ,0.346
5187.T,7953.T,菊水化学工業,0.346
5187.T,2818.T,ピエトロ,0.346
5187.T,9849.T,共同紙販ホールディングス,0.346
5187.T,220A.T,Ｆａｂｅｒ　Ｃｏｍｐａｎｙ,0.343
5187.T,3524.T,日東製網,0.342
5280.T,6770.T,アルプスアルパイン,0.324
5280.T,5214.T,日本電気硝子,0.281
5280.T,7278.T,エクセディ,0.243
5280.T,1798.T,守谷商会,0.233
5280.T,1381.T,アクシーズ,0.229
5280.T,3836.T,アバントグループ,0.228
5280.T,5959.T,岡部,0.223
5280.T,6817.T,スミダコーポレーション,0.218
5280.T,4318.T,クイック,0.21
5280.T,9376.T,ユーラシア旅行社,0.197
5280.T,9158.T,シーユーシー,0.195
5280.T,9301.T,三菱倉庫,0.191
5280.T,7483.T,ドウシシャ,0.189
5280.T,8572.T,アコム,0.188
5280.T,3076.T,あい　ホールディングス,0.188
5280.T,6809.T,ＴＯＡ,0.187
5280.T,6276.T,シリウスビジョン,0.186
5280.T,4404.T,ミヨシ油脂,0.185
5280.T,2429.T,ワールドホールディングス,0.185
5280.T,211A.T,カドス・コーポレーション,0.183
5282.T,1982.T,日比谷総合設備,0.293
5282.T,6369.T,トーヨーカネツ,0.263
5282.T,1871.T,ピーエス・コンストラクション,0.261
5282.T,1980.T,ダイダン,0.257
5282.T,1975.T,朝日工業社,0.256
5282.T,6927.T,ヘリオス　テクノ　ホールディング,0.254
5282.T,1965.T,テクノ菱和,0.246
5282.T,1952.T,新日本空調,0.243
5282.T,6742.T,京三製作所,0.235
5282.T,6463.T,ＴＰＲ,0.234
5282.T,8844.T,コスモスイニシア,0.233
5282.T,1515.T,日鉄鉱業,0.232
5282.T,6627.T,テラプローブ,0.228
5282.T,5713.T,住友金属鉱山,0.228
5282.T,1942.T,関電工,0.228
5282.T,6721.T,ウインテスト,0.227
5282.T,8078.T,阪和興業,0.226
5282.T,1959.T,クラフティア,0.226
5282.T,5707.T,東邦亜鉛,0.226
5282.T,7722.T,国際計測器,0.224
5408.T,5445.T,東京鐵鋼,0.475
5408.T,5410.T,合同製鐵,0.392
5408.T,5440.T,共英製鋼,0.39
5408.T,5406.T,神戸製鋼所,0.378
5408.T,8078.T,阪和興業,0.35
5408.T,5401.T,日本製鉄,0.347
5408.T,1976.T,明星工業,0.329
5408.T,8593.T,三菱ＨＣキャピタル,0.323
5408.T,5480.T,日本冶金工業,0.322
5408.T,9882.T,イエローハット,0.311
5408.T,9896.T,ＪＫホールディングス,0.299
5408.T,6457.T,グローリー,0.293
5408.T,7990.T,グローブライド,0.284
5408.T,5449.T,大阪製鐵,0.283
5408.T,6405.T,鈴茂器工,0.283
5408.T,5632.T,三菱製鋼,0.281
5408.T,6371.T,椿本チエイン,0.272
5408.T,8881.T,日神グループホールディングス,0.269
5408.T,9936.T,王将フードサービス,0.265
5408.T,9305.T,ヤマタネ,0.264
5446.T,2816.T,ダイショー,0.434
5446.T,9639.T,三協フロンテア,0.432
5446.T,2904.T,一正蒲鉾,0.412
5446.T,9017.T,新潟交通,0.41
5446.T,9849.T,共同紙販ホールディングス,0.41
5446.T,9986.T,蔵王産業,0.41
5446.T,2169.T,ＣＤＳ,0.407
5446.T,2683.T,魚喜,0.407
5446.T,3065.T,ライフフーズ,0.404
5446.T,3597.T,自重堂,0.402
5446.T,8230.T,はせがわ,0.401
5446.T,9661.T,歌舞伎座,0.4
5446.T,2917.T,大森屋,0.399
5446.T,9846.T,天満屋ストア,0.398
5446.T,3276.T,ＪＰＭＣ,0.398
5446.T,9636.T,きんえい,0.396
5446.T,2818.T,ピエトロ,0.396
5446.T,2186.T,ソーバル,0.395
5446.T,3059.T,ヒラキ,0.393
5446.T,9656.T,グリーンランドリゾート,0.39
5541.T,5714.T,ＤＯＷＡホールディングス,0.524
5541.T,1515.T,日鉄鉱業,0.489
5541.T,5715.T,古河機械金属,0.473
5541.T,5713.T,住友金属鉱山,0.451
5541.T,5711.T,三菱マテリアル,0.447
5541.T,5857.T,ＡＲＥホールディングス,0.434
5541.T,7231.T,トピー工業,0.421
5541.T,1885.T,東亜建設工業,0.42
5541.T,5471.T,大同特殊鋼,0.412
5541.T,5482.T,愛知製鋼,0.408
5541.T,7456.T,松田産業,0.404
5541.T,5632.T,三菱製鋼,0.393
5541.T,5563.T,新日本電工,0.391
5541.T,7238.T,曙ブレーキ工業,0.378
5541.T,8061.T,西華産業,0.378
5541.T,6302.T,住友重機械工業,0.376
5541.T,7721.T,東京計器,0.373
5541.T,1417.T,ミライト・ワン,0.365
5541.T,1963.T,日揮ホールディングス,0.359
5541.T,3315.T,日本コークス工業,0.355
5603.T,2656.T,ベクターホールディングス,0.354
5603.T,2668.T,タビオ,0.295
5603.T,254A.T,ＡＩフュージョンキャピタルグループ,0.271
5603.T,9279.T,ギフトホールディングス,0.263
5603.T,8076.T,カノークス,0.236
5603.T,4625.T,アトミクス,0.233
5603.T,5933.T,アルインコ,0.233
5603.T,4650.T,ＳＤエンターテイメント,0.232
5603.T,7902.T,ソノコム,0.232
5603.T,6955.T,ＦＤＫ,0.23
5603.T,8928.T,穴吹興産,0.229
5603.T,3524.T,日東製網,0.225
5603.T,7638.T,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,0.223
5603.T,9101.T,日本郵船,0.22
5603.T,9853.T,銀座ルノアール,0.219
5603.T,6658.T,シライ電子工業,0.219
5603.T,2136.T,ヒップ,0.216
5603.T,8278.T,フジ,0.216
5603.T,3434.T,アルファＣｏ,0.215
5603.T,9351.T,東洋埠頭,0.215
5658.T,9158.T,シーユーシー,0.253
5658.T,7297.T,カーメイト,0.233
5658.T,335A.T,ミライロ,0.219
5658.T,6382.T,トリニティ工業,0.218
5658.T,7971.T,東リ,0.191
5658.T,2139.T,中広,0.191
5658.T,4069.T,ＢｌｕｅＭｅｍｅ,0.186
5658.T,6797.T,名古屋電機工業,0.182
5658.T,7299.T,フジオーゼックス,0.181
5658.T,3549.T,クスリのアオキホールディングス,0.181
5658.T,7463.T,アドヴァングループ,0.178
5658.T,5753.T,日本伸銅,0.177
5658.T,7603.T,ジーイエット,0.177
5658.T,6564.T,ミダックホールディングス,0.174
5658.T,1433.T,ベステラ,0.172
5658.T,6772.T,東京コスモス電機,0.171
5658.T,6419.T,マースグループホールディングス,0.17
5658.T,2331.T,ＡＬＳＯＫ,0.169
5658.T,7062.T,フレアス,0.166
5658.T,3896.T,阿波製紙,0.165
5697.T,4728.T,トーセ,0.331
5697.T,4754.T,トスネット,0.289
5697.T,6612.T,バルミューダ,0.282
5697.T,4925.T,ハーバー研究所,0.275
5697.T,7749.T,メディキット,0.274
5697.T,5184.T,ニチリン,0.271
5697.T,2340.T,極楽湯ホールディングス,0.27
5697.T,2139.T,中広,0.266
5697.T,7807.T,幸和製作所,0.265
5697.T,3190.T,ホットマン,0.265
5697.T,2114.T,フジ日本,0.261
5697.T,5025.T,マーキュリー,0.26
5697.T,3537.T,昭栄薬品,0.259
5697.T,7643.T,ダイイチ,0.258
5697.T,3969.T,エイトレッド,0.254
5697.T,7621.T,うかい,0.254
5697.T,2883.T,大冷,0.253
5697.T,3075.T,銚子丸,0.253
5697.T,3172.T,ティーライフ,0.252
5697.T,7682.T,浜木綿,0.252
5753.T,9980.T,ＭＲＫホールディングス,0.355
5753.T,4308.T,Ｊストリーム,0.32
5753.T,6776.T,天昇電気工業,0.278
5753.T,6772.T,東京コスモス電機,0.274
5753.T,1788.T,三東工業社,0.254
5753.T,4476.T,ＡＩ　ＣＲＯＳＳ,0.247
5753.T,2330.T,フォーサイド,0.233
5753.T,429A.T,テクセンドフォトマスク,0.233
5753.T,1981.T,協和日成,0.229
5753.T,4932.T,アルマード,0.229
5753.T,3634.T,ソケッツ,0.228
5753.T,7551.T,ウェッズ,0.224
5753.T,4069.T,ＢｌｕｅＭｅｍｅ,0.219
5753.T,5915.T,駒井ハルテック,0.218
5753.T,2980.T,ＳＲＥホールディングス,0.216
5753.T,6786.T,ＲＶＨ,0.215
5753.T,9709.T,ＮＣＳ＆Ａ,0.214
5753.T,195A.T,ＭＵＳＣＡＴ　ＧＲＯＵＰ,0.212
5753.T,7096.T,ステムセル研究所,0.211
5753.T,4495.T,アイキューブドシステムズ,0.208
5819.T,7110.T,クラシコム,0.339
5819.T,8013.T,ナイガイ,0.257
5819.T,3223.T,エスエルディー,0.243
5819.T,3922.T,ＰＲ　ＴＩＭＥＳ,0.229
5819.T,6037.T,楽待,0.228
5819.T,9534.T,北海道瓦斯,0.226
5819.T,6055.T,ジャパンマテリアル,0.226
5819.T,6488.T,ヨシタケ,0.225
5819.T,4093.T,東邦アセチレン,0.219
5819.T,8928.T,穴吹興産,0.218
5819.T,2970.T,ＧＬＣ　ＧＲＯＵＰ,0.214
5819.T,2750.T,石光商事,0.214
5819.T,3842.T,ネクストジェン,0.213
5819.T,6054.T,リブセンス,0.207
5819.T,6091.T,ウエスコホールディングス,0.206
5819.T,6832.T,アオイ電子,0.202
5819.T,6455.T,モリタホールディングス,0.195
5819.T,9034.T,南総通運,0.193
5819.T,6540.T,船場,0.193
5819.T,9763.T,丸建リース,0.189
5900.T,3065.T,ライフフーズ,0.616
5900.T,2683.T,魚喜,0.609
5900.T,2798.T,ワイズテーブルコーポレーション,0.605
5900.T,2816.T,ダイショー,0.604
5900.T,2818.T,ピエトロ,0.587
5900.T,2904.T,一正蒲鉾,0.576
5900.T,3059.T,ヒラキ,0.575
5900.T,9849.T,共同紙販ホールディングス,0.575
5900.T,7514.T,ヒマラヤ,0.571
5900.T,9986.T,蔵王産業,0.57
5900.T,3800.T,ユニリタ,0.568
5900.T,7636.T,ハンズマン,0.568
5900.T,2186.T,ソーバル,0.567
5900.T,9661.T,歌舞伎座,0.559
5900.T,9656.T,グリーンランドリゾート,0.556
5900.T,2169.T,ＣＤＳ,0.551
5900.T,2883.T,大冷,0.551
5900.T,9846.T,天満屋ストア,0.55
5900.T,2877.T,日東ベスト,0.548
5900.T,3068.T,ＷＤＩ,0.545
5909.T,9979.T,大庄,0.433
5909.T,4951.T,エステー,0.429
5909.T,9052.T,山陽電気鉄道,0.419
5909.T,9832.T,オートバックスセブン,0.411
5909.T,2908.T,フジッコ,0.401
5909.T,2305.T,スタジオアリス,0.4
5909.T,1375.T,ユキグニファクトリー,0.392
5909.T,2461.T,ファンコミュニケーションズ,0.381
5909.T,2819.T,エバラ食品工業,0.38
5909.T,8999.T,グランディハウス,0.374
5909.T,2117.T,ウェルネオシュガー,0.373
5909.T,7596.T,魚力,0.37
5909.T,2922.T,なとり,0.36
5909.T,2698.T,キャンドゥ,0.352
5909.T,7198.T,ＳＢＩアルヒ,0.347
5909.T,8130.T,サンゲツ,0.347
5909.T,7482.T,シモジマ,0.345
5909.T,3109.T,シキボウ,0.345
5909.T,2003.T,日東富士製粉,0.343
5909.T,1780.T,ヤマウラ,0.342
5918.T,3800.T,ユニリタ,0.44
5918.T,2340.T,極楽湯ホールディングス,0.435
5918.T,2816.T,ダイショー,0.433
5918.T,2883.T,大冷,0.426
5918.T,2911.T,旭松食品,0.416
5918.T,7555.T,大田花き,0.416
5918.T,2904.T,一正蒲鉾,0.415
5918.T,2186.T,ソーバル,0.403
5918.T,9846.T,天満屋ストア,0.401
5918.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.391
5918.T,3065.T,ライフフーズ,0.39
5918.T,2683.T,魚喜,0.388
5918.T,4623.T,アサヒペン,0.386
5918.T,7196.T,Ｃａｓａ,0.385
5918.T,3172.T,ティーライフ,0.385
5918.T,9661.T,歌舞伎座,0.383
5918.T,2818.T,ピエトロ,0.383
5918.T,9017.T,新潟交通,0.382
5918.T,2789.T,カルラ,0.381
5918.T,7636.T,ハンズマン,0.378
5921.T,2816.T,ダイショー,0.553
5921.T,2904.T,一正蒲鉾,0.55
5921.T,3065.T,ライフフーズ,0.549
5921.T,3059.T,ヒラキ,0.548
5921.T,9656.T,グリーンランドリゾート,0.535
