コード,純利益,純資産
3222,-3185000000.0,200669000000.0
7247,1995000000.0,37927000000.0
7271,742000000.0,11387000000.0
6092,,9141323000.0
3045,338186000.0,5755510000.0
2904,746874000.0,14828102000.0
7375,,130208000.0
5391,-120000000.0,18653000000.0
9211,1450235000.0,7543336000.0
9049,1736000000.0,12428000000.0
2179,461479000.0,3859049000.0
9701,889486000.0,10957491000.0
7698,481663000.0,3839398000.0
3175,-36858000.0,-51512000.0
3174,-808614000.0,198927000.0
2300,,2141042000.0
5283,,14014000000.0
6166,-32793000.0,819763000.0
5380,,3234852000.0
2588,,25057000000.0
1447,-129176000.0,2648855000.0
5870,238333000.0,3428624000.0
9171,2013672000.0,29992409000.0
9220,406359000.0,3641577000.0
9635,64961000.0,3615295000.0
9557,23541000.0,554439000.0
5998,-628784000.0,8093443000.0
4657,7902000.0,2339206000.0
1380,28185000.0,2181891000.0
7901,-653358000.0,825168000.0
4409,1543000000.0,20989000000.0
4241,40176000.0,1714458000.0
8244,3709000000.0,45823000000.0
4760,127678000.0,1523098000.0
7646,1345000000.0,15319000000.0
7063,,-1446954000.0
3392,542013000.0,9030505000.0
2686,-3257000000.0,-2361000000.0
9362,435000000.0,4852000000.0
9731,2133000000.0,12761000000.0
9351,1124000000.0,27348000000.0
8912,112461000.0,1388794000.0
4679,-62325000.0,416658000.0
7127,-172203000.0,887273000.0
4650,93821000.0,1584856000.0
7320,,3005263000.0
9206,1923000000.0,4293000000.0
7502,275856000.0,2220200000.0
4707,207981000.0,3532523000.0
9978,-154884000.0,1156076000.0
9250,-527903000.0,-95938000.0
4040,1015000000.0,8398000000.0
9369,2648000000.0,45290000000.0
3063,,1910880000.0
7426,-1436955000.0,2156722000.0
9761,1069610000.0,16915701000.0
6562,1954240000.0,7887322000.0
1711,-151714000.0,607853000.0
6233,172739000.0,3066308000.0
3479,3789000000.0,41451000000.0
5532,559220000.0,3351606000.0
3286,,622546000.0
7494,478000000.0,16633000000.0
9823,5246000000.0,42371000000.0
6181,-848709000.0,-694880000.0
2789,,1976784000.0
8025,-380071000.0,14054778000.0
3160,523226000.0,6376533000.0
7601,376335000.0,780833000.0
4381,-298069000.0,284504000.0
5248,266883000.0,1532888000.0
3557,,342454000.0
9878,,233404000.0
6189,72000000.0,7713000000.0
2162,630626000.0,5269106000.0
3010,,28329421000.0
7918,-19000000.0,1157000000.0
9679,497924000.0,9865029000.0
3238,497346000.0,10256539000.0
7512,3732000000.0,74356000000.0
9361,,11053067000.0
7369,168261000.0,2187588000.0
2666,268748000.0,4139399000.0
7791,415092000.0,4508135000.0
7625,307898000.0,5632611000.0
9311,1174041000.0,21183135000.0
9313,311047000.0,12812621000.0
9778,,3570580000.0
9380,578024000.0,17456878000.0
3192,123104000.0,2205455000.0
4691,2015575000.0,9446883000.0
7083,1018000.0,1179320000.0
3021,529682000.0,3378242000.0
3103,,15567000000.0
9366,468695000.0,11681854000.0
9704,1274188000.0,5674881000.0
2778,21403000.0,1579664000.0
8107,-46439000.0,1132599000.0
9326,-848221000.0,2091562000.0
9251,893000000.0,8997000000.0
7686,536000000.0,4228000000.0
4615,-59000000.0,13600000000.0
4245,461000000.0,9637000000.0
7743,1092466000.0,18062787000.0
8181,,6692529000.0
4720,-420786000.0,1436138000.0
9399,-659000000.0,1245000000.0
9846,,26300184000.0
3326,43408000.0,219864000.0
7065,336209000.0,9147764000.0
9166,3826000000.0,65231000000.0
7814,6530000000.0,20741000000.0
2653,5971000000.0,60431000000.0
7037,110000000.0,1804000000.0
4235,668000000.0,17606000000.0
2927,1448545000.0,15076458000.0
6217,-262000000.0,2844000000.0
4100,-3563000000.0,11127000000.0
9051,506407000.0,5905048000.0
9903,518415000.0,6163728000.0
7215,328000000.0,18763000000.0
7111,42000000.0,4926000000.0
6625,,19043767000.0
9173,368050000.0,5276250000.0
4436,,308649000.0
3293,765328000.0,17070206000.0
2138,-530396000.0,9201879000.0
8289,-67000000.0,25153000000.0
5204,3088000000.0,33910000000.0
9063,957479000.0,23372319000.0
3370,96811000.0,238514000.0
6557,421875000.0,2817836000.0
4651,,10170000000.0
3137,-183577000.0,221996000.0
6218,,10377000000.0
5940,2225000000.0,23369000000.0
7091,365591000.0,2052299000.0
9223,,2979071000.0
3069,638153000.0,7131882000.0
3121,-85849000.0,4652724000.0
7808,1157929000.0,11289272000.0
8143,-129269000.0,844322000.0
4712,857390000.0,22603195000.0
3544,767000000.0,9795000000.0
9993,-2617000000.0,25967000000.0
7129,299868000.0,3794545000.0
9723,771543000.0,2660305000.0
4645,,2148658000.0
2445,1230000000.0,22403000000.0
3123,859552000.0,17739066000.0
2485,891000000.0,8602000000.0
9656,487127000.0,10543535000.0
7578,-271014000.0,4585651000.0
3524,534763000.0,7293099000.0
9158,3131000000.0,29678000000.0
6982,-104999000.0,2600029000.0
3607,312330000.0,3967702000.0
3536,221311000.0,2198145000.0
7561,,24654000000.0
4678,298101000.0,4536898000.0
9204,,27119000000.0
6074,192605000.0,3011136000.0
2424,275052000.0,3788450000.0
2984,682538000.0,13579305000.0
3011,250019000.0,2637566000.0
9268,,23832000000.0
5010,697000000.0,6376000000.0
3856,9530000000.0,24103000000.0
5271,363402000.0,4197667000.0
3204,656000000.0,13974000000.0
2687,,4379176000.0
7062,-244549000.0,1548394000.0
3422,-3282000000.0,17942000000.0
7604,-383550000.0,1830939000.0
8835,382000000.0,15660000000.0
7362,81970000.0,1414813000.0
9446,987090000.0,4595119000.0
5994,-206537000.0,14097263000.0
2747,142453000.0,5715610000.0
6444,274000000.0,26711000000.0
7061,278014000.0,3677874000.0
2796,-367000000.0,6867000000.0
9082,132000000.0,9214000000.0
7640,-731179000.0,737141000.0
7212,-6925000000.0,51512000000.0
2291,-640000000.0,1846000000.0
9033,1379000000.0,41718000000.0
4350,1262000000.0,16259000000.0
9355,526841000.0,17981803000.0
2373,384174000.0,4422509000.0
7515,13796000.0,2996854000.0
2418,4768000000.0,37212000000.0
7040,835463000.0,6602865000.0
7831,-948000000.0,1416000000.0
9835,,12925330000.0
9514,,18233000000.0
6425,-231425000000.0,129687000000.0
3896,35867000.0,5377802000.0
8894,-17232188000.0,1171321000.0
4920,,3804066000.0
6186,-96945000.0,4376741000.0
7256,,10178000000.0
6173,-346761000.0,-438216000.0
9060,461235000.0,15537910000.0
6699,411000000.0,11391000000.0
9160,1256581000.0,10109050000.0
3202,54952000.0,4924006000.0
3248,280133000.0,4727766000.0
7898,1777000000.0,44705000000.0
9012,,5003559000.0
7372,145543000.0,4982248000.0
9115,,47756014000.0
9130,5111725000.0,25059934000.0
9017,1086996000.0,19030462000.0
3494,459537000.0,4768355000.0
4735,93057000.0,3899553000.0
2993,2067597000.0,11932773000.0
9812,-7585000.0,461520000.0
8260,999000000.0,11920000000.0
2435,444000000.0,1485000000.0
8254,110255000.0,791990000.0
7815,293126000.0,1545083000.0
3111,300000000.0,1920000000.0
8247,,5329755000.0
9444,-84527000.0,2388788000.0
