コード,前日終値,配当,配当利回り(%),forwardEPS,予想PER,目標株価
7043,917.0,11.0,1.17,88.6,10.575621,
4445,1511.0,0.0,0.0,,,
4272,2137.5,66.0,3.09,100.95,21.12432,
6371,2682.0,80.0,2.96,196.98,13.717129,2100.0
6145,2956.0,82.0,2.77,110.12,26.888847,2100.0
9934,2744.5,85.0,3.06,,,
9467,1083.0,27.0,2.42,185.8,6.001076,
5834,2251.0,115.0,5.0,,,
2436,1065.0,16.0,1.52,,,
2003,1717.0,70.0,4.08,,,
4662,1567.0,68.0,4.35,78.3,19.961685,
4685,2840.0,100.0,3.38,,,
6090,665.0,18.0,2.76,33.9,19.262535,
2311,804.0,40.0,5.06,44.9,17.616926,
9702,2315.0,70.0,3.04,,,
5821,3685.0,56.0,1.48,149.5,25.317726,
1813,2661.0,200.0,7.3,210.2,13.02569,
2910,1259.0,30.0,2.42,47.1,26.326965,1400.0
4926,1201.0,20.0,1.63,,,
4335,1269.0,38.0,3.05,,,
9213,1000.0,12.0,1.15,,,
4414,1082.0,0.0,0.0,137.6,7.9869184,
1736,2332.0,98.0,4.21,,,
4169,212.0,0.0,0.0,29.6,7.2297297,
7058,3015.0,120.0,3.99,340.7,8.820076,
4263,690.0,0.0,0.0,16.5,41.81818,
4008,1319.0,48.0,3.6,,,
2676,2004.0,76.0,3.74,,,
2207,3025.0,80.0,2.67,,,
1766,12880.0,360.0,2.81,833.1,15.352299,
4671,2555.0,128.0,4.99,176.1,14.565587,
6029,202.0,0.0,0.0,48.1,4.3451147,
6289,1796.0,54.0,3.0,98.94,18.223166,1900.0
7609,3535.0,110.0,3.08,396.2,9.0106,
3988,553.0,8.0,1.47,,,
7917,1289.0,36.0,2.84,379.21,3.3411567,1800.0
5589,2823.0,67.0,2.38,,,
2120,193.0,5.21,2.69,9.4,20.638298,
3907,1797.0,10.0,72.0,,,
3076,2816.0,140.0,4.98,349.5,8.040057,
7980,853.0,15.0,1.8,,,
4361,1450.0,60.0,4.13,,,
2602,1729.0,60.0,3.42,526.01,3.332636,2160.0
6294,1969.0,76.0,3.87,319.85,6.134125,
3835,392.0,27.4,7.03,28.4,13.732394,
4068,1755.0,0.0,0.0,,,
5729,1629.0,85.0,5.28,475.2,3.388047,
9543,1258.0,44.0,3.58,79.95,15.372108,1600.0
4476,1001.0,0.0,0.0,,,
6644,1664.0,40.0,2.42,75.3,21.95219,2500.0
7970,2253.0,64.0,2.82,132.4,17.152569,
2983,1419.0,45.0,3.11,,,
7687,405.0,9.2,2.24,59.1,6.9373946,
7211,403.79998779296875,10.0,2.69,91.26,4.0707865,390.9091
5121,2469.0,86.0,3.48,,,
2359,2054.0,60.0,2.97,,,
9244,1025.0,0.0,0.0,64.8,16.18827,
2437,414.0,0.0,0.0,,,
6448,3690.0,100.0,2.66,236.91,15.841458,3580.0
2930,126.0,3.5,2.8,8.7,14.367816,
3974,565.0,14.0,2.5,,,
7148,1514.0,92.7,5.92,321.0,4.8753896,
1719,1768.5,84.0,4.66,96.2,18.726612,1865.0
4212,2151.0,72.0,3.38,,,
7438,1431.0,58.0,4.04,105.0,13.685715,
2488,1408.0,50.0,3.57,,,
4832,1905.0,70.0,3.69,,,
4464,3670.0,68.0,1.87,,,
2767,1360.0,70.0,5.06,268.5,5.150838,2070.0
4041,3600.0,160.0,4.39,254.11,14.344182,3650.0
7727,797.0,28.0,3.58,,,
4814,164.0,0.0,0.0,,,
7988,4361.0,84.0,1.86,345.53,13.081353,5435.7144
3361,862.0,23.0,2.7,,,
9558,1988.0,102.0,5.14,216.2,9.185939,
9982,2902.0,50.0,1.71,,,
4346,725.0,20.0,2.7,,,
6408,4470.0,200.0,4.47,,,
2391,1202.0,44.0,3.66,,,
7343,1159.0,70.0,5.99,128.8,9.076087,
6659,81.0,0.0,0.0,,,
5025,660.0,0.0,0.0,,,
6328,2385.0,75.0,3.16,292.6,8.1203,
8005,1627.0,97.0,5.88,,,
7513,1355.0,24.0,1.73,,,
2790,2106.0,58.0,2.76,,,
2982,426.0,20.0,4.73,,,
8022,3285.0,66.0,2.01,638.24,5.1391325,4235.0
4462,2634.0,48.0,1.79,141.0,18.985815,
6554,991.0,50.0,5.03,,,
4746,4250.0,173.0,4.01,,,
9219,917.0,53.5,5.88,29.9,30.434784,
3608,1181.0,70.0,5.95,68.9,17.082727,1600.0
9214,1300.0,0.0,0.0,,,
7555,809.0,24.0,3.0,,,
3970,803.0,40.0,4.99,22.9,34.978165,
3440,939.0,42.0,4.47,,,
7744,2056.0,75.0,3.53,319.5,6.654147,3110.0
6073,1334.0,62.0,4.68,86.5,15.317919,
7575,1308.0,56.0,4.22,121.88,10.887758,1546.6666
5208,2243.0,98.0,4.25,87.4,26.407322,
6670,2187.0,86.0,3.79,142.5,15.298245,
7971,608.0,34.0,5.5,,,
5015,1019.0,50.0,4.9,,,
7358,1365.0,47.0,3.46,108.0,12.592592,
9663,4930.0,60.0,1.22,,,
4380,1141.0,13.0,1.13,,,
3548,722.0,38.0,5.23,,,
1952,3395.0,120.0,3.51,,,
4221,4850.0,220.0,4.49,405.2,12.092793,
4574,256.0,3.5,1.37,4.6,55.652176,
6823,3595.0,90.0,2.55,268.1,13.166729,
9332,572.0,25.0,4.33,87.7,6.59065,
6356,1700.0,10.0,60.0,,,
2540,4025.0,45.0,1.11,,,
2594,1936.0,12.0,62.0,,,
8841,1031.0,10.0,96.0,12.85,80.778206,1340.0
3002,3690.0,147.0,3.95,460.8,8.083768,4100.0
6094,652.0,0.0,0.0,44.6,14.820628,
1945,2432.0,78.0,3.18,64.3,38.102642,
2810,3352.0,100.0,2.93,157.46,21.700748,3450.0
3947,2027.0,80.0,3.94,,,
9468,3163.0,60.0,1.88,129.97,24.544125,3151.4285
6193,961.0,15.0,1.55,,,
4496,702.0,22.0,3.17,75.9,9.156785,
6798,3530.0,100.0,2.81,,,
4686,3970.0,30.0,73.0,,,
7707,257.0,0.0,0.0,25.3,9.683795,
3280,939.0,34.0,3.56,,,
9791,1190.0,36.0,2.99,,,
3917,440.0,0.0,0.0,16.4,27.012196,
4743,1646.0,80.0,4.81,108.6,15.322284,
4763,1280.0,50.0,3.93,150.35,8.460259,2520.0
5195,2208.0,100.0,4.46,193.5,11.586563,2270.0
7066,437.0,13.5,3.1,,,
9742,2071.0,50.0,2.38,,,
6731,146.0,0.0,0.0,,,
2978,380.0,0.0,0.0,,,
4617,3300.0,100.0,2.98,177.5,18.929577,4350.0
4439,760.0,14.0,1.84,161.1,4.711359,
9632,3710.0,80.0,2.18,,,
6925,4100.0,70.0,1.68,108.58,38.275925,3100.0
4507,2998.0,76.0,2.53,191.2,15.690377,3475.0
7060,530.0,34.0,6.17,26.2,21.030533,
3779,147.0,0.0,0.0,,,
7875,770.0,23.5,3.08,,,
4674,1528.0,70.0,4.59,191.2,7.9811716,
5139,910.0,9.0,98.0,,,
4974,1142.0,17.0,1.48,35.48,32.18715,
6413,989.0,50.0,5.04,145.3,6.827254,
1776,1995.0,80.0,4.01,,,
4216,6580.0,130.0,1.95,556.9,11.9770155,
6960,11660.0,160.0,1.37,634.9,18.380846,9050.0
3179,1059.0,40.0,3.77,140.63,7.5446205,
5901,3859.0,186.0,4.78,-104.5,-37.22488,
6357,2769.0,95.0,3.46,,,
3667,33.0,0.0,0.0,,,
4486,702.0,16.0,2.28,90.3,7.763012,
2148,1160.0,50.0,4.28,82.5,14.157576,
7093,497.0,0.0,0.0,,,
2286,878.0,45.0,5.15,,,
8908,864.0,38.0,4.44,86.1,9.930314,
9340,658.0,26.0,3.92,110.6,6.003617,
6563,515.0,0.0,0.0,54.1,9.667283,
6403,4020.0,55.0,1.37,,,
4020,688.0,0.0,0.0,,,
8074,5740.0,234.0,4.13,,,
2708,1837.0,45.0,2.45,,,
4290,630.0,28.0,4.47,47.77,13.125392,830.0
6460,2252.5,55.0,2.38,247.23,9.345549,3109.1667
3151,1586.0,70.0,4.27,,,
5987,1996.0,20.0,1.02,,,
9101,5314.0,200.0,3.76,512.34,10.370067,5735.909
5949,1294.0,70.0,5.4,165.68,7.8283443,1200.0
7893,1070.0,44.0,4.17,,,
4845,340.0,17.0,5.04,59.0,5.7118645,
3672,30.0,0.0,0.0,,,
6904,450.0,20.0,4.45,80.5,5.5776396,
5570,679.0,7.0,1.04,,,
5582,1914.0,0.0,0.0,84.7,23.789848,
6093,156.0,6.0,3.92,10.5,14.571428,
4973,5800.0,230.0,3.99,290.1,19.889692,
1963,2660.0,52.0,1.91,121.8,22.401478,2580.0
4428,630.0,17.0,2.7,,,
6135,13150.0,360.0,2.72,549.05,24.11438,17800.0
7822,246.0,10.0,4.1,,,
7637,3675.0,128.0,3.32,194.0,19.871134,
9381,2192.0,110.0,5.06,,,
3153,2766.0,100.0,3.52,,,
5922,18100.0,450.0,2.49,,,
4074,754.0,0.0,0.0,125.46,6.009884,
9346,1669.0,61.0,3.64,,,
5471,1961.0,52.0,2.5,147.07,14.129326,1610.0
4450,1920.0,26.0,1.35,,,
2307,929.0,39.0,4.23,,,
1726,526.0,16.0,3.04,38.0,13.842105,
1885,2322.0,77.0,3.28,133.7,17.531788,2100.0
7522,929.0,10.0,1.08,24.3,38.1893,
3004,2147.0,110.0,5.11,,,
7715,2982.0,60.0,1.83,350.7,9.36698,
5331,3780.0,100.0,2.54,477.75,8.236526,3200.0
6266,3750.0,34.0,92.0,286.8,12.883543,4000.0
4175,2202.0,0.0,0.0,,,
9353,2529.0,54.0,2.14,,,
4045,1745.0,70.0,3.98,118.0,14.906779,1850.0
1871,2155.0,101.0,4.61,87.6,24.988585,
2266,1085.0,20.0,1.83,,,
7745,2789.0,60.0,2.14,261.23,10.722351,3233.3333
7740,1040.0,37.0,3.51,330.22,3.1918116,1266.6666
2429,2404.0,136.0,5.62,357.7,6.7598543,
6486,2812.0,140.0,4.94,200.0,14.16,
3106,10230.0,66.0,64.0,,,
6298,1246.0,46.0,3.66,178.5,7.0364146,
6080,3420.0,68.34,1.99,208.61,16.4901,5000.0
5247,603.0,0.0,0.0,,,
6436,3568.0,250.0,6.99,251.65,14.202266,4725.0
6087,3395.0,102.0,3.0,168.4,20.219715,
7731,1897.5,20.0,1.08,105.89,17.41902,1636.0
7138,151.0,0.0,0.0,,,
6044,1601.0,60.0,3.73,91.5,17.595629,
2926,101.0,0.0,0.0,,,
4370,308.0,0.0,0.0,-8.5,-36.705883,
6835,289.0,10.0,3.53,,,
6837,324.0,9.0,2.73,45.4,7.268722,
4477,269.0,10.0,3.7,8.25,32.727272,320.0
5134,473.0,0.0,0.0,,,
3686,88.0,0.0,0.0,14.7,6.122449,
1718,6950.0,300.0,4.34,,,
6046,125.0,0.0,0.0,,,
1414,1277.5,45.5,3.57,311.07,4.0939336,1416.0
3865,893.0,26.0,2.84,99.9,9.149149,820.0
2892,4030.0,150.0,3.72,,,
2689,2043.0,80.0,3.92,,,
3920,991.0,22.0,2.21,,,
9405,831.0,24.0,2.9,40.8,20.318628,
3173,959.0,40.0,4.16,,,
3836,1123.0,32.0,2.88,110.5,10.054298,
7912,2726.0,41.0,1.48,196.28,14.11504,3090.0
3560,4130.0,90.0,2.17,,,
1418,527.0,30.0,5.69,,,
5071,1420.0,59.0,4.2,67.3,20.87667,
6176,934.0,30.0,3.21,53.9,17.365492,
7078,381.0,0.0,0.0,4.5,84.888885,
3452,1390.0,80.0,5.65,,,
6258,2895.0,75.0,2.61,609.77,4.718172,3470.0
3925,1179.0,70.0,5.83,121.5,9.876543,
9551,3250.0,80.0,2.25,157.48,22.574295,3400.0
4420,719.0,5.5,78.0,,,
4046,1848.0,28.0,1.49,107.71,17.454275,2385.0
3844,1322.0,52.0,3.9,117.4,11.362862,1920.0
9765,1156.0,44.0,3.83,,,
5288,1588.0,70.0,4.38,110.3,14.505893,
4576,78.0,0.0,0.0,,,
6113,2931.5,64.0,2.12,128.21,23.508305,2615.7144
3036,2510.0,90.0,3.62,,,
3294,4825.0,92.0,1.91,214.8,22.462755,
2173,709.0,27.0,3.81,,,
2811,2556.5,58.0,2.25,223.28,11.537084,2750.0
2764,142.0,2.44,1.72,,,
5867,1230.0,50.0,4.2,,,
4917,3085.0,40.0,1.3,27.73,111.25135,2270.0
3475,1366.0,46.0,3.34,147.9,9.303584,
9610,129.0,0.0,0.0,,,
4641,2365.0,72.0,3.04,178.6,13.24188,
9790,3090.0,77.0,2.48,195.9,15.824401,3500.0
9832,1482.0,60.0,4.03,105.2,14.134981,
4366,595.0,9.0,1.67,,,
6331,3645.0,120.0,3.34,367.6,9.76605,4000.0
3798,492.0,8.2,1.58,253.5,2.0473373,720.0
4733,6084.0,130.0,2.13,241.33,25.347034,8770.0
4318,737.0,38.0,5.06,169.6,4.428066,
7456,6380.0,110.0,1.71,351.1,18.370834,
3634,545.0,6.0,1.05,,,
7779,282.0,0.0,0.0,1.5,185.33333,300.0
6952,1745.5,45.0,2.51,52.79,33.898464,1593.75
3169,660.0,8.0,1.21,,,
5851,2727.0,104.0,3.79,293.5,9.35264,
5644,7650.0,150.0,1.96,,,
1939,1959.0,84.0,4.3,,,
9869,5830.0,160.0,2.74,197.95,29.552917,
6347,277.0,6.0,2.21,,,
7552,2692.0,95.0,3.42,343.45,8.079779,
6035,704.0,30.0,4.21,133.84,5.319785,
8117,2081.0,66.0,3.15,487.0,4.2956877,
7476,2090.0,66.0,3.13,127.15,16.602438,3350.0
5599,922.0,17.0,1.91,,,
7994,2324.0,105.0,4.54,223.62,10.338968,2912.5
2294,2481.0,85.0,3.37,,,
6273,67880.0,1000.0,1.45,3283.12,21.050098,78400.0
3542,1404.0,35.0,2.53,62.7,22.073364,
1833,5600.0,300.0,5.35,,,
7490,2205.0,22.0,1.0,,,
7809,1326.0,45.0,3.37,184.0,7.2608695,2010.0
7987,566.0,22.0,3.91,75.2,7.4867024,
8130,2906.0,155.0,5.35,274.4,10.561225,3400.0
8061,3275.0,93.0,2.88,,,
9640,2000.0,90.0,4.37,,,
6180,3585.0,210.0,5.91,,,
2760,4030.0,138.0,3.42,342.1,11.794797,
6237,3350.0,94.0,2.79,226.4,14.907245,
7269,1918.5,52.0,2.63,176.25,11.197164,2604.7058
5133,311.0,10.8,3.54,,,
1434,2049.0,48.0,2.37,47.6,42.5,
5033,693.0,0.0,0.0,,,
2206,5450.0,95.0,1.75,167.4,32.50896,4100.0
4972,3440.0,150.0,4.35,603.7,5.7064767,
4665,4016.0,140.0,3.49,206.31,19.461006,4500.0
4204,2289.0,82.0,3.58,193.27,11.853883,2706.0
2327,3492.0,87.0,2.5,156.49,22.269793,3562.0
1721,5400.0,135.0,2.49,252.87,21.46953,4870.0
6284,9200.0,480.0,5.13,410.8,22.784811,9490.0
7734,3730.0,60.0,1.64,234.65,15.555082,4500.0
9236,1204.0,0.0,0.0,,,
1926,4030.0,212.0,5.22,210.72,19.291002,4002.5
2001,2661.0,68.0,2.55,230.9,11.528801,
6961,12530.0,90.0,75.0,642.67,18.781023,
4344,121.0,0.0,0.0,5.55,21.62162,
7610,131.0,4.0,3.03,,,
7821,1800.0,28.0,1.53,128.68,14.244638,2800.0
6744,4810.0,116.0,2.35,166.13,29.675554,5300.0
5942,584.0,28.0,4.91,,,
5955,86.0,1.0,1.16,,,
5930,1867.0,74.0,3.94,75.7,24.782036,
2922,1895.0,30.0,1.59,122.2,15.458265,
5250,1160.0,44.0,3.67,,,
2002,1955.5,65.0,3.31,127.45,15.417811,2170.0
9087,2150.0,35.0,1.63,,,
3984,1672.0,28.0,1.63,100.2,17.165668,
1444,2823.0,0.0,0.0,,,
6814,5970.0,160.0,2.67,225.5,26.607538,11600.0
6516,6760.0,180.0,2.65,612.09,11.09314,7300.0
7131,3695.0,96.0,2.54,,,
9319,1758.0,42.0,2.39,,,
3657,294.0,16.0,5.32,17.0,17.705883,480.0
5975,2705.0,100.0,3.62,364.15,7.5902786,2050.0
1401,1290.0,15.0,1.16,,,
4433,852.0,37.5,4.4,100.9,8.444004,
9684,2565.5,43.0,1.68,281.59,9.082354,2540.4375
5242,970.0,0.0,0.0,,,
8275,1018.0,63.0,6.01,,,
9368,875.0,38.0,4.34,108.8,8.042279,
7414,1343.0,69.0,5.12,,,
3156,3850.0,140.0,3.44,311.28,13.058982,
6840,1138.0,0.0,0.0,,,
6810,1912.0,56.0,2.88,175.23,11.082578,2375.0
4326,1697.0,48.0,2.82,84.4,20.165876,
7683,1406.0,17.0,1.2,136.9,10.336012,
2315,64.0,0.0,0.0,,,
3252,2867.0,130.0,4.5,308.27,9.381387,3941.6667
3935,634.0,17.0,2.68,17.0,37.35294,
3983,2033.0,50.0,2.44,145.7,14.042554,
6579,350.0,0.0,0.0,,,
6013,3335.0,108.0,3.18,124.7,27.225342,2995.0
9830,2246.0,58.5,2.64,238.1,9.319613,
9474,886.0,42.0,4.68,54.56,16.440615,1075.0
3656,234.0,0.0,0.0,38.0,6.236842,
9685,580.0,10.0,1.71,,,
4261,3485.0,0.0,0.0,,,
4395,867.0,10.0,1.16,,,
8739,2137.0,94.0,4.42,,,
3489,724.0,90.0,12.36,,,
7974,6972.0,219.0,3.06,340.33,21.003145,10641.074
7874,905.0,28.0,3.09,77.75,11.652733,
4927,1269.0,52.0,4.04,53.47,24.097624,1260.909
6653,2310.0,55.0,2.44,131.3,17.197258,
8008,1829.0,85.0,4.67,74.6,24.396784,1800.0
6136,3418.0,84.0,2.45,191.45,17.88979,3160.0
7246,825.0,44.0,5.26,76.2,10.984252,1015.0
4421,895.0,28.0,3.13,68.5,13.080292,
3040,2117.0,60.0,2.85,84.2,24.96437,
7080,813.0,23.0,2.88,,,
6728,9805.0,152.0,1.6,655.65,14.495539,10662.5
2432,2662.5,66.0,2.48,95.27,27.952137,
6195,221.0,4.55,2.13,11.3,18.938053,
6928,3735.0,77.0,2.02,166.0,22.921686,
6668,3115.0,24.0,77.0,226.2,13.770999,
7504,2819.0,120.0,4.21,,,
5279,1122.0,45.0,3.95,,,
6947,4725.0,150.0,3.22,200.0,23.275,
3645,269.0,3.0,1.13,,,
7325,694.0,32.0,4.57,54.8,12.773723,
2004,3180.0,140.0,4.4,307.8,10.331385,
7242,4045.0,54.0,1.33,623.16,6.4911103,5400.0
9564,449.0,10.0,2.22,,,
3180,1370.0,16.0,1.14,109.2,12.893773,1900.0
3929,323.0,0.0,0.0,13.4,23.656717,
1965,6390.0,176.0,2.78,,,
6177,91.0,0.0,0.0,,,
2326,4040.0,100.0,2.51,302.07,13.175754,7600.0
6543,1140.0,33.0,2.87,,,
2986,9000.0,292.0,3.21,,,
3690,530.0,7.0,1.32,78.6,6.743003,
4057,361.0,0.0,0.0,15.3,23.66013,
3457,1025.0,46.0,4.57,104.7,9.617956,
8060,3517.0,85.0,2.39,376.1,9.470885,4112.5
6045,1507.0,26.0,1.73,,,
3652,3605.0,0.0,0.0,82.14,44.9233,
7278,6050.0,350.0,5.61,299.39,20.842379,5600.0
1975,4005.0,144.0,3.61,,,
2674,2434.0,92.0,3.8,,,
6317,1692.0,64.0,3.79,423.9,3.9867895,
5310,7360.0,145.0,1.92,458.54,16.48711,5660.0
2586,104.0,0.0,0.0,,,
6144,2850.0,90.0,3.16,,,
2303,1352.0,28.0,2.05,,,
3771,1739.0,70.0,3.98,,,
2782,3735.0,80.0,2.11,143.54,26.438625,4238.5713
7775,426.0,20.0,4.71,42.15,10.083036,
1959,9249.0,220.0,2.36,496.8,18.766104,11200.0
2109,3275.0,140.0,4.31,,,
7353,568.0,0.0,0.0,,,
7282,4739.0,103.0,2.13,351.84,13.719304,5030.0
6302,5302.0,145.0,2.78,334.2,15.625374,5300.0
6807,2438.0,50.0,1.98,214.26,11.794083,2413.889
6951,6973.0,132.0,1.86,547.78,12.986965,7240.0
7164,2972.0,123.0,4.15,471.01,6.299229,3680.0
4389,865.0,32.0,3.64,78.3,11.226053,
3985,175.0,0.0,0.0,-13.2,-13.257576,
9416,1056.0,58.0,5.44,83.7,12.74791,
9746,3385.0,110.0,3.21,232.0,14.784483,
3168,1413.0,20.0,1.43,,,
7110,2049.0,48.0,2.37,,,
5621,1330.0,67.0,4.95,,,
6768,1069.0,16.0,1.48,41.1,26.277372,900.0
8007,762.0,46.0,6.01,,,
7373,1193.0,30.0,2.53,147.45,8.056969,1200.0
3024,1013.0,40.0,3.96,,,
4768,2845.0,95.0,3.29,152.07,18.99783,3573.077
6745,2066.0,40.0,2.03,238.0,8.289916,
7839,1722.0,60.0,3.44,143.77,12.144397,2100.0
5714,10510.0,338.0,3.28,483.35,21.30961,10192.857
6402,1384.0,24.0,1.76,125.9,10.802224,
5933,1020.0,46.0,4.49,84.4,12.144549,
7701,3764.0,86.0,2.28,214.59,17.591686,4983.3335
8771,1727.0,84.0,4.93,84.1,20.261593,3000.0
6806,27135.0,520.0,1.84,999.48,28.239685,24826.666
2875,11125.0,220.0,1.97,632.55,17.642874,12581.818
7781,1435.0,56.0,3.86,100.2,14.461079,
3916,859.0,38.0,4.4,136.0,6.352941,
8111,2125.0,70.0,3.32,603.61,3.4956348,3150.0
3087,2652.0,60.0,2.25,153.42,17.35758,2900.0
7966,5750.0,120.0,2.09,275.15,20.897692,5062.5
8131,1785.0,66.0,3.75,,,
3566,882.0,6.0,68.0,,,
3640,2320.0,100.0,4.33,,,
6560,1688.0,40.0,2.33,181.7,9.455146,
9682,1003.0,38.0,3.81,242.93,4.1081796,1312.5
6578,438.0,9.0,2.03,,,
6638,1793.0,55.0,3.01,142.5,12.828071,
6480,2268.0,32.0,1.4,65.34,34.92501,1660.0
5290,1466.0,40.0,2.54,179.4,8.779264,
5162,675.0,24.0,3.56,59.2,11.385135,
3921,1559.0,54.0,3.46,28.7,54.320557,
6724,2882.5,80.0,2.73,201.96,14.495444,2268.75
7064,803.0,0.0,0.0,257.3,3.070346,
6465,5247.0,115.0,2.18,263.28,20.009115,6585.0
6914,4215.0,65.0,1.53,170.6,24.970692,
3776,260.0,2.0,78.0,2.4,106.666664,
9537,4415.0,80.0,1.81,,,
6492,17100.0,80.0,47.0,,,
2805,5580.0,60.0,1.07,571.0,9.859895,
3080,739.0,13.0,1.73,,,
3900,624.0,0.0,0.0,77.1,7.989624,
7035,251.0,0.0,0.0,,,
9889,1185.0,50.0,4.21,309.9,3.8367217,
1944,7221.0,140.0,1.95,198.76,36.11894,7466.6665
9562,537.0,17.0,3.26,,,
8218,3485.0,58.0,1.67,328.46,10.54923,3650.0
4571,123.0,0.0,0.0,-24.3,-4.855967,
2924,2113.0,69.0,3.25,,,
3441,2563.0,25.0,97.0,,,
3676,738.0,25.0,3.35,116.7,6.3924594,
8113,951.5999755859375,22.0,2.32,176.81,5.362819,1117.1428
2659,3120.0,110.0,3.54,195.7,15.866122,3250.0
6240,571.0,20.0,3.47,21.55,26.774942,
4403,2811.5,70.0,2.5,165.51,16.887197,3820.0
4800,1163.0,36.0,2.7,93.1,14.307197,
7762,2229.0,50.0,2.16,80.77,28.661633,1725.0
6201,20450.0,280.0,1.37,971.34,21.05339,20000.0
7115,1559.0,37.0,2.31,,,
6474,5910.0,100.0,1.72,272.8,21.260998,4045.0
9644,721.0,32.0,4.44,58.9,12.224109,
4187,5680.0,80.0,1.39,173.63,33.058804,5322.5
6498,2108.0,60.0,2.68,130.77,17.106369,2700.0
3443,1207.0,42.0,3.45,435.4,2.795131,
3719,212.0,3.0,1.4,,,
1429,709.0,35.0,4.91,82.1,8.684531,
4166,648.0,0.0,0.0,,,
6196,1228.0,180.0,14.29,355.93,3.540022,1550.0
2813,3870.0,210.0,5.38,,,
9795,2222.0,88.0,3.97,180.0,12.311111,
7823,815.0,28.0,3.46,,,
2428,621.0,29.5,4.77,48.2,12.842323,
3360,2082.5,65.0,3.11,184.4,11.331346,2810.0
7792,1445.0,44.0,3.03,,,
4274,1167.0,13.0,1.11,,,
4174,624.0,29.0,4.65,135.4,4.608567,
4932,684.0,42.0,6.19,104.4,6.5038314,
9962,3625.0,52.98,1.4,140.45,26.863653,3940.0
9364,4745.0,210.0,4.43,253.47,18.708328,5676.6665
6566,1239.0,29.0,2.34,,,
4888,387.0,0.0,0.0,,,
4393,4880.0,0.0,0.0,,,
6539,926.0,112.0,12.07,,,
7619,878.0,42.0,4.74,,,
4709,1017.0,50.0,4.82,127.03,8.163426,
4919,2634.0,88.0,3.32,148.12,17.904402,2980.0
3726,403.0,0.0,0.0,,,
6577,1933.0,20.0,1.03,,,
8153,3575.0,34.0,95.0,100.5,35.62189,
3423,272.0,24.0,8.73,,,
6194,691.0,64.0,9.28,55.1,12.522686,
7721,6050.0,48.0,81.0,203.77,29.052362,7725.0
4275,2401.0,42.0,1.72,135.8,18.011782,3500.0
4967,5810.0,106.0,1.81,236.11,24.785057,
4885,1056.0,26.0,2.54,,,
7224,2126.0,58.0,2.63,110.7,19.954834,
3647,110.0,0.0,0.0,,,
2267,2709.0,72.0,2.69,177.16,15.136035,2520.0
2991,594.0,11.1,1.9,,,
9824,6300.0,150.0,2.34,440.6,14.525646,
2304,924.0,40.0,4.31,,,
6651,4825.0,154.0,3.26,274.2,17.231947,
7191,1104.0,50.0,4.54,71.5,15.412587,
6334,457.0,6.0,1.35,,,
3150,2364.0,130.0,5.48,229.4,10.335658,
3901,1304.0,52.0,3.98,147.9,8.837052,
3444,1165.0,10.0,92.0,7.3,148.9041,
3928,244.0,0.0,0.0,83.3,2.9411764,
6988,3118.0,64.0,2.14,191.64,15.60478,3682.5
4558,200.0,5.0,2.51,,,
7094,1350.0,22.0,1.63,118.0,11.406779,2000.0
9331,672.0,0.0,0.0,,,
1848,594.0,50.0,8.39,,,
4811,747.0,20.0,2.7,,,
9237,583.0,0.0,0.0,,,
2288,2235.0,80.0,3.5,,,
6088,551.0,26.0,4.68,119.73,4.6354294,755.0
2354,977.0,30.0,3.04,,,
2146,173.0,12.25,6.84,300.25,0.5961698,180.0
4323,1653.0,50.0,3.01,,,
2753,1307.0,34.0,2.57,93.9,14.110756,
8115,1569.0,68.0,4.3,,,
7716,3110.0,60.0,1.97,133.49,22.848152,3366.6667
5903,1697.0,42.0,2.47,106.0,16.009434,
3922,2246.0,16.8,73.0,122.6,18.686787,
7956,1875.0,76.0,4.07,71.57,26.08635,1872.0
2573,4300.0,30.0,70.0,,,
6841,4920.0,92.0,1.84,216.08,23.144205,5847.5
6454,1614.0,40.0,2.41,248.3,6.6814337,
2929,643.0,25.0,3.86,155.4,4.1634493,
2112,436.0,16.0,3.64,,,
4013,570.0,10.0,1.78,,,
4783,2387.0,120.0,4.97,,,
3992,421.0,12.0,2.93,,,
2139,493.0,28.0,5.69,,,
4890,250.0,0.0,0.0,,,
5482,2826.0,72.0,2.43,406.4,7.2933073,
7014,3795.0,60.0,1.61,,,5750.0
9307,1023.0,20.0,1.92,,,
2376,752.0,15.0,1.9,,,
2751,3570.0,9.0,26.0,,,
4498,1120.0,14.0,1.25,,,
5533,1913.0,70.0,3.63,,,
5929,3482.0,132.0,3.62,229.85,15.858168,4571.4287
4933,1243.0,15.0,1.16,165.95,7.815607,2250.0
9367,1819.0,32.0,1.73,,,
3591,4449.0,100.0,2.17,438.1,10.540973,
9927,965.0,20.0,2.06,,,
5721,70.0,0.0,0.0,,,
4203,6662.0,120.0,1.74,277.34,24.87921,6303.3335
5257,2560.0,105.0,4.1,,,
3075,1597.0,15.0,94.0,,,
7134,1231.0,42.5,3.5,98.1,12.385322,
6184,456.0,20.0,4.36,29.1,15.773195,
9423,102.0,5.8,5.69,,,
4523,3908.0,160.0,4.02,202.57,19.667274,4888.4614
3744,558.0,5.0,90.0,,,
5214,6567.0,160.0,2.45,189.5,34.469658,7088.3335
5991,3532.0,69.0,1.92,189.8,18.909378,3190.0
9735,6456.0,120.0,1.89,237.44,26.743599,6370.0
3635,1496.0,48.0,3.24,113.64,13.032383,2014.4445
