コード,連動銘柄,連動銘柄名,相関
6278.T,6999.T,ＫＯＡ,0.6
6278.T,6787.T,メイコー,0.592
6278.T,7826.T,フルヤ金属,0.587
6278.T,7729.T,東京精密,0.584
6278.T,6368.T,オルガノ,0.582
6278.T,6143.T,ソディック,0.582
6278.T,7717.T,ブイ・テクノロジー,0.581
6278.T,6361.T,荏原製作所,0.579
6367.T,6841.T,横河電機,0.5
6367.T,6592.T,マブチモーター,0.481
6367.T,8053.T,住友商事,0.472
6367.T,4042.T,東ソー,0.461
6367.T,6383.T,ダイフク,0.459
6367.T,7912.T,大日本印刷,0.456
6367.T,6141.T,ＤＭＧ森精機,0.436
6367.T,4228.T,積水化成品工業,0.425
6367.T,8001.T,伊藤忠商事,0.424
6367.T,4205.T,日本ゼオン,0.419
6367.T,9068.T,丸全昭和運輸,0.418
6367.T,3407.T,旭化成,0.417
6367.T,6473.T,ジェイテクト,0.416
6367.T,6971.T,京セラ,0.416
6367.T,5344.T,ＭＡＲＵＷＡ,0.415
6367.T,6472.T,ＮＴＮ,0.414
6367.T,7203.T,トヨタ自動車,0.412
6367.T,6358.T,酒井重工業,0.412
6367.T,6503.T,三菱電機,0.41
6367.T,6588.T,東芝テック,0.409
6368.T,6622.T,ダイヘン,0.723
6368.T,6370.T,栗田工業,0.695
6368.T,6728.T,アルバック,0.692
6368.T,6361.T,荏原製作所,0.691
6368.T,3433.T,トーカロ,0.686
6368.T,6254.T,野村マイクロ・サイエンス,0.685
6368.T,6490.T,ＰＩＬＬＡＲ,0.68
6368.T,7729.T,東京精密,0.669
6368.T,6856.T,堀場製作所,0.668
6368.T,4186.T,東京応化工業,0.668
6368.T,4966.T,上村工業,0.663
6368.T,6627.T,テラプローブ,0.662
6368.T,4062.T,イビデン,0.651
6368.T,6768.T,タムラ製作所,0.65
6368.T,6264.T,マルマエ,0.65
6368.T,4004.T,レゾナック・ホールディングス,0.65
6368.T,5333.T,ＮＧＫ,0.647
6368.T,6504.T,富士電機,0.642
6368.T,5384.T,フジミインコーポレーテッド,0.641
6368.T,5706.T,三井金属,0.639
6376.T,6143.T,ソディック,0.537
6376.T,6134.T,ＦＵＪＩ,0.536
6376.T,6856.T,堀場製作所,0.489
6376.T,6617.T,東光高岳,0.489
6376.T,6361.T,荏原製作所,0.488
6376.T,9880.T,イノテック,0.486
6376.T,8508.T,Ｊトラスト,0.48
6376.T,6331.T,三菱化工機,0.472
6376.T,7716.T,ナカニシ,0.47
6376.T,6209.T,リケンＮＰＲ,0.467
6376.T,7715.T,長野計器,0.467
6376.T,8061.T,西華産業,0.458
6376.T,6925.T,ウシオ電機,0.456
6376.T,6474.T,不二越,0.455
6376.T,3132.T,マクニカホールディングス,0.454
6376.T,6013.T,タクマ,0.45
6376.T,7727.T,オーバル,0.45
6376.T,2760.T,東京エレクトロン　デバイス,0.449
6376.T,3156.T,レスター,0.449
6376.T,6859.T,エスペック,0.449
6383.T,6113.T,アマダ,0.751
6383.T,6622.T,ダイヘン,0.712
6383.T,6273.T,ＳＭＣ,0.69
6383.T,6268.T,ナブテスコ,0.677
6383.T,5333.T,ＮＧＫ,0.673
6383.T,6503.T,三菱電機,0.667
6383.T,6506.T,安川電機,0.666
6383.T,3433.T,トーカロ,0.658
6383.T,5384.T,フジミインコーポレーテッド,0.656
6383.T,6143.T,ソディック,0.65
6383.T,6101.T,ツガミ,0.649
6383.T,6407.T,ＣＫＤ,0.646
6383.T,4186.T,東京応化工業,0.645
6383.T,6481.T,ＴＨＫ,0.641
6383.T,6125.T,岡本工作機械製作所,0.641
6383.T,6361.T,荏原製作所,0.64
6383.T,6368.T,オルガノ,0.638
6383.T,6859.T,エスペック,0.636
6383.T,6103.T,オークマ,0.631
6383.T,4187.T,大阪有機化学工業,0.628
6457.T,8999.T,グランディハウス,0.569
6457.T,7239.T,タチエス,0.565
6457.T,8098.T,稲畑産業,0.564
6457.T,8020.T,兼松,0.563
6457.T,8088.T,岩谷産業,0.562
6457.T,5020.T,ＥＮＥＯＳホールディングス,0.56
6457.T,5911.T,横河ブリッジホールディングス,0.559
6457.T,8125.T,ワキタ,0.552
6457.T,7241.T,フタバ産業,0.551
6457.T,9934.T,因幡電機産業,0.549
6457.T,6652.T,ＩＤＥＣ,0.548
6457.T,7231.T,トピー工業,0.547
6457.T,4045.T,東亞合成,0.547
6457.T,6486.T,イーグル工業,0.545
6457.T,6463.T,ＴＰＲ,0.544
6457.T,6358.T,酒井重工業,0.541
6457.T,6279.T,瑞光,0.533
6457.T,6317.T,北川鉄工所,0.531
6457.T,7240.T,ＮＯＫ,0.528
6457.T,7226.T,極東開発工業,0.528
6503.T,6622.T,ダイヘン,0.741
6503.T,5333.T,ＮＧＫ,0.694
6503.T,6268.T,ナブテスコ,0.684
6503.T,6507.T,シンフォニアテクノロジー,0.682
6503.T,6473.T,ジェイテクト,0.677
6503.T,6383.T,ダイフク,0.667
6503.T,6504.T,富士電機,0.665
6503.T,6954.T,ファナック,0.657
6503.T,6361.T,荏原製作所,0.655
6503.T,6113.T,アマダ,0.654
6503.T,6856.T,堀場製作所,0.653
6503.T,6481.T,ＴＨＫ,0.644
6503.T,6407.T,ＣＫＤ,0.643
6503.T,3433.T,トーカロ,0.643
6503.T,5310.T,東洋炭素,0.642
6503.T,2760.T,東京エレクトロン　デバイス,0.637
6503.T,6474.T,不二越,0.637
6503.T,6651.T,日東工業,0.636
6503.T,6506.T,安川電機,0.627
6503.T,6859.T,エスペック,0.626
6504.T,6622.T,ダイヘン,0.71
6504.T,5333.T,ＮＧＫ,0.683
6504.T,6503.T,三菱電機,0.665
6504.T,3433.T,トーカロ,0.646
6504.T,6368.T,オルガノ,0.642
6504.T,6508.T,明電舎,0.642
6504.T,6268.T,ナブテスコ,0.627
6504.T,6361.T,荏原製作所,0.625
6504.T,5310.T,東洋炭素,0.625
6504.T,6490.T,ＰＩＬＬＡＲ,0.621
6504.T,5706.T,三井金属,0.621
6504.T,6407.T,ＣＫＤ,0.62
6504.T,6474.T,不二越,0.615
6504.T,6855.T,日本電子材料,0.611
6504.T,4062.T,イビデン,0.609
6504.T,2760.T,東京エレクトロン　デバイス,0.609
6504.T,6125.T,岡本工作機械製作所,0.603
6504.T,4187.T,大阪有機化学工業,0.602
6504.T,4461.T,第一工業製薬,0.601
6504.T,6370.T,栗田工業,0.598
6506.T,6954.T,ファナック,0.756
6506.T,6268.T,ナブテスコ,0.738
6506.T,6481.T,ＴＨＫ,0.689
6506.T,6324.T,ハーモニック・ドライブ・システムズ,0.679
6506.T,5333.T,ＮＧＫ,0.669
6506.T,6383.T,ダイフク,0.666
6506.T,6273.T,ＳＭＣ,0.66
6506.T,6622.T,ダイヘン,0.658
6506.T,6490.T,ＰＩＬＬＡＲ,0.658
6506.T,6474.T,不二越,0.652
6506.T,6407.T,ＣＫＤ,0.637
6506.T,6479.T,ミネベアミツミ,0.636
6506.T,6503.T,三菱電機,0.627
6506.T,6103.T,オークマ,0.618
6506.T,6113.T,アマダ,0.611
6506.T,6370.T,栗田工業,0.608
6506.T,5384.T,フジミインコーポレーテッド,0.604
6506.T,5310.T,東洋炭素,0.602
6506.T,2760.T,東京エレクトロン　デバイス,0.597
6506.T,6981.T,村田製作所,0.596
6522.T,4935.T,リベルタ,0.229
6522.T,149A.T,シンカ,0.211
6522.T,268A.T,リガク・ホールディングス,0.206
6522.T,2479.T,ジェイテック,0.202
6522.T,9903.T,カンセキ,0.201
6522.T,7871.T,フクビ化学工業,0.197
6522.T,2656.T,ベクターホールディングス,0.191
6522.T,2831.T,はごろもフーズ,0.187
6522.T,5616.T,雨風太陽,0.186
6522.T,9115.T,明海グループ,0.184
6522.T,3645.T,メディカルネット,0.183
6522.T,7815.T,東京ボード工業,0.181
6522.T,3441.T,山王,0.181
6522.T,2438.T,アスカネット,0.18
6522.T,4025.T,多木化学,0.178
6522.T,4591.T,リボミック,0.178
6522.T,5742.T,エヌアイシ・オートテック,0.175
6522.T,2588.T,プレミアムウォーターホールディングス,0.174
6522.T,9986.T,蔵王産業,0.174
6522.T,5446.T,北越メタル,0.171
6568.T,5244.T,ｊｉｇ．ｊｐ,0.423
6568.T,2469.T,ヒビノ,0.418
6568.T,6273.T,ＳＭＣ,0.414
6568.T,4098.T,チタン工業,0.414
6568.T,5384.T,フジミインコーポレーテッド,0.413
6568.T,6472.T,ＮＴＮ,0.411
6568.T,1835.T,東鉄工業,0.405
6568.T,4360.T,マナック・ケミカル・パートナーズ,0.404
6568.T,4229.T,群栄化学工業,0.401
6568.T,7224.T,新明和工業,0.399
6568.T,6294.T,オカダアイヨン,0.395
6568.T,4100.T,戸田工業,0.395
6568.T,8070.T,東京産業,0.394
6568.T,6844.T,新電元工業,0.393
6568.T,6157.T,日進工具,0.391
6568.T,6258.T,平田機工,0.391
6568.T,8891.T,ＡＭＧホールディングス,0.391
6568.T,4462.T,石原ケミカル,0.39
6568.T,8869.T,明和地所,0.389
6568.T,6647.T,森尾電機,0.389
6597.T,3687.T,フィックスターズ,0.537
6597.T,6864.T,エヌエフホールディングス,0.521
6597.T,6674.T,ジーエス・ユアサ　コーポレーション,0.421
6597.T,5218.T,オハラ,0.405
6597.T,3915.T,テラスカイ,0.404
6597.T,6255.T,エヌ・ピー・シー,0.389
6597.T,5310.T,東洋炭素,0.384
6597.T,6619.T,ダブル・スコープ,0.382
6597.T,3694.T,オプティム,0.38
6597.T,6905.T,コーセル,0.379
6597.T,5134.T,ＰＯＰＥＲ,0.375
6597.T,6838.T,多摩川ホールディングス,0.373
6597.T,7713.T,シグマ光機,0.368
6597.T,3741.T,セック,0.368
6597.T,6584.T,三櫻工業,0.364
6597.T,4366.T,ダイトーケミックス,0.359
6597.T,6859.T,エスペック,0.359
6597.T,8154.T,加賀電子,0.358
6597.T,6659.T,メディアリンクス,0.355
6597.T,6507.T,シンフォニアテクノロジー,0.354
6632.T,9625.T,セレスポ,0.488
6632.T,5975.T,東プレ,0.477
6632.T,5970.T,ジーテクト,0.473
6632.T,6455.T,モリタホールディングス,0.463
6632.T,6390.T,加藤製作所,0.459
6632.T,7313.T,テイ・エス　テック,0.455
6632.T,6413.T,理想科学工業,0.447
6632.T,5201.T,ＡＧＣ,0.444
6632.T,8002.T,丸紅,0.443
6632.T,4902.T,コニカミノルタ,0.438
6632.T,8613.T,丸三証券,0.435
6632.T,3486.T,グローバル・リンク・マネジメント,0.434
6632.T,6463.T,ＴＰＲ,0.434
6632.T,7752.T,リコー,0.433
6632.T,5988.T,パイオラックス,0.432
6632.T,6345.T,アイチ　コーポレーション,0.431
6632.T,7231.T,トピー工業,0.421
6632.T,7226.T,極東開発工業,0.421
6632.T,6473.T,ジェイテクト,0.418
6632.T,1934.T,ユアテック,0.414
6645.T,6481.T,ＴＨＫ,0.607
6645.T,6113.T,アマダ,0.597
6645.T,6383.T,ダイフク,0.591
6645.T,6268.T,ナブテスコ,0.589
6645.T,6273.T,ＳＭＣ,0.588
6645.T,5333.T,ＮＧＫ,0.585
6645.T,6103.T,オークマ,0.585
6645.T,6506.T,安川電機,0.583
6645.T,6971.T,京セラ,0.556
6645.T,3436.T,ＳＵＭＣＯ,0.555
6645.T,6143.T,ソディック,0.552
6645.T,6981.T,村田製作所,0.551
6645.T,6472.T,ＮＴＮ,0.546
6645.T,6473.T,ジェイテクト,0.542
6645.T,7715.T,長野計器,0.541
6645.T,6141.T,ＤＭＧ森精機,0.54
6645.T,6503.T,三菱電機,0.54
6645.T,6136.T,オーエスジー,0.536
6645.T,6622.T,ダイヘン,0.533
6645.T,3105.T,日清紡ホールディングス,0.53
6674.T,6925.T,ウシオ電機,0.578
6674.T,3433.T,トーカロ,0.572
6674.T,6622.T,ダイヘン,0.566
6674.T,6653.T,正興電機製作所,0.565
6674.T,6479.T,ミネベアミツミ,0.559
6674.T,5333.T,ＮＧＫ,0.551
6674.T,7715.T,長野計器,0.549
6674.T,5384.T,フジミインコーポレーテッド,0.548
6674.T,6481.T,ＴＨＫ,0.544
6674.T,6859.T,エスペック,0.544
6674.T,6268.T,ナブテスコ,0.542
6674.T,6113.T,アマダ,0.533
6674.T,6981.T,村田製作所,0.53
6674.T,6223.T,西部技研,0.527
6674.T,7240.T,ＮＯＫ,0.523
6674.T,6125.T,岡本工作機械製作所,0.52
6674.T,6503.T,三菱電機,0.52
6674.T,4187.T,大阪有機化学工業,0.519
6674.T,6752.T,パナソニック　ホールディングス,0.516
6674.T,6762.T,ＴＤＫ,0.515
6702.T,6701.T,日本電気,0.732
6702.T,3626.T,ＴＩＳ,0.63
6702.T,4716.T,日本オラクル,0.624
6702.T,4684.T,オービック,0.571
6702.T,4432.T,ウイングアーク１ｓｔ,0.569
6702.T,4768.T,大塚商会,0.569
6702.T,9889.T,ＪＢＣＣホールディングス,0.565
6702.T,4373.T,シンプレクス・ホールディングス,0.538
6702.T,4704.T,トレンドマイクロ,0.534
6702.T,8056.T,ＢＩＰＲＯＧＹ,0.531
6702.T,4443.T,Ｓａｎｓａｎ,0.523
6702.T,2317.T,システナ,0.52
6702.T,6758.T,ソニーグループ,0.51
6702.T,9759.T,ＮＳＤ,0.509
6702.T,3923.T,ラクス,0.506
6702.T,4307.T,野村総合研究所,0.505
6702.T,4776.T,サイボウズ,0.504
6702.T,2127.T,日本Ｍ＆Ａセンターホールディングス,0.495
6702.T,4687.T,ＴＤＣソフト,0.495
6702.T,4733.T,オービックビジネスコンサルタント,0.492
6754.T,5802.T,住友電気工業,0.605
6754.T,5344.T,ＭＡＲＵＷＡ,0.605
6754.T,6516.T,山洋電気,0.574
6754.T,6981.T,村田製作所,0.572
6754.T,5333.T,ＮＧＫ,0.55
6754.T,4966.T,上村工業,0.547
6754.T,3104.T,富士紡ホールディングス,0.543
6754.T,6941.T,山一電機,0.541
6754.T,3891.T,ニッポン高度紙工業,0.537
6754.T,6800.T,ヨコオ,0.537
6754.T,3433.T,トーカロ,0.534
6754.T,6622.T,ダイヘン,0.526
6754.T,6479.T,ミネベアミツミ,0.516
6754.T,6961.T,エンプラス,0.51
6754.T,6856.T,堀場製作所,0.505
6754.T,6504.T,富士電機,0.503
6754.T,9934.T,因幡電機産業,0.502
6754.T,4187.T,大阪有機化学工業,0.502
6754.T,6768.T,タムラ製作所,0.501
6754.T,6859.T,エスペック,0.5
6757.T,4113.T,田岡化学工業,0.469
6757.T,3246.T,コーセーアールイー,0.465
6757.T,3169.T,ミサワ,0.379
6757.T,7097.T,さくらさくプラス,0.372
6757.T,3172.T,ティーライフ,0.343
6757.T,7949.T,小松ウオール工業,0.342
6757.T,6797.T,名古屋電機工業,0.334
6757.T,4362.T,日本精化,0.332
6757.T,7683.T,ダブルエー,0.331
6757.T,1433.T,ベステラ,0.321
6757.T,7413.T,創健社,0.32
6757.T,2997.T,ストレージ王,0.319
6757.T,6382.T,トリニティ工業,0.318
6757.T,8793.T,ＮＥＣキャピタルソリューション,0.318
6757.T,3320.T,クロスプラス,0.316
6757.T,8103.T,明和産業,0.313
6757.T,3627.T,テクミラホールディングス,0.303
6757.T,8616.T,東海東京フィナンシャル・ホールディングス,0.302
6757.T,2927.T,ＡＦＣ－ＨＤアムスライフサイエンス,0.3
6757.T,8566.T,リコーリース,0.298
6819.T,7369.T,メイホーホールディングス,0.364
6819.T,5957.T,日東精工,0.363
6819.T,8037.T,カメイ,0.362
6819.T,6361.T,荏原製作所,0.348
6819.T,9763.T,丸建リース,0.337
6819.T,6919.T,ケル,0.335
6819.T,6986.T,双葉電子工業,0.334
6819.T,2750.T,石光商事,0.329
6819.T,6537.T,ＷＡＳＨハウス,0.324
6819.T,7097.T,さくらさくプラス,0.322
6819.T,6272.T,レオン自動機,0.322
6819.T,4998.T,フマキラー,0.32
6819.T,7080.T,スポーツフィールド,0.319
6819.T,4264.T,セキュア,0.313
6819.T,6436.T,アマノ,0.312
6819.T,3293.T,アズマハウス,0.31
6819.T,6328.T,荏原実業,0.309
6819.T,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,0.306
6819.T,6390.T,加藤製作所,0.304
6819.T,1736.T,オーテック,0.301
6861.T,6954.T,ファナック,0.616
6861.T,6273.T,ＳＭＣ,0.574
6861.T,6506.T,安川電機,0.562
6861.T,6268.T,ナブテスコ,0.55
6861.T,6504.T,富士電機,0.547
6861.T,6516.T,山洋電気,0.533
6861.T,6370.T,栗田工業,0.524
6861.T,7276.T,小糸製作所,0.519
6861.T,6103.T,オークマ,0.517
6861.T,7734.T,理研計器,0.516
6861.T,6481.T,ＴＨＫ,0.513
6861.T,6645.T,オムロン,0.501
6861.T,9962.T,ミスミグループ本社,0.494
6861.T,6383.T,ダイフク,0.494
6861.T,5310.T,東洋炭素,0.494
6861.T,6324.T,ハーモニック・ドライブ・システムズ,0.493
6861.T,6407.T,ＣＫＤ,0.49
6861.T,6622.T,ダイヘン,0.49
6861.T,6965.T,浜松ホトニクス,0.49
6861.T,6143.T,ソディック,0.488
6941.T,6961.T,エンプラス,0.694
6941.T,6622.T,ダイヘン,0.65
6941.T,6855.T,日本電子材料,0.625
6941.T,5802.T,住友電気工業,0.623
6941.T,4966.T,上村工業,0.621
6941.T,6856.T,堀場製作所,0.617
6941.T,6627.T,テラプローブ,0.61
6941.T,5333.T,ＮＧＫ,0.6
6941.T,6777.T,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,0.596
6941.T,5384.T,フジミインコーポレーテッド,0.596
6941.T,4368.T,扶桑化学工業,0.593
6941.T,4971.T,メック,0.593
6941.T,285A.T,キオクシアホールディングス,0.593
6941.T,3433.T,トーカロ,0.587
6941.T,7729.T,東京精密,0.587
6941.T,7717.T,ブイ・テクノロジー,0.586
6941.T,6490.T,ＰＩＬＬＡＲ,0.586
6941.T,6266.T,タツモ,0.585
6941.T,7715.T,長野計器,0.584
6941.T,8035.T,東京エレクトロン,0.584
6954.T,6506.T,安川電機,0.756
6954.T,6268.T,ナブテスコ,0.725
6954.T,6481.T,ＴＨＫ,0.662
6954.T,6503.T,三菱電機,0.657
6954.T,6474.T,不二越,0.645
6954.T,5333.T,ＮＧＫ,0.639
6954.T,6622.T,ダイヘン,0.633
6954.T,2760.T,東京エレクトロン　デバイス,0.63
6954.T,6324.T,ハーモニック・ドライブ・システムズ,0.616
6954.T,6861.T,キーエンス,0.616
6954.T,6103.T,オークマ,0.615
6954.T,6407.T,ＣＫＤ,0.607
6954.T,6101.T,ツガミ,0.606
6954.T,6370.T,栗田工業,0.601
6954.T,6273.T,ＳＭＣ,0.599
6954.T,6383.T,ダイフク,0.599
6954.T,6490.T,ＰＩＬＬＡＲ,0.589
6954.T,9962.T,ミスミグループ本社,0.587
6954.T,6504.T,富士電機,0.584
6954.T,6516.T,山洋電気,0.581
6955.T,4026.T,神島化学工業,0.41
6955.T,6838.T,多摩川ホールディングス,0.4
6955.T,5981.T,東京製綱,0.4
6955.T,6699.T,ダイヤモンドエレクトリックホールディングス,0.399
6955.T,4095.T,日本パーカライジング,0.39
6955.T,6223.T,西部技研,0.383
6955.T,5480.T,日本冶金工業,0.378
6955.T,6463.T,ＴＰＲ,0.378
6955.T,6309.T,巴工業,0.377
6955.T,5933.T,アルインコ,0.368
6955.T,7713.T,シグマ光機,0.367
6955.T,6653.T,正興電機製作所,0.364
6955.T,4956.T,コニシ,0.358
6955.T,8095.T,アステナホールディングス,0.357
6955.T,7240.T,ＮＯＫ,0.35
6955.T,6986.T,双葉電子工業,0.349
6955.T,7287.T,日本精機,0.349
6955.T,6742.T,京三製作所,0.346
6955.T,5603.T,虹技,0.345
6955.T,9678.T,カナモト,0.344
6963.T,6981.T,村田製作所,0.579
6963.T,6997.T,日本ケミコン,0.552
6963.T,6976.T,太陽誘電,0.551
6963.T,3433.T,トーカロ,0.543
6963.T,7735.T,ＳＣＲＥＥＮホールディングス,0.533
6963.T,5333.T,ＮＧＫ,0.521
6963.T,5384.T,フジミインコーポレーテッド,0.52
6963.T,4186.T,東京応化工業,0.519
6963.T,4062.T,イビデン,0.516
6963.T,6479.T,ミネベアミツミ,0.515
6963.T,4004.T,レゾナック・ホールディングス,0.511
6963.T,6481.T,ＴＨＫ,0.507
6963.T,6890.T,フェローテック,0.504
6963.T,8035.T,東京エレクトロン,0.503
6963.T,6525.T,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,0.5
6963.T,6490.T,ＰＩＬＬＡＲ,0.498
6963.T,6506.T,安川電機,0.497
6963.T,4966.T,上村工業,0.496
6963.T,4971.T,メック,0.495
6963.T,6278.T,ユニオンツール,0.494
6965.T,6925.T,ウシオ電機,0.645
6965.T,6508.T,明電舎,0.633
6965.T,9880.T,イノテック,0.626
6965.T,7713.T,シグマ光機,0.607
6965.T,6013.T,タクマ,0.597
6965.T,6856.T,堀場製作所,0.583
6965.T,6254.T,野村マイクロ・サイエンス,0.575
6965.T,7715.T,長野計器,0.575
6965.T,6506.T,安川電機,0.573
6965.T,6143.T,ソディック,0.572
6965.T,6914.T,オプテックスグループ,0.571
6965.T,5333.T,ＮＧＫ,0.569
6965.T,2760.T,東京エレクトロン　デバイス,0.567
6965.T,6954.T,ファナック,0.565
6965.T,6622.T,ダイヘン,0.563
6965.T,6863.T,ニレコ,0.563
6965.T,6474.T,不二越,0.557
6965.T,6134.T,ＦＵＪＩ,0.556
6965.T,6324.T,ハーモニック・ドライブ・システムズ,0.555
6965.T,6125.T,岡本工作機械製作所,0.554
7036.T,3536.T,アクサスホールディングス,0.425
7036.T,8912.T,エリアクエスト,0.356
7036.T,3139.T,ラクト・ジャパン,0.273
7036.T,5952.T,アマテイ,0.267
7036.T,3349.T,コスモス薬品,0.244
7036.T,2791.T,大黒天物産,0.242
7036.T,8200.T,リンガーハット,0.235
7036.T,3045.T,カワサキ,0.22
7036.T,6157.T,日進工具,0.216
7036.T,3030.T,ハブ,0.214
7036.T,4651.T,サニックスホールディングス,0.214
7036.T,9861.T,吉野家ホールディングス,0.209
7036.T,4432.T,ウイングアーク１ｓｔ,0.202
7036.T,6775.T,ＴＢグループ,0.194
7036.T,3181.T,買取王国,0.192
7036.T,9610.T,ウィルソン・ラーニング　ワールドワイド,0.191
7036.T,9656.T,グリーンランドリゾート,0.189
7036.T,3835.T,ｅＢＡＳＥ,0.189
7036.T,7065.T,ユーピーアール,0.187
7036.T,7532.T,パン・パシフィック・インターナショナルホールディングス,0.183
7041.T,5942.T,日本フイルコン,0.53
7041.T,5967.T,ＴＯＮＥ,0.419
7041.T,192A.T,インテグループ,0.415
7041.T,6837.T,京写,0.365
7041.T,9425.T,ＲｅＹｕｕ　Ｊａｐａｎ,0.323
7041.T,4833.T,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,0.32
7041.T,7815.T,東京ボード工業,0.298
7041.T,8894.T,ＲＥＶＯＬＵＴＩＯＮ,0.295
7041.T,265A.T,Ｈｍｃｏｍｍ,0.295
7041.T,3237.T,イントランス,0.288
7041.T,6346.T,キクカワエンタープライズ,0.258
7041.T,330A.T,ＴａｌｅｎｔＸ,0.257
7041.T,463A.T,インテリックスホールディングス,0.256
7041.T,7461.T,キムラ,0.255
7041.T,6590.T,芝浦メカトロニクス,0.246
7041.T,5302.T,日本カーボン,0.243
7041.T,4414.T,フレクト,0.239
7041.T,8844.T,コスモスイニシア,0.239
7041.T,3436.T,ＳＵＭＣＯ,0.237
7041.T,3974.T,ＳＣＡＴ,0.235
7073.T,7097.T,さくらさくプラス,0.455
7073.T,9636.T,きんえい,0.418
7073.T,1444.T,ニッソウ,0.41
7073.T,3246.T,コーセーアールイー,0.379
7073.T,7674.T,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,0.364
7073.T,3172.T,ティーライフ,0.355
7073.T,2217.T,モロゾフ,0.351
7073.T,7196.T,Ｃａｓａ,0.348
7073.T,2424.T,ブラス,0.337
7073.T,3418.T,バルニバービ,0.333
7073.T,4362.T,日本精化,0.333
7073.T,7682.T,浜木綿,0.331
7073.T,7683.T,ダブルエー,0.33
7073.T,6577.T,ベストワンドットコム,0.325
7073.T,4936.T,アクシージア,0.307
7073.T,3169.T,ミサワ,0.302
7073.T,6797.T,名古屋電機工業,0.294
7073.T,3662.T,エイチームホールディングス,0.291
7073.T,6757.T,ＯＳＧコーポレーション,0.287
7073.T,2168.T,パソナグループ,0.27
7082.T,5484.T,東北特殊鋼,0.505
7082.T,9552.T,クオンツ総研ホールディングス,0.477
7082.T,7844.T,マーベラス,0.458
7082.T,9554.T,ＡＶｉＣ,0.43
7082.T,4448.T,ｋｕｂｅｌｌ,0.421
7082.T,8152.T,ソマール,0.414
7082.T,6579.T,ログリー,0.408
7082.T,6191.T,エアトリ,0.406
7082.T,6195.T,ホープ,0.392
7082.T,7115.T,アルファパーチェス,0.387
7082.T,9211.T,エフ・コード,0.38
7082.T,8023.T,ＤＡＩＫＯ　ＸＴＥＣＨ,0.374
7082.T,5590.T,ネットスターズ,0.359
7082.T,4543.T,テルモ,0.359
7082.T,5038.T,ｅＷｅＬＬ,0.356
7082.T,6659.T,メディアリンクス,0.353
7082.T,4168.T,ヤプリ,0.352
7082.T,4499.T,Ｓｐｅｅｅ,0.348
7082.T,7367.T,セルム,0.345
7082.T,4377.T,ワンキャリア,0.344
7096.T,6803.T,ティアック,0.43
7096.T,5368.T,日本インシュレーション,0.427
7096.T,3486.T,グローバル・リンク・マネジメント,0.396
7096.T,8095.T,アステナホールディングス,0.396
7096.T,3675.T,クロス・マーケティンググループ,0.394
7096.T,4094.T,日本化学産業,0.391
7096.T,2927.T,ＡＦＣ－ＨＤアムスライフサイエンス,0.39
7096.T,6551.T,ツナググループ・ホールディングス,0.385
7096.T,8704.T,トレイダーズホールディングス,0.385
7096.T,3178.T,チムニー,0.384
7096.T,2330.T,フォーサイド,0.383
7096.T,1780.T,ヤマウラ,0.379
7096.T,3109.T,シキボウ,0.378
7096.T,6786.T,ＲＶＨ,0.376
7096.T,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,0.373
7096.T,8185.T,チヨダ,0.373
7096.T,4488.T,ＡＩ　ｉｎｓｉｄｅ,0.372
7096.T,8093.T,極東貿易,0.372
7096.T,7061.T,日本ホスピスホールディングス,0.372
7096.T,5940.T,不二サッシ,0.371
7198.T,8593.T,三菱ＨＣキャピタル,0.606
7198.T,8093.T,極東貿易,0.597
7198.T,2429.T,ワールドホールディングス,0.588
7198.T,8793.T,ＮＥＣキャピタルソリューション,0.584
7198.T,8999.T,グランディハウス,0.574
7198.T,8425.T,みずほリース,0.57
7198.T,8125.T,ワキタ,0.567
7198.T,8424.T,芙蓉総合リース,0.566
7198.T,3109.T,シキボウ,0.56
7198.T,9332.T,ＮＩＳＳＯホールディングス,0.559
7198.T,1852.T,淺沼組,0.559
7198.T,7226.T,極東開発工業,0.558
7198.T,1929.T,日特建設,0.557
7198.T,7231.T,トピー工業,0.555
7198.T,8917.T,ファースト住建,0.548
7198.T,7414.T,小野建,0.547
7198.T,9248.T,人・夢・技術グループ,0.547
7198.T,5911.T,横河ブリッジホールディングス,0.547
7198.T,6430.T,ダイコク電機,0.547
7198.T,6358.T,酒井重工業,0.546
7202.T,5110.T,住友ゴム工業,0.71
7202.T,7269.T,スズキ,0.659
7202.T,5108.T,ブリヂストン,0.629
7202.T,3116.T,トヨタ紡織,0.626
7202.T,7203.T,トヨタ自動車,0.624
7202.T,5105.T,ＴＯＹＯ　ＴＩＲＥ,0.618
7202.T,4188.T,三菱ケミカルグループ,0.599
7202.T,5101.T,横浜ゴム,0.599
7202.T,6995.T,東海理化電機製作所,0.598
7202.T,9856.T,ケーユーホールディングス,0.596
7202.T,7201.T,日産自動車,0.584
7202.T,7246.T,プレス工業,0.575
7202.T,7242.T,カヤバ,0.573
