コード,銘柄名,業種33,規模,新業種,method
3901,マークラインズ,情報・通信業,TOPIX Small 2,,
3150,グリムス,電気・ガス業,TOPIX Small 2,資源・エネルギー・農林水産,rule
3444,菊池製作所,金属製品,-,金属製品・金属加工,rule
3928,マイネット,情報・通信業,-,,
6988,日東電工,化学,TOPIX Mid400,,
4811,ドリーム・アーツ,情報・通信業,-,,
9331,キャスター,サービス業,-,,
4558,中京医薬品,医薬品,-,医薬品・バイオ,rule
7094,ＮｅｘＴｏｎｅ,サービス業,-,,
1848,富士ピー・エス,建設業,-,,
2288,丸大食品,食料品,TOPIX Small 2,,
9237,笑美面,サービス業,-,,
250A,シマダヤ,食料品,TOPIX Small 2,,
2146,ＵＴグループ,サービス業,TOPIX Small 1,,
2354,ＹＥ　ＤＩＧＩＴＡＬ,情報・通信業,-,,
6088,シグマクシス・ホールディングス,サービス業,TOPIX Small 1,,
2753,あみやき亭,小売業,TOPIX Small 2,,
4323,日本システム技術,情報・通信業,TOPIX Small 2,,
8115,ムーンバット,卸売業,-,,
5903,シンポ,金属製品,-,金属製品・金属加工,rule
7716,ナカニシ,精密機器,-,計測・分析・光学機器,rule
7956,ピジョン,その他製品,TOPIX Mid400,,
3922,ＰＲ　ＴＩＭＥＳ,情報・通信業,TOPIX Small 2,,
6841,横河電機,電気機器,TOPIX Mid400,,
6454,マックス,機械,TOPIX Small 1,,
2573,北海道コカ・コーラボトリング,食料品,-,,
2929,ファーマフーズ,食料品,TOPIX Small 2,,
2112,塩水港精糖,食料品,-,,
5482,愛知製鋼,鉄鋼,TOPIX Small 1,鉄鋼・非鉄金属,rule
2139,中広,サービス業,-,,
4783,ＮＣＤ,情報・通信業,-,,
4013,勤次郎,情報・通信業,-,,
4890,坪田ラボ,医薬品,-,医薬品・バイオ,rule
3992,ニーズウェル,情報・通信業,-,,
7014,名村造船所,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
9307,杉村倉庫,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
2751,テンポスホールディングス,卸売業,-,,
2376,サイネックス,サービス業,-,,
5533,エリッツホールディングス,不動産業,-,,
5929,三和ホールディングス,金属製品,TOPIX Mid400,金属製品・金属加工,rule
4498,サイバートラスト,情報・通信業,-,,
4933,Ｉ－ｎｅ,化学,TOPIX Small 2,,
9367,大東港運,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9927,ワットマン,小売業,-,,
3591,ワコールホールディングス,繊維製品,TOPIX Mid400,繊維・紙パルプ,rule
5257,ノバシステム,情報・通信業,-,,
4203,住友ベークライト,化学,TOPIX Mid400,,
3075,銚子丸,小売業,-,,
5721,エスクリプトエナジー,非鉄金属,-,鉄鋼・非鉄金属,rule
7134,アップガレージグループ,小売業,-,,
6184,鎌倉新書,サービス業,TOPIX Small 2,,
3744,サイオス,情報・通信業,-,,
4523,エーザイ,医薬品,TOPIX Mid400,医薬品・バイオ,rule
9423,フォーバル・リアルストレート,情報・通信業,-,,
3635,コーエーテクモホールディングス,情報・通信業,TOPIX Mid400,,
5991,日本発條,金属製品,TOPIX Mid400,金属製品・金属加工,rule
9735,セコム,サービス業,TOPIX Large70,,
5214,日本電気硝子,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
2130,メンバーズ,サービス業,TOPIX Small 2,,
9216,ビーウィズ,サービス業,TOPIX Small 2,,
4481,ベース,情報・通信業,TOPIX Small 2,,
4722,フューチャー,情報・通信業,TOPIX Small 1,,
3221,ヨシックスホールディングス,小売業,TOPIX Small 2,,
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,情報・通信業,-,,
4151,協和キリン,医薬品,TOPIX Mid400,医薬品・バイオ,rule
6037,楽待,サービス業,-,,
7832,バンダイナムコホールディングス,その他製品,TOPIX Large70,,
3495,香陵住販,不動産業,-,,
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
4528,小野薬品工業,医薬品,TOPIX Mid400,医薬品・バイオ,rule
3837,アドソル日進,情報・通信業,TOPIX Small 2,,
3626,ＴＩＳ,情報・通信業,TOPIX Mid400,,
303A,ｖｉｓｕｍｏ,情報・通信業,-,,
4596,窪田製薬ホールディングス,医薬品,-,医薬品・バイオ,rule
4208,ＵＢＥ,化学,TOPIX Mid400,,
4582,シンバイオ製薬,医薬品,-,医薬品・バイオ,rule
8132,シナネンホールディングス,卸売業,TOPIX Small 2,,
3747,インタートレード,情報・通信業,-,,
8089,ナイス,卸売業,-,,
1515,日鉄鉱業,鉱業,TOPIX Small 1,資源・エネルギー・農林水産,rule
5256,Ｆｕｓｉｃ,情報・通信業,-,,
145A,Ｌ　ｉｓ　Ｂ,情報・通信業,-,,
5269,日本コンクリート工業,ガラス・土石製品,TOPIX Small 2,ガラス・セラミックス・ゴム,rule
2980,ＳＲＥホールディングス,不動産業,TOPIX Small 2,,
2531,宝ホールディングス,食料品,TOPIX Mid400,,
5580,プロディライト,情報・通信業,-,,
4848,フルキャストホールディングス,サービス業,TOPIX Small 2,,
5572,Ｒｉｄｇｅ－ｉ,情報・通信業,-,,
254A,ＡＩフュージョンキャピタルグループ,証券、商品先物取引業,-,証券・保険・その他金融,rule
4816,東映アニメーション,情報・通信業,-,,
7793,イメージ・マジック,その他製品,-,,
4751,サイバーエージェント,サービス業,TOPIX Mid400,,
3562,Ｎｏ．１,卸売業,-,,
3116,トヨタ紡織,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
6101,ツガミ,機械,TOPIX Small 1,,
3088,マツキヨココカラ＆カンパニー,小売業,TOPIX Mid400,,
2208,ブルボン,食料品,-,,
9421,エヌジェイホールディングス,情報・通信業,-,,
3649,ファインデックス,情報・通信業,TOPIX Small 2,,
9818,大丸エナウィン,卸売業,-,,
6235,オプトラン,機械,TOPIX Small 1,,
2726,パルグループホールディングス,小売業,TOPIX Small 1,,
5034,ｕｎｅｒｒｙ,情報・通信業,-,,
9941,太洋物産,卸売業,-,,
9068,丸全昭和運輸,陸運業,TOPIX Small 1,,
476A,辻・本郷ＩＴコンサルティング,情報・通信業,-,,
7183,あんしん保証,その他金融業,-,証券・保険・その他金融,rule
5108,ブリヂストン,ゴム製品,TOPIX Large70,ガラス・セラミックス・ゴム,rule
9256,サクシード,サービス業,-,,
7059,コプロ・ホールディングス,サービス業,-,,
4912,ライオン,化学,TOPIX Mid400,,
9880,イノテック,電気機器,TOPIX Small 2,,
7867,タカラトミー,その他製品,TOPIX Mid400,,
4597,ソレイジア・ファーマ,医薬品,-,医薬品・バイオ,rule
6658,シライ電子工業,電気機器,-,,
4345,シーティーエス,サービス業,TOPIX Small 2,,
1333,Ｕｍｉｏｓ,水産・農林業,TOPIX Mid400,資源・エネルギー・農林水産,rule
1980,ダイダン,建設業,TOPIX Small 1,,
5031,モイ,情報・通信業,-,,
2117,ウェルネオシュガー,食料品,TOPIX Small 2,,
7570,橋本総業ホールディングス,卸売業,TOPIX Small 2,,
6800,ヨコオ,電気機器,TOPIX Small 2,,
2780,コメ兵ホールディングス,小売業,-,,
219A,Ｈｅａｒｔｓｅｅｄ,医薬品,-,医薬品・バイオ,rule
2217,モロゾフ,食料品,TOPIX Small 2,,
5699,イボキン,鉄鋼,-,鉄鋼・非鉄金属,rule
7694,いつも,小売業,-,,
8151,東陽テクニカ,卸売業,TOPIX Small 2,,
6134,ＦＵＪＩ,機械,TOPIX Mid400,,
299A,クラシル,サービス業,-,,
3788,ＧＭＯグローバルサイン・ホールディングス,情報・通信業,TOPIX Small 2,,
5337,ダントーホールディングス,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
350A,デジタルグリッド,電気・ガス業,-,資源・エネルギー・農林水産,rule
7840,フランスベッドホールディングス,その他製品,TOPIX Small 2,,
146A,コロンビア・ワークス,不動産業,-,,
9928,ミロク情報サービス,情報・通信業,TOPIX Small 2,,
3558,ジェイドグループ,小売業,-,,
3329,東和フードサービス,小売業,-,,
4193,ファブリカホールディングス,情報・通信業,-,,
3140,ＢＲＵＮＯ,卸売業,-,,
6845,アズビル,電気機器,TOPIX Mid400,,
1921,巴コーポレーション,建設業,-,,
6018,阪神内燃機工業,輸送用機器,-,自動車・輸送用機器,rule
4264,セキュア,情報・通信業,-,,
1898,世紀東急工業,建設業,TOPIX Small 1,,
7177,ＧＭＯフィナンシャルホールディングス,証券、商品先物取引業,-,証券・保険・その他金融,rule
4985,アース製薬,化学,TOPIX Small 1,,
6994,指月電機製作所,電気機器,-,,
7818,トランザクション,その他製品,TOPIX Small 2,,
4375,セーフィー,情報・通信業,-,,
6551,ツナググループ・ホールディングス,サービス業,-,,
1969,高砂熱学工業,建設業,TOPIX Mid400,,
6707,サンケン電気,電気機器,TOPIX Mid400,,
4404,ミヨシ油脂,食料品,-,,
3791,ＩＧポート,情報・通信業,-,,
6869,シスメックス,電気機器,TOPIX Mid400,,
6526,ソシオネクスト,電気機器,TOPIX Mid400,,
7357,ジオコード,サービス業,-,,
9159,Ｗ　ＴＯＫＹＯ,サービス業,-,,
3664,ＷＩＺＥ,情報・通信業,-,,
4979,ＯＡＴアグリオ,化学,TOPIX Small 2,,
4825,ウェザーニューズ,情報・通信業,TOPIX Small 1,,
9948,アークス,小売業,TOPIX Small 1,,
2269,明治ホールディングス,食料品,TOPIX Mid400,,
5713,住友金属鉱山,非鉄金属,TOPIX Mid400,鉄鋼・非鉄金属,rule
8929,青山財産ネットワークス,不動産業,-,,
4168,ヤプリ,情報・通信業,-,,
2809,キユーピー,食料品,TOPIX Mid400,,
4966,上村工業,化学,-,,
2667,イメージ　ワン,卸売業,-,,
8070,東京産業,卸売業,TOPIX Small 2,,
5698,エンビプロ・ホールディングス,鉄鋼,TOPIX Small 2,鉄鋼・非鉄金属,rule
4320,ＣＥホールディングス,情報・通信業,-,,
7481,尾家産業,卸売業,-,,
7033,マネジメントソリューションズ,サービス業,TOPIX Small 2,,
3931,バリューゴルフ,情報・通信業,-,,
5631,日本製鋼所,機械,TOPIX Mid400,,
5703,日本軽金属ホールディングス,非鉄金属,TOPIX Small 1,鉄鋼・非鉄金属,rule
5857,ＡＲＥホールディングス,非鉄金属,TOPIX Small 1,鉄鋼・非鉄金属,rule
6471,日本精工,機械,TOPIX Mid400,,
5869,早稲田学習研究会,サービス業,-,,
2593,伊藤園,食料品,TOPIX Mid400,,
3271,ＴＨＥグローバル社,不動産業,-,,
3538,ウイルプラスホールディングス,小売業,-,,
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,卸売業,-,,
4928,ノエビアホールディングス,化学,TOPIX Small 1,,
4658,日本空調サービス,サービス業,TOPIX Small 2,,
4237,フジプレアム,化学,-,,
1417,ミライト・ワン,建設業,TOPIX Mid400,,
9417,スマートバリュー,情報・通信業,-,,
2331,ＡＬＳＯＫ,サービス業,TOPIX Mid400,,
1723,日本電技,建設業,-,,
6962,大真空,電気機器,TOPIX Small 2,,
6785,鈴木,電気機器,TOPIX Small 2,,
7443,横浜魚類,卸売業,-,,
4099,四国化成ホールディングス,化学,TOPIX Small 2,,
4109,ステラ　ケミファ,化学,TOPIX Small 1,,
4820,イーエムシステムズ,情報・通信業,TOPIX Small 2,,
6996,ニチコン,電気機器,TOPIX Small 1,,
2410,キャリアデザインセンター,サービス業,-,,
5393,ニチアス,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
7261,マツダ,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
5574,ＡＢＥＪＡ,情報・通信業,-,,
4975,ＪＣＵ,化学,TOPIX Small 1,,
2998,クリアル,不動産業,-,,
7826,フルヤ金属,その他製品,TOPIX Small 1,,
1961,三機工業,建設業,TOPIX Small 1,,
4579,ラクオリア創薬,医薬品,-,医薬品・バイオ,rule
6440,ＪＵＫＩ,機械,TOPIX Small 2,,
9556,ＩＮＴＬＯＯＰ,サービス業,-,,
7081,コーユーレンティア,サービス業,-,,
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,情報・通信業,-,,
4182,三菱瓦斯化学,化学,TOPIX Mid400,,
6617,東光高岳,電気機器,TOPIX Small 2,,
6584,三櫻工業,輸送用機器,TOPIX Small 2,自動車・輸送用機器,rule
6775,ＴＢグループ,電気機器,-,,
479A,ＰＲＯＮＩ,情報・通信業,-,,
4527,ロート製薬,医薬品,TOPIX Mid400,医薬品・バイオ,rule
3741,セック,情報・通信業,TOPIX Small 2,,
7939,研創,その他製品,-,,
3763,プロシップ,情報・通信業,TOPIX Small 2,,
2317,システナ,情報・通信業,TOPIX Small 1,,
6099,エラン,サービス業,TOPIX Small 2,,
8139,ナガホリ,卸売業,-,,
8198,マックスバリュ東海,小売業,-,,
4398,ブロードバンドセキュリティ,情報・通信業,-,,
4575,キャンバス,医薬品,-,医薬品・バイオ,rule
2127,日本Ｍ＆Ａセンターホールディングス,サービス業,TOPIX Mid400,,
6396,宇野澤組鐵工所,機械,-,,
6616,トレックス・セミコンダクター,電気機器,TOPIX Small 2,,
1840,土屋ホールディングス,建設業,-,,
4075,ブレインズテクノロジー,情報・通信業,-,,
3393,スターティアホールディングス,卸売業,-,,
9816,ストライダーズ,不動産業,-,,
4812,電通総研,情報・通信業,TOPIX Small 1,,
4293,セプテーニ・ホールディングス,サービス業,-,,
7606,ユナイテッドアローズ,小売業,TOPIX Small 1,,
4536,参天製薬,医薬品,TOPIX Mid400,医薬品・バイオ,rule
4199,ワンダープラネット,情報・通信業,-,,
6622,ダイヘン,電気機器,TOPIX Small 1,,
3105,日清紡ホールディングス,電気機器,TOPIX Mid400,,
300A,ＭＩＣ,サービス業,-,,
3989,シェアリングテクノロジー,情報・通信業,-,,
324A,ブッキングリゾート,サービス業,-,,
3936,グローバルウェイ,情報・通信業,-,,
5586,Ｌａｂｏｒｏ．ＡＩ,情報・通信業,-,,
7068,フィードフォースグループ,サービス業,-,,
2379,ディップ,サービス業,TOPIX Small 1,,
4015,ペイクラウドホールディングス,情報・通信業,-,,
9238,バリュークリエーション,サービス業,-,,
2459,アウンコンサルティング,サービス業,-,,
4684,オービック,情報・通信業,TOPIX Mid400,,
4118,カネカ,化学,TOPIX Mid400,,
6058,ベクトル,サービス業,TOPIX Small 2,,
335A,ミライロ,情報・通信業,-,,
5287,イトーヨーギョー,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
5028,セカンドサイトアナリティカ,情報・通信業,-,,
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,情報・通信業,-,,
147A,ソラコム,情報・通信業,-,,
6856,堀場製作所,電気機器,TOPIX Mid400,,
148A,ハッチ・ワーク,情報・通信業,-,,
4446,Ｌｉｎｋ－Ｕグループ,情報・通信業,-,,
9602,東宝,情報・通信業,TOPIX Mid400,,
4493,サイバーセキュリティクラウド,情報・通信業,-,,
9960,東テク,卸売業,TOPIX Small 1,,
2749,ＪＰホールディングス,サービス業,TOPIX Small 1,,
519A,ベーシック,情報・通信業,-,,
4055,ティアンドエスグループ,情報・通信業,-,,
9517,イーレックス,電気・ガス業,TOPIX Small 2,資源・エネルギー・農林水産,rule
3712,情報企画,情報・通信業,-,,
2801,キッコーマン,食料品,TOPIX Mid400,,
4063,信越化学工業,化学,TOPIX Core30,,
7636,ハンズマン,小売業,-,,
7236,ティラド,輸送用機器,TOPIX Small 2,自動車・輸送用機器,rule
9759,ＮＳＤ,情報・通信業,TOPIX Mid400,,
7461,キムラ,卸売業,-,,
3323,レカム,卸売業,-,,
7283,愛三工業,輸送用機器,TOPIX Small 1,自動車・輸送用機器,rule
7719,東京衡機,精密機器,-,計測・分析・光学機器,rule
2804,ブルドックソース,食料品,TOPIX Small 2,,
4192,スパイダープラス,情報・通信業,-,,
7089,フォースタートアップス,サービス業,-,,
3762,テクマトリックス,情報・通信業,TOPIX Small 1,,
6055,ジャパンマテリアル,サービス業,TOPIX Small 1,,
4813,ＡＣＣＥＳＳ,情報・通信業,-,,
3804,システム　ディ,情報・通信業,-,,
3708,特種東海製紙,パルプ・紙,TOPIX Small 2,繊維・紙パルプ,rule
6254,野村マイクロ・サイエンス,機械,TOPIX Small 1,,
9936,王将フードサービス,小売業,TOPIX Small 1,,
9560,プログリット,サービス業,-,,
5612,日本鋳鉄管,鉄鋼,-,鉄鋼・非鉄金属,rule
7774,ジャパン・ティッシュエンジニアリング,精密機器,-,計測・分析・光学機器,rule
5334,日本特殊陶業,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
6023,ダイハツインフィニアース,輸送用機器,-,自動車・輸送用機器,rule
4382,ＨＥＲＯＺ,情報・通信業,TOPIX Small 2,,
6086,シンメンテホールディングス,サービス業,-,,
4495,アイキューブドシステムズ,情報・通信業,-,,
4286,ＣＬホールディングス,サービス業,TOPIX Small 2,,
173A,ハンモック,情報・通信業,-,,
366A,ウェルネス・コミュニケーションズ,サービス業,-,,
4584,キッズウェル・バイオ,医薬品,-,医薬品・バイオ,rule
4923,コタ,化学,TOPIX Small 2,,
1431,Ｌｉｂ　Ｗｏｒｋ,建設業,-,,
5285,ヤマックス,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
8282,ケーズホールディングス,小売業,TOPIX Mid400,,
5905,日本製罐,金属製品,-,金属製品・金属加工,rule
5333,ＮＧＫ,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
4347,ブロードメディア,サービス業,-,,
9385,ショーエイコーポレーション,化学,-,,
7906,ヨネックス,その他製品,-,,
3840,パス,情報・通信業,-,,
3593,ホギメディカル,繊維製品,TOPIX Small 1,繊維・紙パルプ,rule
6727,ワコム,電気機器,TOPIX Small 1,,
9691,両毛システムズ,情報・通信業,-,,
2201,森永製菓,食料品,TOPIX Mid400,,
3031,ラクーンホールディングス,情報・通信業,TOPIX Small 2,,
6545,インターネットインフィニティー,サービス業,-,,
1951,エクシオグループ,建設業,TOPIX Mid400,,
1801,大成建設,建設業,TOPIX Mid400,,
4189,ＫＨネオケム,化学,TOPIX Small 1,,
9436,沖縄セルラー電話,情報・通信業,-,,
5885,ジーデップ・アドバンス,卸売業,-,,
1942,関電工,建設業,TOPIX Mid400,,
3845,アイフリークモバイル,情報・通信業,-,,
4165,プレイド,情報・通信業,-,,
4828,ビジネスエンジニアリング,情報・通信業,TOPIX Small 2,,
7378,アシロ,サービス業,-,,
3633,ＧＭＯペパボ,情報・通信業,TOPIX Small 2,,
8919,カチタス,不動産業,TOPIX Small 1,,
8783,ａｂｃ,その他金融業,-,証券・保険・その他金融,rule
3660,アイスタイル,情報・通信業,TOPIX Small 1,,
5992,中央発條,金属製品,TOPIX Small 2,金属製品・金属加工,rule
4583,カイオム・バイオサイエンス,医薬品,-,医薬品・バイオ,rule
6548,旅工房,サービス業,-,,
7259,アイシン,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
8167,リテールパートナーズ,小売業,TOPIX Small 2,,
4043,トクヤマ,化学,TOPIX Mid400,,
2321,ソフトフロントホールディングス,情報・通信業,-,,
6473,ジェイテクト,機械,TOPIX Mid400,,
1909,日本ドライケミカル,機械,-,,
4538,扶桑薬品工業,医薬品,TOPIX Small 2,医薬品・バイオ,rule
4441,トビラシステムズ,情報・通信業,-,,
6614,シキノハイテック,電気機器,-,,
7729,東京精密,精密機器,TOPIX Mid400,計測・分析・光学機器,rule
9435,光通信,情報・通信業,TOPIX Mid400,,
9989,サンドラッグ,小売業,TOPIX Mid400,,
4056,ニューラルグループ,情報・通信業,-,,
4549,栄研化学,医薬品,TOPIX Small 1,医薬品・バイオ,rule
253A,ＥＴＳグループ,建設業,-,,
4437,ｇｏｏｄｄａｙｓホールディングス,情報・通信業,-,,
6330,東洋エンジニアリング,建設業,TOPIX Small 2,,
9039,サカイ引越センター,陸運業,TOPIX Small 1,,
1948,弘電社,建設業,-,,
5029,サークレイス,情報・通信業,-,,
8097,三愛オブリ,卸売業,TOPIX Small 1,,
7995,バルカー,化学,TOPIX Small 1,,
4396,システムサポートホールディングス,情報・通信業,TOPIX Small 2,,
6573,ＣＲＡＶＩＡ,サービス業,-,,
5384,フジミインコーポレーテッド,ガラス・土石製品,TOPIX Small 1,ガラス・セラミックス・ゴム,rule
369A,エータイ,サービス業,-,,
9561,グラッドキューブ,サービス業,-,,
3683,サイバーリンクス,情報・通信業,-,,
3317,フライングガーデン,小売業,-,,
8923,トーセイ,不動産業,TOPIX Small 1,,
274A,ガーデン,小売業,-,,
4896,ケイファーマ,医薬品,-,医薬品・バイオ,rule
7730,マニー,精密機器,TOPIX Small 1,計測・分析・光学機器,rule
7317,松屋アールアンドディ,輸送用機器,-,自動車・輸送用機器,rule
9342,スマサポ,サービス業,-,,
6301,小松製作所,機械,TOPIX Large70,,
5575,Ｇｌｏｂｅｅ,情報・通信業,-,,
6696,トラース・オン・プロダクト,電気機器,-,,
4242,タカギセイコー,化学,-,,
446A,ノースサンド,サービス業,-,,
9554,ＡＶｉＣ,サービス業,-,,
6855,日本電子材料,電気機器,TOPIX Small 2,,
4676,フジ・メディア・ホールディングス,情報・通信業,TOPIX Mid400,,
9757,船井総研ホールディングス,サービス業,TOPIX Small 1,,
4968,荒川化学工業,化学,TOPIX Small 2,,
6323,ローツェ,機械,TOPIX Mid400,,
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,サービス業,-,,
6490,ＰＩＬＬＡＲ,機械,TOPIX Small 1,,
7291,日本プラスト,輸送用機器,-,自動車・輸送用機器,rule
7564,ワークマン,小売業,-,,
6407,ＣＫＤ,機械,TOPIX Small 1,,
3964,オークネット,情報・通信業,TOPIX Small 2,,
6268,ナブテスコ,機械,TOPIX Mid400,,
7944,ローランド,その他製品,TOPIX Small 1,,
4425,Ｋｕｄａｎ,情報・通信業,-,,
3038,神戸物産,卸売業,TOPIX Mid400,,
7345,アイ・パートナーズフィナンシャル,その他金融業,-,証券・保険・その他金融,rule
3539,ＪＭホールディングス,小売業,TOPIX Small 2,,
9913,日邦産業,卸売業,-,,
1436,グリーンエナジー＆カンパニー,建設業,-,,
7812,クレステック,その他製品,-,,
2270,雪印メグミルク,食料品,TOPIX Small 1,,
5254,Ａｒｅｎｔ,情報・通信業,-,,
6315,ＴＯＷＡ,機械,TOPIX Small 1,,
3696,セレス,情報・通信業,TOPIX Small 2,,
6866,日置電機,電気機器,TOPIX Small 1,,
2156,セーラー広告,サービス業,-,,
4397,チームスピリット,情報・通信業,-,,
4180,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,情報・通信業,TOPIX Small 1,,
9882,イエローハット,卸売業,TOPIX Small 1,,
8836,ＲＩＳＥ,不動産業,-,,
4092,日本化学工業,化学,TOPIX Small 2,,
9697,カプコン,情報・通信業,TOPIX Mid400,,
6954,ファナック,電気機器,TOPIX Large70,,
9744,メイテックグループホールディングス,サービス業,TOPIX Mid400,,
2997,ストレージ王,不動産業,-,,
2163,アルトナー,サービス業,-,,
4288,アズジェント,情報・通信業,-,,
5616,雨風太陽,情報・通信業,-,,
5351,品川リフラ,ガラス・土石製品,TOPIX Small 1,ガラス・セラミックス・ゴム,rule
4499,Ｓｐｅｅｅ,情報・通信業,-,,
1446,キャンディル,建設業,-,,
4371,コアコンセプト・テクノロジー,情報・通信業,-,,
421A,ムービン・ストラテジック・キャリア,サービス業,-,,
4019,スタメン,情報・通信業,-,,
9658,ビジネスブレイン太田昭和,情報・通信業,TOPIX Small 2,,
2124,ジェイエイシーリクルートメント,サービス業,TOPIX Small 1,,
8056,ＢＩＰＲＯＧＹ,情報・通信業,TOPIX Mid400,,
3694,オプティム,情報・通信業,TOPIX Small 2,,
3191,ジョイフル本田,小売業,TOPIX Small 1,,
4369,トリケミカル研究所,化学,TOPIX Small 1,,
7368,表示灯,サービス業,-,,
6955,ＦＤＫ,電気機器,-,,
2685,アンドエスティＨＤ,小売業,TOPIX Small 1,,
5252,日本ナレッジ,情報・通信業,-,,
4194,ビジョナル,情報・通信業,TOPIX Mid400,,
4444,インフォネット,情報・通信業,-,,
4484,ランサーズ,情報・通信業,-,,
4073,ジィ・シィ企画,情報・通信業,-,,
4246,ダイキョーニシカワ,化学,TOPIX Small 2,,
3914,ＪＩＧ－ＳＡＷ,情報・通信業,-,,
3177,ありがとうサービス,小売業,-,,
7036,イーエムネットジャパン,サービス業,-,,
4021,日産化学,化学,TOPIX Mid400,,
6632,ＪＶＣケンウッド,電気機器,TOPIX Mid400,,
2211,不二家,食料品,TOPIX Small 2,,
6965,浜松ホトニクス,電気機器,TOPIX Mid400,,
3979,うるる,情報・通信業,-,,
7599,ＩＤＯＭ,卸売業,TOPIX Small 1,,
7581,サイゼリヤ,小売業,TOPIX Small 1,,
6861,キーエンス,電気機器,TOPIX Core30,,
6819,伊豆シャボテンリゾート,サービス業,-,,
2970,ＧＬＣ　ＧＲＯＵＰ,不動産業,-,,
3433,トーカロ,金属製品,TOPIX Small 1,金属製品・金属加工,rule
6200,インソース,サービス業,TOPIX Small 1,,
6208,石川製作所,機械,-,,
2375,ギグワークス,サービス業,-,,
6368,オルガノ,機械,TOPIX Mid400,,
6457,グローリー,機械,TOPIX Mid400,,
7760,ＩＭＶ,精密機器,-,計測・分析・光学機器,rule
4539,日本ケミファ,医薬品,-,医薬品・バイオ,rule
6645,オムロン,電気機器,TOPIX Mid400,,
6503,三菱電機,電気機器,TOPIX Core30,,
7735,ＳＣＲＥＥＮホールディングス,電気機器,TOPIX Mid400,,
5341,ＡＳＡＨＩ　ＥＩＴＯホールディングス,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
2180,サニーサイドアップグループ,サービス業,-,,
4419,Ｆｉｎａｔｅｘｔホールディングス,情報・通信業,-,,
6754,アンリツ,電気機器,TOPIX Mid400,,
5884,クラダシ,小売業,-,,
7198,ＳＢＩアルヒ,その他金融業,TOPIX Small 2,証券・保険・その他金融,rule
5588,ファーストアカウンティング,情報・通信業,-,,
6963,ローム,電気機器,TOPIX Mid400,,
9439,エム・エイチ・グループ,サービス業,-,,
9065,山九,陸運業,TOPIX Mid400,,
1384,ホクリヨウ,水産・農林業,-,資源・エネルギー・農林水産,rule
4594,ブライトパス・バイオ,医薬品,-,医薬品・バイオ,rule
8931,和田興産,不動産業,-,,
4592,サンバイオ,医薬品,-,医薬品・バイオ,rule
4563,アンジェス,医薬品,-,医薬品・バイオ,rule
3661,エムアップホールディングス,情報・通信業,TOPIX Small 1,,
4256,サインド,情報・通信業,-,,
4937,Ｗａｑｏｏ,化学,-,,
4894,クオリプス,医薬品,-,医薬品・バイオ,rule
3237,イントランス,不動産業,-,,
2937,サンクゼール,食料品,-,,
4377,ワンキャリア,情報・通信業,-,,
8095,アステナホールディングス,卸売業,TOPIX Small 2,,
7776,セルシード,精密機器,-,計測・分析・光学機器,rule
4071,プラスアルファ・コンサルティング,情報・通信業,TOPIX Small 1,,
4765,ＳＢＩグローバルアセットマネジメント,サービス業,TOPIX Small 2,,
330A,ＴａｌｅｎｔＸ,情報・通信業,-,,
6522,アスタリスク,電気機器,-,,
6757,ＯＳＧコーポレーション,電気機器,-,,
4196,ネオマーケティング,情報・通信業,-,,
7202,いすゞ自動車,輸送用機器,TOPIX Mid400,自動車・輸送用機器,rule
6182,メタリアル,サービス業,-,,
7088,フォーラムエンジニアリング,サービス業,-,,
6504,富士電機,電気機器,TOPIX Mid400,,
6941,山一電機,電気機器,TOPIX Small 1,,
4887,サワイグループホールディングス,医薬品,TOPIX Mid400,医薬品・バイオ,rule
9424,日本通信,情報・通信業,TOPIX Small 2,,
7096,ステムセル研究所,サービス業,-,,
3695,ＧＭＯプロダクトプラットフォーム,情報・通信業,-,,
4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,医薬品,-,医薬品・バイオ,rule
