コード,銘柄名,業種33,規模,新業種,method
5233,太平洋セメント,ガラス・土石製品,TOPIX Mid400,ガラス・セラミックス・ゴム,rule
4324,電通グループ,サービス業,TOPIX Mid400,,
9362,兵機海運,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9201,日本航空,空運業,TOPIX Mid400,鉄道・バス・旅客運輸,rule
9731,白洋舎,サービス業,-,,
6310,井関農機,機械,TOPIX Small 2,,
9351,東洋埠頭,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
5021,コスモエネルギーホールディングス,石油・石炭製品,TOPIX Mid400,資源・エネルギー・農林水産,rule
4680,ラウンドワン,サービス業,TOPIX Mid400,,
9202,ＡＮＡホールディングス,空運業,TOPIX Large70,鉄道・バス・旅客運輸,rule
5411,ＪＦＥホールディングス,鉄鋼,TOPIX Mid400,鉄鋼・非鉄金属,rule
4679,田谷,サービス業,-,,
205A,ロゴスホールディングス,建設業,-,,
8912,エリアクエスト,不動産業,-,,
7127,一家ホールディングス,小売業,-,,
4650,ＳＤエンターテイメント,サービス業,-,,
2791,大黒天物産,小売業,TOPIX Small 1,,
9206,スターフライヤー,空運業,-,鉄道・バス・旅客運輸,rule
7502,プラザホールディングス,サービス業,-,,
7320,Ｓｏｌｖｖｙ,その他金融業,-,証券・保険・その他金融,rule
9616,共立メンテナンス,サービス業,TOPIX Mid400,,
9250,ＧＲＣＳ,サービス業,-,,
4040,南海化学,化学,-,,
3034,クオールホールディングス,小売業,TOPIX Small 1,,
352A,ＬＯＩＶＥ,サービス業,-,,
9850,グルメ杵屋,小売業,TOPIX Small 2,,
9978,文教堂グループホールディングス,小売業,-,,
9009,京成電鉄,陸運業,TOPIX Mid400,,
4228,積水化成品工業,化学,TOPIX Small 2,,
4707,キタック,サービス業,-,,
9369,キユーソー流通システム,倉庫・運輸関連業,TOPIX Small 2,貨物・物流・倉庫,rule
1711,ＳＤＳホールディングス,建設業,-,,
9761,東海リース,サービス業,-,,
4502,武田薬品工業,医薬品,TOPIX Core30,医薬品・バイオ,rule
7426,山大,卸売業,-,,
8278,フジ,小売業,TOPIX Small 1,,
9324,安田倉庫,倉庫・運輸関連業,TOPIX Small 2,貨物・物流・倉庫,rule
6233,ＫＬＡＳＳ,機械,-,,
6183,ベルシステム２４ホールディングス,サービス業,TOPIX Small 2,,
6562,ジーニー,サービス業,-,,
5532,リアルゲイト,不動産業,-,,
8802,三菱地所,不動産業,TOPIX Large70,,
6181,タメニー,サービス業,-,,
3479,ティーケーピー,不動産業,-,,
7494,コナカ,小売業,-,,
8801,三井不動産,不動産業,TOPIX Large70,,
9823,マミーマートホールディングス,小売業,-,,
3286,トラストホールディングス,不動産業,-,,
2789,カルラ,小売業,-,,
7616,コロワイド,小売業,TOPIX Mid400,,
9119,飯野海運,海運業,TOPIX Small 1,貨物・物流・倉庫,rule
367A,プリモグローバルホールディングス,小売業,-,,
5248,テクノロジーズ,情報・通信業,-,,
7601,ポプラ,小売業,-,,
3160,大光,卸売業,-,,
4381,ビープラッツ,情報・通信業,-,,
8242,エイチ・ツー・オー　リテイリング,小売業,TOPIX Mid400,,
3557,ユナイテッド＆コレクティブ,小売業,-,,
6571,キュービーネットホールディングス,サービス業,TOPIX Small 2,,
8025,ツカモトコーポレーション,卸売業,-,,
9878,セキド,小売業,-,,
7918,ヴィア・ホールディングス,小売業,-,,
6189,グローバルキッズＣＯＭＰＡＮＹ,サービス業,-,,
3010,ポラリス・ホールディングス,サービス業,-,,
9679,ホウライ,サービス業,-,,
2162,ｎｍｓ　ホールディングス,サービス業,-,,
1873,日本ハウスホールディングス,建設業,TOPIX Small 2,,
4005,住友化学,化学,TOPIX Mid400,,
286A,ユカリア,サービス業,-,,
9361,伏木海陸運送,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
8217,オークワ,小売業,TOPIX Small 2,,
3238,セントラル総合開発,不動産業,-,,
2666,オートウェーブ,小売業,-,,
7512,イオン北海道,小売業,TOPIX Small 1,,
7791,ドリームベッド,その他製品,-,,
7369,メイホーホールディングス,サービス業,-,,
3103,ユニチカ,繊維製品,TOPIX Small 2,繊維・紙パルプ,rule
7625,グローバルダイニング,小売業,-,,
3101,東洋紡,化学,TOPIX Small 1,,
9313,丸八倉庫,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9311,アサガミ,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
8818,京阪神ビルディング,不動産業,TOPIX Small 2,,
2918,わらべや日洋ホールディングス,食料品,TOPIX Small 1,,
8233,高島屋,小売業,TOPIX Mid400,,
7071,アンビスホールディングス,サービス業,TOPIX Small 2,,
9380,東海運,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9778,昴,サービス業,-,,
9069,センコーグループホールディングス,陸運業,TOPIX Mid400,,
9956,バローホールディングス,小売業,TOPIX Small 1,,
9432,ＮＴＴ,情報・通信業,TOPIX Core30,,
3192,白鳩,小売業,-,,
4691,ワシントンホテル,サービス業,-,,
9366,サンリツ,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
3021,パシフィックネット,サービス業,-,,
3612,ワールド,繊維製品,TOPIX Small 1,繊維・紙パルプ,rule
7083,ＡＨＣグループ,サービス業,-,,
9534,北海道瓦斯,電気・ガス業,TOPIX Small 2,資源・エネルギー・農林水産,rule
9704,アゴーラ　ホスピタリティー　グループ,サービス業,-,,
9399,ビート・ホールディングス・リミテッド,情報・通信業,-,,
2778,パレモ・ホールディングス,小売業,-,,
8107,キムラタン,繊維製品,-,繊維・紙パルプ,rule
3182,オイシックス・ラ・大地,小売業,TOPIX Small 1,,
9619,イチネンホールディングス,サービス業,TOPIX Small 2,,
9326,関通ホールディングス,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
9502,中部電力,電気・ガス業,TOPIX Mid400,資源・エネルギー・農林水産,rule
9251,ＡＢ＆Ｃｏｍｐａｎｙ,サービス業,-,,
7686,ひとまいる,小売業,-,,
2933,紀文食品,食料品,TOPIX Small 2,,
8273,イズミ,小売業,TOPIX Small 1,,
4343,イオンファンタジー,サービス業,TOPIX Small 2,,
4615,神東塗料,化学,-,,
4245,ダイキアクシス,化学,-,,
4720,城南進学研究社,サービス業,-,,
8181,東天紅,小売業,-,,
7743,シード,精密機器,-,計測・分析・光学機器,rule
2502,アサヒグループホールディングス,食料品,TOPIX Large70,,
9142,九州旅客鉄道,陸運業,TOPIX Mid400,,
3086,Ｊ．フロント　リテイリング,小売業,TOPIX Mid400,,
9846,天満屋ストア,小売業,-,,
9166,ＧＥＮＤＡ,サービス業,-,,
3326,ランシステム,サービス業,-,,
3861,王子ホールディングス,パルプ・紙,TOPIX Mid400,繊維・紙パルプ,rule
8830,住友不動産,不動産業,TOPIX Large70,,
549A,ヒトトヒトホールディングス,サービス業,-,,
3289,東急不動産ホールディングス,不動産業,TOPIX Mid400,,
7814,日本創発グループ,その他製品,-,,
9045,京阪ホールディングス,陸運業,TOPIX Mid400,,
7065,ユーピーアール,サービス業,-,,
8267,イオン,小売業,TOPIX Large70,,
2653,イオン九州,小売業,-,,
3382,セブン＆アイ・ホールディングス,小売業,TOPIX Core30,,
2927,ＡＦＣ－ＨＤアムスライフサイエンス,食料品,-,,
4235,ウルトラファブリックス・ホールディングス,化学,-,,
5074,テスホールディングス,建設業,TOPIX Small 2,,
6217,津田駒工業,機械,-,,
7037,テノ．ホールディングス,サービス業,-,,
9008,京王電鉄,陸運業,TOPIX Mid400,,
9052,山陽電気鉄道,陸運業,TOPIX Small 2,,
4188,三菱ケミカルグループ,化学,TOPIX Large70,,
4100,戸田工業,化学,TOPIX Small 2,,
9051,センコン物流,陸運業,-,,
9903,カンセキ,小売業,-,,
7215,ファルテック,輸送用機器,-,自動車・輸送用機器,rule
5938,ＬＩＸＩＬ,金属製品,TOPIX Mid400,金属製品・金属加工,rule
9173,東海汽船,海運業,-,貨物・物流・倉庫,rule
5852,アーレスティ,非鉄金属,-,鉄鋼・非鉄金属,rule
6625,ＪＡＬＣＯホールディングス,不動産業,-,,
7111,ＩＮＥＳＴ,卸売業,-,,
8086,ニプロ,精密機器,TOPIX Mid400,計測・分析・光学機器,rule
9006,京浜急行電鉄,陸運業,TOPIX Mid400,,
9842,アークランズ,小売業,TOPIX Small 1,,
3293,アズマハウス,不動産業,-,,
4436,ミンカブ・ジ・インフォノイド,情報・通信業,-,,
477A,スタートライン,サービス業,-,,
2138,クルーズ,情報・通信業,-,,
9022,東海旅客鉄道,陸運業,TOPIX Large70,,
8289,Ｏｌｙｍｐｉｃグループ,小売業,-,,
7593,ＶＴホールディングス,小売業,TOPIX Small 1,,
7267,本田技研工業,輸送用機器,TOPIX Core30,自動車・輸送用機器,rule
9063,岡山県貨物運送,陸運業,-,,
8804,東京建物,不動産業,TOPIX Mid400,,
5204,石塚硝子,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
3370,フジタコーポレーション,小売業,-,,
5707,東邦亜鉛,非鉄金属,TOPIX Small 2,鉄鋼・非鉄金属,rule
6557,ＡＩＡＩグループ,サービス業,-,,
7130,ヤマエグループホールディングス,卸売業,TOPIX Small 1,,
9042,阪急阪神ホールディングス,陸運業,TOPIX Mid400,,
4651,サニックスホールディングス,サービス業,TOPIX Small 2,,
3137,ファンデリー,小売業,-,,
6218,エンシュウ,機械,-,,
9007,小田急電鉄,陸運業,TOPIX Mid400,,
8203,ＭｒＭａｘＨＤ,小売業,TOPIX Small 2,,
5940,不二サッシ,金属製品,-,金属製品・金属加工,rule
7199,プレミアグループ,その他金融業,TOPIX Small 1,証券・保険・その他金融,rule
7091,リビングプラットフォーム,サービス業,-,,
3069,ＪＦＬＡホールディングス,食料品,-,,
9023,東京地下鉄,陸運業,TOPIX Mid400,,
9223,ＡＳＮＯＶＡ,サービス業,-,,
9024,西武ホールディングス,陸運業,TOPIX Mid400,,
7808,シー・エス・ランバー,その他製品,-,,
3003,ヒューリック,不動産業,TOPIX Mid400,,
8897,ＭＩＲＡＲＴＨホールディングス,不動産業,TOPIX Small 1,,
4809,パラカ,不動産業,TOPIX Small 2,,
8143,ラピーヌ,繊維製品,-,繊維・紙パルプ,rule
3121,マーチャント・バンカーズ,サービス業,-,,
2471,エスプール,サービス業,TOPIX Small 2,,
3232,三重交通グループホールディングス,不動産業,TOPIX Small 2,,
7516,コーナン商事,小売業,TOPIX Small 1,,
4712,ＫｅｙＨｏｌｄｅｒ,サービス業,-,,
3544,サツドラホールディングス,小売業,-,,
9031,西日本鉄道,陸運業,TOPIX Mid400,,
9993,ヤマザワ,小売業,-,,
7129,ミアヘルサホールディングス,小売業,-,,
4645,市進ホールディングス,サービス業,-,,
168A,イタミアート,その他製品,-,,
9005,東急,陸運業,TOPIX Mid400,,
9723,京都ホテル,サービス業,-,,
3123,サイボー,繊維製品,-,繊維・紙パルプ,rule
2445,タカミヤ,サービス業,TOPIX Small 2,,
2485,ティア,サービス業,-,,
9656,グリーンランドリゾート,サービス業,-,,
372A,レント,サービス業,-,,
7578,ニチリョク,小売業,-,,
3524,日東製網,繊維製品,-,繊維・紙パルプ,rule
9158,シーユーシー,サービス業,-,,
6982,リード,輸送用機器,-,自動車・輸送用機器,rule
3607,クラウディアホールディングス,繊維製品,-,繊維・紙パルプ,rule
3536,アクサスホールディングス,小売業,-,,
8803,平和不動産,不動産業,TOPIX Small 1,,
7561,ハークスレイ,小売業,-,,
9081,神奈川中央交通,陸運業,TOPIX Small 2,,
9021,西日本旅客鉄道,陸運業,TOPIX Large70,,
3315,日本コークス工業,石油・石炭製品,TOPIX Small 2,資源・エネルギー・農林水産,rule
9020,東日本旅客鉄道,陸運業,TOPIX Large70,,
4678,秀英予備校,サービス業,-,,
6523,ＰＨＣホールディングス,電気機器,TOPIX Small 1,,
9204,スカイマーク,空運業,-,鉄道・バス・旅客運輸,rule
6074,ジェイエスエス,サービス業,-,,
2424,ブラス,サービス業,-,,
9268,オプティマスグループ,卸売業,-,,
9305,ヤマタネ,卸売業,TOPIX Small 2,,
2984,ヤマイチエステート,不動産業,-,,
9503,関西電力,電気・ガス業,TOPIX Mid400,資源・エネルギー・農林水産,rule
9041,近鉄グループホールディングス,陸運業,TOPIX Mid400,,
9044,ＮＡＮＫＡＩ,陸運業,TOPIX Mid400,,
5010,日本精蝋,石油・石炭製品,-,資源・エネルギー・農林水産,rule
6464,ツバキ・ナカシマ,機械,TOPIX Small 2,,
2378,ルネサンス,サービス業,TOPIX Small 2,,
5271,トーヨーアサノ,ガラス・土石製品,-,ガラス・セラミックス・ゴム,rule
3204,トーア紡コーポレーション,繊維製品,-,繊維・紙パルプ,rule
3856,Ａｂａｌａｎｃｅ,電気機器,-,,
9048,名古屋鉄道,陸運業,TOPIX Mid400,,
3011,バナーズ,小売業,-,,
9001,東武鉄道,陸運業,TOPIX Mid400,,
2687,シー・ヴイ・エス・ベイエリア,サービス業,-,,
9603,エイチ・アイ・エス,サービス業,TOPIX Small 1,,
7062,フレアス,サービス業,-,,
3880,大王製紙,パルプ・紙,TOPIX Small 1,繊維・紙パルプ,rule
9003,相鉄ホールディングス,陸運業,TOPIX Mid400,,
9519,レノバ,電気・ガス業,TOPIX Small 1,資源・エネルギー・農林水産,rule
6615,ユー・エム・シー・エレクトロニクス,電気機器,TOPIX Small 2,,
3109,シキボウ,繊維製品,TOPIX Small 2,繊維・紙パルプ,rule
8835,太平洋興発,卸売業,-,,
3422,Ｊ－ＭＡＸ,金属製品,-,金属製品・金属加工,rule
7604,梅の花グループ,小売業,-,,
8424,芙蓉総合リース,その他金融業,TOPIX Mid400,証券・保険・その他金融,rule
2747,北雄ラッキー,小売業,-,,
8425,みずほリース,その他金融業,TOPIX Small 1,証券・保険・その他金融,rule
9446,サカイホールディングス,情報・通信業,-,,
7362,Ｔ．Ｓ．Ｉ,サービス業,-,,
5994,ファインシンター,金属製品,-,金属製品・金属加工,rule
7640,トップカルチャー,小売業,-,,
6444,サンデン,機械,-,,
9082,大和自動車交通,陸運業,-,,
2796,ファーマライズホールディングス,小売業,-,,
8439,東京センチュリー,その他金融業,TOPIX Mid400,証券・保険・その他金融,rule
297A,アルピコホールディングス,小売業,-,,
7061,日本ホスピスホールディングス,サービス業,-,,
7212,エフテック,輸送用機器,-,自動車・輸送用機器,rule
9033,広島電鉄,陸運業,-,,
2291,福留ハム,食料品,-,,
4350,メディカルシステムネットワーク,小売業,TOPIX Small 2,,
9536,西部ガスホールディングス,電気・ガス業,TOPIX Small 2,資源・エネルギー・農林水産,rule
4331,テイクアンドギヴ・ニーズ,サービス業,TOPIX Small 2,,
8593,三菱ＨＣキャピタル,その他金融業,TOPIX Mid400,証券・保険・その他金融,rule
9513,電源開発,電気・ガス業,TOPIX Mid400,資源・エネルギー・農林水産,rule
9355,リンコーコーポレーション,倉庫・運輸関連業,-,貨物・物流・倉庫,rule
7515,マルヨシセンター,小売業,-,,
2373,ケア２１,サービス業,-,,
2418,ツカダ・グローバルホールディング,サービス業,-,,
5932,三協立山,金属製品,TOPIX Small 2,金属製品・金属加工,rule
7040,サン・ライフホールディング,サービス業,-,,
7831,ウイルコホールディングス,その他製品,-,,
9835,ジュンテンドー,小売業,-,,
8894,ＲＥＶＯＬＵＴＩＯＮ,不動産業,-,,
9514,エフオン,電気・ガス業,TOPIX Small 2,資源・エネルギー・農林水産,rule
3896,阿波製紙,パルプ・紙,-,繊維・紙パルプ,rule
6425,ユニバーサルエンターテインメント,機械,-,,
6186,一蔵,サービス業,-,,
