コード,新業種,source
9832,建材・資材・エネルギー卸,default
9610,コンサルティング・BPO,summary
4366,日用化学品・化粧品,summary
6331,産業機械・工作機械,default
3798,SI・受託開発(中堅),default
7456,食品・農産物卸,summary
4733,DX支援・ITコンサルティング,keyword
3634,SI・受託開発(中堅),summary
4318,人材サービス・派遣,summary
7779,計測・分析・光学機器,det
3169,飲食チェーン・中食,summary
6952,民生電機・情報端末,gics
1939,設備工事・専門工事,summary
5644,鉄鋼・非鉄金属,det
5851,鉄鋼・非鉄金属,det
9869,食品・農産物卸,gics
6347,産業機械・工作機械,default
190A,医薬品・バイオ,det
8117,総合商社・貿易,summary
6035,コンサルティング・BPO,summary
7552,総合商社・貿易,summary
2294,調味料・菓子・冷凍食品,summary
7994,住宅設備・家具・生活用品,summary
7476,医薬品卸・その他専門卸,gics
5599,ソフトウェア・SaaS,gics
7490,建材・資材・エネルギー卸,summary
6273,建設機械・農業機械,summary
3542,EC・通販・無店舗販売,summary
1833,ゼネコン・総合建設,summary
7809,住宅設備・家具・生活用品,default
7987,玩具・スポーツ・文具・雑貨,summary
8130,建材・資材・エネルギー卸,default
6180,教育・研修・資格,summary
8061,機械・電子部品卸,gics
9640,ソフトウェア・SaaS,summary
2760,総合商社・貿易,summary
6237,産業機械・工作機械,summary
7269,自動車・輸送用機器,det
5133,サイバーセキュリティ・クラウド,summary
2206,調味料・菓子・冷凍食品,summary
1434,設備工事・専門工事,summary
5033,サイバーセキュリティ・クラウド,summary
4972,日用化学品・化粧品,summary
4204,日用化学品・化粧品,summary
1721,ゼネコン・総合建設,summary
4665,環境・リサイクル・ビル管理,summary
2327,通信キャリア・放送,summary
6284,産業機械・工作機械,default
9236,コンサルティング・BPO,summary
7734,計測・分析・光学機器,det
2001,調味料・菓子・冷凍食品,summary
4344,AI・データ・IoT,summary
1926,ゼネコン・総合建設,summary
6961,半導体・半導体製造装置,summary
7821,住宅設備・家具・生活用品,summary
7610,衣料・家電・専門店,summary
6744,民生電機・情報端末,default
2922,調味料・菓子・冷凍食品,summary
5930,金属製品・金属加工,det
5942,金属製品・金属加工,det
5955,金属製品・金属加工,det
5250,ソフトウェア・SaaS,gics
1444,ゼネコン・総合建設,default
3984,AI・データ・IoT,summary
9087,貨物・物流・倉庫,summary
2002,調味料・菓子・冷凍食品,summary
6516,重電・産業用電機,summary
6814,民生電機・情報端末,default
7131,建材・資材・エネルギー卸,default
9319,貨物・物流・倉庫,det
1401,設備工事・専門工事,summary
5975,金属製品・金属加工,det
4433,人材サービス・派遣,summary
3657,ゲーム・デジタルコンテンツ,summary
8275,建材・資材・エネルギー卸,default
9684,ゲーム・デジタルコンテンツ,summary
5242,ソフトウェア・SaaS,gics
9368,貨物・物流・倉庫,det
7414,総合商社・貿易,summary
3156,建材・資材・エネルギー卸,default
6840,半導体・半導体製造装置,summary
6810,半導体・半導体製造装置,summary
4326,SI・受託開発(中堅),default
3252,不動産管理・仲介・賃貸,summary
7683,衣料・家電・専門店,summary
2315,SI・受託開発(中堅),summary
3983,DX支援・ITコンサルティング,summary
3935,ゲーム・デジタルコンテンツ,summary
6579,広告・PR・マーケティング,summary
3656,ゲーム・デジタルコンテンツ,summary
9830,総合商社・貿易,summary
6013,産業機械・工作機械,default
9474,SI・受託開発(中堅),summary
4261,AI・データ・IoT,summary
9685,DX支援・ITコンサルティング,summary
4395,AI・データ・IoT,summary
3489,不動産開発・デベロッパー,summary
7974,住宅設備・家具・生活用品,default
8739,証券・保険・その他金融,det
7874,日用化学品・化粧品,summary
6653,電子部品・デバイス,summary
4421,ソフトウェア・SaaS,summary
8008,衣料・家電・専門店,summary
6136,産業機械・工作機械,default
7246,自動車・輸送用機器,det
4927,日用化学品・化粧品,summary
6728,半導体・半導体製造装置,summary
7080,人材サービス・派遣,summary
3040,サイバーセキュリティ・クラウド,summary
2432,ゲーム・デジタルコンテンツ,summary
500A,ゲーム・デジタルコンテンツ,summary
6928,半導体・半導体製造装置,summary
6195,広告・PR・マーケティング,summary
6947,電子部品・デバイス,summary
5279,ガラス・セラミックス・ゴム,det
6668,半導体・半導体製造装置,summary
7504,建材・資材・エネルギー卸,default
478A,AI・データ・IoT,summary
3645,Webプラットフォーム・EC,gics
7242,自動車・輸送用機器,det
2004,調味料・菓子・冷凍食品,summary
3180,建材・資材・エネルギー卸,default
9564,コンサルティング・BPO,summary
7325,証券・保険・その他金融,det
368A,計測・分析・光学機器,det
3929,SI・受託開発(中堅),default
1965,設備工事・専門工事,summary
6177,広告・PR・マーケティング,summary
2326,サイバーセキュリティ・クラウド,summary
6543,広告・PR・マーケティング,summary
2986,不動産管理・仲介・賃貸,summary
520A,医薬品・バイオ,det
3690,Webプラットフォーム・EC,summary
3457,不動産管理・仲介・賃貸,summary
4057,Webプラットフォーム・EC,summary
8060,建材・資材・エネルギー卸,default
6045,広告・PR・マーケティング,summary
3652,AI・データ・IoT,summary
7278,自動車・輸送用機器,det
1975,設備工事・専門工事,summary
2674,衣料・家電・専門店,summary
2303,ソフトウェア・SaaS,summary
6317,自動化・ロボティクス,summary
6144,自動化・ロボティクス,summary
2586,調味料・菓子・冷凍食品,summary
5310,ガラス・セラミックス・ゴム,det
7282,自動車・輸送用機器,det
3771,DX支援・ITコンサルティング,summary
7775,計測・分析・光学機器,det
2109,調味料・菓子・冷凍食品,gics
7353,人材サービス・派遣,summary
1959,ゼネコン・総合建設,gics
2782,百貨店・総合スーパー,gics
6302,建設機械・農業機械,summary
6951,半導体・半導体製造装置,summary
6807,半導体・半導体製造装置,summary
7164,証券・保険・その他金融,det
9746,SI・受託開発(中堅),default
3985,Webプラットフォーム・EC,summary
4389,SI・受託開発(中堅),summary
9416,通信キャリア・放送,gics
6768,電子部品・デバイス,summary
7373,人材サービス・派遣,summary
3168,建材・資材・エネルギー卸,default
8007,建材・資材・エネルギー卸,default
3024,建材・資材・エネルギー卸,default
7110,EC・通販・無店舗販売,gics
5621,ソフトウェア・SaaS,summary
6402,産業機械・工作機械,default
4768,SI・受託開発(中堅),summary
6745,民生電機・情報端末,default
7839,玩具・スポーツ・文具・雑貨,summary
5714,鉄鋼・非鉄金属,det
2875,調味料・菓子・冷凍食品,summary
6806,電子部品・デバイス,summary
5933,金属製品・金属加工,det
7701,計測・分析・光学機器,det
8771,証券・保険・その他金融,det
7781,計測・分析・光学機器,det
3916,SI・受託開発(中堅),default
8111,繊維・紙パルプ,det
7966,住宅設備・家具・生活用品,summary
8131,建材・資材・エネルギー卸,summary
3087,飲食チェーン・中食,summary
9682,SI・受託開発(中堅),default
3566,飲食チェーン・中食,summary
3640,SI・受託開発(中堅),default
6560,コンサルティング・BPO,gics
6480,建設機械・農業機械,summary
6638,民生電機・情報端末,default
5162,ガラス・セラミックス・ゴム,det
6578,人材サービス・派遣,summary
5290,ガラス・セラミックス・ゴム,det
3921,ソフトウェア・SaaS,summary
7064,人材サービス・派遣,summary
6492,産業機械・工作機械,summary
3776,通信キャリア・放送,summary
2805,調味料・菓子・冷凍食品,summary
9537,資源・エネルギー・農林水産,det
6465,産業機械・工作機械,default
6724,電子部品・デバイス,summary
6914,電子部品・デバイス,summary
3080,衣料・家電・専門店,summary
7035,広告・PR・マーケティング,summary
3900,ソフトウェア・SaaS,summary
9889,SI・受託開発(中堅),summary
1944,設備工事・専門工事,summary
3441,金属製品・金属加工,det
8218,ドラッグストア・HC,summary
4571,医薬品・バイオ,det
2924,調味料・菓子・冷凍食品,summary
9562,コンサルティング・BPO,summary
3676,ゲーム・デジタルコンテンツ,summary
7762,計測・分析・光学機器,det
8113,日用化学品・化粧品,gics
6240,建設機械・農業機械,summary
2659,食品スーパー・コンビニ,summary
4800,Webプラットフォーム・EC,gics
4403,基礎化学・石油化学,summary
336A,Webプラットフォーム・EC,gics
7115,建材・資材・エネルギー卸,default
6201,自動車・輸送用機器,det
6474,建設機械・農業機械,summary
9644,コンサルティング・BPO,summary
3443,金属製品・金属加工,det
4187,日用化学品・化粧品,summary
6498,産業機械・工作機械,summary
1429,設備工事・専門工事,summary
3719,DX支援・ITコンサルティング,summary
7823,住宅設備・家具・生活用品,default
4166,Webプラットフォーム・EC,summary
2428,エンタメ・スポーツ・その他サービス,default
2813,調味料・菓子・冷凍食品,summary
6196,コンサルティング・BPO,summary
9795,教育・研修・資格,summary
228A,ソフトウェア・SaaS,gics
255A,計測・分析・光学機器,det
3360,建材・資材・エネルギー卸,default
4274,基礎化学・石油化学,gics
7792,住宅設備・家具・生活用品,default
4174,ゲーム・デジタルコンテンツ,summary
4932,日用化学品・化粧品,summary
9962,建材・資材・エネルギー卸,default
9364,貨物・物流・倉庫,det
6566,環境・リサイクル・ビル管理,summary
4888,医薬品・バイオ,det
4709,サイバーセキュリティ・クラウド,summary
6539,人材サービス・派遣,summary
4393,ゲーム・デジタルコンテンツ,summary
7619,機械・電子部品卸,gics
8153,食品・農産物卸,keyword
6577,ホテル・旅行・レジャー,summary
3423,金属製品・金属加工,det
3726,ドラッグストア・HC,summary
4919,日用化学品・化粧品,summary
7721,計測・分析・光学機器,det
150A,人材サービス・派遣,summary
6194,人材サービス・派遣,summary
7224,自動車・輸送用機器,det
4275,日用化学品・化粧品,summary
4885,医薬品・バイオ,det
4967,日用化学品・化粧品,summary
2991,不動産管理・仲介・賃貸,summary
3647,SI・受託開発(中堅),default
9824,機械・電子部品卸,gics
2267,調味料・菓子・冷凍食品,summary
2304,ホテル・旅行・レジャー,summary
7191,証券・保険・その他金融,det
6651,重電・産業用電機,gics
151A,人材サービス・派遣,summary
6334,産業機械・工作機械,default
3901,Webプラットフォーム・EC,gics
3150,資源・エネルギー・農林水産,det
3444,金属製品・金属加工,det
3928,ゲーム・デジタルコンテンツ,summary
6988,日用化学品・化粧品,summary
4811,SI・受託開発(中堅),summary
9331,人材サービス・派遣,summary
4558,医薬品・バイオ,det
7094,コンサルティング・BPO,gics
1848,ゼネコン・総合建設,summary
2288,調味料・菓子・冷凍食品,summary
9237,コンサルティング・BPO,summary
250A,調味料・菓子・冷凍食品,summary
2146,人材サービス・派遣,summary
2354,AI・データ・IoT,summary
6088,コンサルティング・BPO,summary
2753,飲食チェーン・中食,summary
4323,AI・データ・IoT,summary
8115,建材・資材・エネルギー卸,default
5903,金属製品・金属加工,det
7716,計測・分析・光学機器,det
7956,住宅設備・家具・生活用品,default
3922,Webプラットフォーム・EC,gics
6841,半導体・半導体製造装置,summary
6454,産業機械・工作機械,summary
2573,食品製造・飲料・酒類,summary
2929,食品製造・飲料・酒類,default
2112,調味料・菓子・冷凍食品,gics
5482,鉄鋼・非鉄金属,det
2139,広告・PR・マーケティング,summary
4783,SI・受託開発(中堅),summary
4013,ソフトウェア・SaaS,gics
4890,医薬品・バイオ,det
3992,通信キャリア・放送,summary
7014,自動車・輸送用機器,det
9307,貨物・物流・倉庫,det
2751,建材・資材・エネルギー卸,default
2376,エンタメ・スポーツ・その他サービス,default
5533,不動産管理・仲介・賃貸,summary
5929,金属製品・金属加工,det
4498,AI・データ・IoT,summary
4933,日用化学品・化粧品,summary
9367,貨物・物流・倉庫,det
9927,EC・通販・無店舗販売,summary
3591,繊維・紙パルプ,det
5257,SI・受託開発(中堅),summary
4203,日用化学品・化粧品,summary
3075,飲食チェーン・中食,summary
5721,鉄鋼・非鉄金属,det
7134,EC・通販・無店舗販売,summary
6184,コンサルティング・BPO,summary
3744,AI・データ・IoT,summary
4523,医薬品・バイオ,det
9423,SI・受託開発(中堅),default
3635,ゲーム・デジタルコンテンツ,summary
5991,金属製品・金属加工,det
9735,コンサルティング・BPO,summary
5214,ガラス・セラミックス・ゴム,det
2130,広告・PR・マーケティング,summary
9216,コンサルティング・BPO,summary
4481,SI・受託開発(中堅),summary
4722,Webプラットフォーム・EC,summary
3221,飲食チェーン・中食,summary
4838,Webプラットフォーム・EC,summary
4151,医薬品・バイオ,det
6037,エンタメ・スポーツ・その他サービス,default
7832,玩具・スポーツ・文具・雑貨,summary
3495,不動産管理・仲介・賃貸,summary
5105,ガラス・セラミックス・ゴム,det
4528,医薬品・バイオ,det
3837,SI・受託開発(中堅),default
3626,サイバーセキュリティ・クラウド,summary
303A,ソフトウェア・SaaS,summary
4596,医薬品・バイオ,det
4208,日用化学品・化粧品,summary
4582,医薬品・バイオ,det
8132,建材・資材・エネルギー卸,summary
3747,SI・受託開発(中堅),default
8089,建材・資材・エネルギー卸,summary
1515,資源・エネルギー・農林水産,det
5256,サイバーセキュリティ・クラウド,summary
145A,SI・受託開発(中堅),summary
5269,ガラス・セラミックス・ゴム,det
2980,不動産管理・仲介・賃貸,summary
2531,調味料・菓子・冷凍食品,summary
5580,ソフトウェア・SaaS,gics
4848,人材サービス・派遣,summary
5572,AI・データ・IoT,summary
254A,証券・保険・その他金融,det
4816,ゲーム・デジタルコンテンツ,summary
7793,住宅設備・家具・生活用品,default
4751,広告・PR・マーケティング,summary
3562,建材・資材・エネルギー卸,default
3116,自動車・輸送用機器,det
6101,産業機械・工作機械,summary
3088,ドラッグストア・HC,summary
2208,調味料・菓子・冷凍食品,summary
9421,通信キャリア・放送,summary
3649,AI・データ・IoT,summary
9818,建材・資材・エネルギー卸,summary
6235,産業機械・工作機械,default
2726,衣料・家電・専門店,summary
5034,AI・データ・IoT,summary
9941,食品・農産物卸,summary
9068,貨物・物流・倉庫,summary
476A,DX支援・ITコンサルティング,summary
7183,証券・保険・その他金融,det
5108,ガラス・セラミックス・ゴム,det
9256,人材サービス・派遣,summary
7059,人材サービス・派遣,summary
4912,日用化学品・化粧品,summary
9880,半導体・半導体製造装置,summary
7867,玩具・スポーツ・文具・雑貨,summary
4597,医薬品・バイオ,det
6658,電子部品・デバイス,summary
4345,環境・リサイクル・ビル管理,summary
1333,資源・エネルギー・農林水産,det
1980,設備工事・専門工事,summary
5031,通信キャリア・放送,summary
2117,食品製造・飲料・酒類,summary
7570,建材・資材・エネルギー卸,gics
6800,電子部品・デバイス,summary
2780,衣料・家電・専門店,default
219A,医薬品・バイオ,det
2217,調味料・菓子・冷凍食品,summary
5699,鉄鋼・非鉄金属,det
7694,EC・通販・無店舗販売,summary
8151,建材・資材・エネルギー卸,default
6134,自動化・ロボティクス,summary
299A,人材サービス・派遣,summary
3788,サイバーセキュリティ・クラウド,summary
5337,ガラス・セラミックス・ゴム,det
350A,資源・エネルギー・農林水産,det
7840,住宅設備・家具・生活用品,summary
146A,不動産管理・仲介・賃貸,summary
9928,ソフトウェア・SaaS,summary
3558,EC・通販・無店舗販売,summary
3329,飲食チェーン・中食,summary
4193,Webプラットフォーム・EC,summary
3140,建材・資材・エネルギー卸,default
6845,電子部品・デバイス,summary
1921,ゼネコン・総合建設,summary
6018,自動車・輸送用機器,det
4264,AI・データ・IoT,summary
1898,ゼネコン・総合建設,summary
7177,証券・保険・その他金融,det
4985,日用化学品・化粧品,gics
6994,電子部品・デバイス,summary
7818,住宅設備・家具・生活用品,summary
4375,ソフトウェア・SaaS,summary
6551,人材サービス・派遣,summary
1969,設備工事・専門工事,summary
6707,民生電機・情報端末,summary
4404,食品製造・飲料・酒類,gics
3791,通信キャリア・放送,summary
6869,民生電機・情報端末,default
6526,電子部品・デバイス,summary
7357,広告・PR・マーケティング,summary
9159,広告・PR・マーケティング,summary
3664,ゲーム・デジタルコンテンツ,summary
4979,基礎化学・石油化学,summary
4825,Webプラットフォーム・EC,gics
9948,食品スーパー・コンビニ,summary
2269,調味料・菓子・冷凍食品,summary
5713,鉄鋼・非鉄金属,det
8929,不動産管理・仲介・賃貸,gics
4168,ソフトウェア・SaaS,summary
2809,食品製造・飲料・酒類,summary
4966,機能性化学・先端材料,gics
2667,建材・資材・エネルギー卸,default
8070,建材・資材・エネルギー卸,default
5698,鉄鋼・非鉄金属,det
4320,SI・受託開発(中堅),default
7481,総合商社・貿易,summary
7033,コンサルティング・BPO,summary
3931,Webプラットフォーム・EC,summary
5631,産業機械・工作機械,summary
5703,鉄鋼・非鉄金属,det
5857,鉄鋼・非鉄金属,det
6471,産業機械・工作機械,summary
5869,教育・研修・資格,summary
2593,食品製造・飲料・酒類,summary
3271,不動産開発・デベロッパー,summary
3538,衣料・家電・専門店,default
8105,建材・資材・エネルギー卸,default
4928,日用化学品・化粧品,summary
4658,教育・研修・資格,summary
4237,機能性化学・先端材料,default
1417,設備工事・専門工事,summary
9417,ソフトウェア・SaaS,gics
2331,医療・介護・福祉サービス,summary
1723,設備工事・専門工事,summary
6962,半導体・半導体製造装置,summary
6785,半導体・半導体製造装置,summary
7443,食品・農産物卸,summary
4099,基礎化学・石油化学,summary
4109,機能性化学・先端材料,gics
4820,SI・受託開発(中堅),default
6996,電子部品・デバイス,summary
2410,人材サービス・派遣,summary
5393,ガラス・セラミックス・ゴム,det
7261,自動車・輸送用機器,det
5574,ソフトウェア・SaaS,gics
4975,機能性化学・先端材料,gics
2998,不動産管理・仲介・賃貸,summary
7826,住宅設備・家具・生活用品,default
1961,設備工事・専門工事,summary
4579,医薬品・バイオ,det
6440,自動化・ロボティクス,summary
9556,人材サービス・派遣,summary
7081,エンタメ・スポーツ・その他サービス,default
5027,Webプラットフォーム・EC,summary
4182,日用化学品・化粧品,summary
6617,重電・産業用電機,summary
6584,自動車・輸送用機器,det
6775,電子部品・デバイス,gics
479A,ソフトウェア・SaaS,gics
4527,医薬品・バイオ,det
3741,AI・データ・IoT,summary
7939,住宅設備・家具・生活用品,summary
3763,ソフトウェア・SaaS,gics
2317,通信キャリア・放送,summary
6099,医療・介護・福祉サービス,summary
8139,建材・資材・エネルギー卸,default
8198,食品スーパー・コンビニ,summary
4398,ソフトウェア・SaaS,summary
4575,医薬品・バイオ,det
2127,エンタメ・スポーツ・その他サービス,default
6396,産業機械・工作機械,summary
6616,半導体・半導体製造装置,summary
1840,ゼネコン・総合建設,default
4075,AI・データ・IoT,summary
3393,建材・資材・エネルギー卸,default
9816,不動産管理・仲介・賃貸,summary
4812,DX支援・ITコンサルティング,keyword
4293,人材サービス・派遣,summary
7606,衣料・家電・専門店,summary
4536,医薬品・バイオ,det
4199,ゲーム・デジタルコンテンツ,summary
6622,半導体・半導体製造装置,summary
3105,半導体・半導体製造装置,summary
300A,コンサルティング・BPO,summary
3989,Webプラットフォーム・EC,gics
324A,ホテル・旅行・レジャー,summary
3936,AI・データ・IoT,summary
5586,AI・データ・IoT,summary
7068,広告・PR・マーケティング,summary
2379,人材サービス・派遣,summary
4015,ソフトウェア・SaaS,gics
9238,広告・PR・マーケティング,gics
2459,広告・PR・マーケティング,summary
4684,SI・受託開発(中堅),summary
4118,基礎化学・石油化学,summary
6058,人材サービス・派遣,summary
335A,ソフトウェア・SaaS,gics
5287,ガラス・セラミックス・ゴム,det
5028,AI・データ・IoT,summary
3823,ゲーム・デジタルコンテンツ,summary
147A,AI・データ・IoT,summary
6856,半導体・半導体製造装置,summary
148A,SI・受託開発(中堅),default
4446,ゲーム・デジタルコンテンツ,summary
9602,通信キャリア・放送,summary
4493,AI・データ・IoT,summary
9960,建材・資材・エネルギー卸,default
2749,コンサルティング・BPO,summary
519A,ソフトウェア・SaaS,summary
4055,サイバーセキュリティ・クラウド,summary
9517,資源・エネルギー・農林水産,det
3712,ソフトウェア・SaaS,gics
2801,調味料・菓子・冷凍食品,summary
4063,基礎化学・石油化学,summary
7636,ドラッグストア・HC,summary
7236,自動車・輸送用機器,det
9759,通信キャリア・放送,summary
7461,建材・資材・エネルギー卸,default
3323,建材・資材・エネルギー卸,default
7283,自動車・輸送用機器,det
7719,計測・分析・光学機器,det
2804,調味料・菓子・冷凍食品,summary
4192,ソフトウェア・SaaS,gics
7089,人材サービス・派遣,summary
3762,SI・受託開発(中堅),summary
6055,環境・リサイクル・ビル管理,summary
4813,通信キャリア・放送,summary
3804,ソフトウェア・SaaS,summary
3708,繊維・紙パルプ,det
6254,産業機械・工作機械,default
9936,飲食チェーン・中食,summary
9560,教育・研修・資格,gics
5612,鉄鋼・非鉄金属,det
7774,計測・分析・光学機器,det
5334,ガラス・セラミックス・ゴム,det
6023,自動車・輸送用機器,det
4382,ゲーム・デジタルコンテンツ,summary
6086,環境・リサイクル・ビル管理,summary
4495,ソフトウェア・SaaS,summary
4286,広告・PR・マーケティング,summary
173A,ソフトウェア・SaaS,gics
366A,医療・介護・福祉サービス,gics
4584,医薬品・バイオ,det
4923,日用化学品・化粧品,summary
1431,ゼネコン・総合建設,default
5285,ガラス・セラミックス・ゴム,det
8282,衣料・家電・専門店,gics
5905,金属製品・金属加工,det
5333,ガラス・セラミックス・ゴム,det
4347,教育・研修・資格,summary
9385,機能性化学・先端材料,default
7906,玩具・スポーツ・文具・雑貨,summary
3840,Webプラットフォーム・EC,summary
3593,繊維・紙パルプ,det
6727,電子部品・デバイス,summary
9691,Webプラットフォーム・EC,summary
2201,調味料・菓子・冷凍食品,summary
3031,ソフトウェア・SaaS,summary
6545,医療・介護・福祉サービス,summary
1951,ゼネコン・総合建設,summary
1801,ゼネコン・総合建設,summary
4189,日用化学品・化粧品,summary
9436,通信キャリア・放送,summary
5885,建材・資材・エネルギー卸,default
1942,設備工事・専門工事,summary
3845,SI・受託開発(中堅),summary
4165,ソフトウェア・SaaS,summary
4828,ソフトウェア・SaaS,summary
7378,エンタメ・スポーツ・その他サービス,default
3633,Webプラットフォーム・EC,summary
8919,不動産開発・デベロッパー,default
8783,証券・保険・その他金融,det
3660,SI・受託開発(中堅),default
5992,金属製品・金属加工,det
4583,医薬品・バイオ,det
6548,ホテル・旅行・レジャー,summary
7259,自動車・輸送用機器,det
8167,食品スーパー・コンビニ,summary
4043,基礎化学・石油化学,summary
2321,ソフトウェア・SaaS,summary
6473,自動化・ロボティクス,summary
1909,産業機械・工作機械,default
4538,医薬品・バイオ,det
4441,ソフトウェア・SaaS,summary
6614,半導体・半導体製造装置,summary
7729,計測・分析・光学機器,det
9435,通信キャリア・放送,summary
9989,ドラッグストア・HC,summary
4056,AI・データ・IoT,keyword
4549,医薬品・バイオ,det
253A,ゼネコン・総合建設,summary
4437,SI・受託開発(中堅),summary
6330,ゼネコン・総合建設,summary
9039,貨物・物流・倉庫,gics
1948,設備工事・専門工事,summary
5029,DX支援・ITコンサルティング,summary
8097,建材・資材・エネルギー卸,summary
7995,機能性化学・先端材料,default
4396,サイバーセキュリティ・クラウド,summary
6573,広告・PR・マーケティング,summary
5384,ガラス・セラミックス・ゴム,det
369A,コンサルティング・BPO,summary
9561,広告・PR・マーケティング,summary
3683,通信キャリア・放送,summary
3317,飲食チェーン・中食,summary
8923,不動産管理・仲介・賃貸,summary
274A,飲食チェーン・中食,summary
4896,医薬品・バイオ,det
7730,計測・分析・光学機器,det
7317,自動車・輸送用機器,det
9342,エンタメ・スポーツ・その他サービス,default
6301,建設機械・農業機械,summary
5575,ソフトウェア・SaaS,gics
6696,民生電機・情報端末,default
4242,機能性化学・先端材料,gics
446A,人材サービス・派遣,summary
9554,広告・PR・マーケティング,summary
6855,半導体・半導体製造装置,summary
4676,通信キャリア・放送,summary
9757,広告・PR・マーケティング,summary
4968,日用化学品・化粧品,summary
6323,自動化・ロボティクス,summary
6555,コンサルティング・BPO,summary
6490,産業機械・工作機械,summary
7291,自動車・輸送用機器,det
7564,衣料・家電・専門店,summary
6407,自動化・ロボティクス,summary
3964,SI・受託開発(中堅),default
6268,建設機械・農業機械,summary
7944,玩具・スポーツ・文具・雑貨,summary
4425,ソフトウェア・SaaS,gics
3038,総合商社・貿易,keyword
7345,証券・保険・その他金融,det
3539,食品スーパー・コンビニ,summary
9913,建材・資材・エネルギー卸,default
1436,ゼネコン・総合建設,gics
7812,住宅設備・家具・生活用品,default
2270,食品製造・飲料・酒類,summary
5254,ソフトウェア・SaaS,summary
6315,産業機械・工作機械,default
3696,SI・受託開発(中堅),default
6866,電子部品・デバイス,summary
2156,広告・PR・マーケティング,summary
4397,ソフトウェア・SaaS,summary
4180,ゲーム・デジタルコンテンツ,summary
9882,建材・資材・エネルギー卸,default
8836,不動産管理・仲介・賃貸,summary
4092,基礎化学・石油化学,summary
9697,通信キャリア・放送,summary
6954,民生電機・情報端末,default
9744,人材サービス・派遣,summary
2997,不動産管理・仲介・賃貸,gics
2163,人材サービス・派遣,summary
4288,ソフトウェア・SaaS,gics
5616,SI・受託開発(中堅),default
5351,ガラス・セラミックス・ゴム,det
4499,DX支援・ITコンサルティング,summary
1446,ゼネコン・総合建設,gics
4371,DX支援・ITコンサルティング,summary
421A,人材サービス・派遣,summary
4019,ソフトウェア・SaaS,gics
9658,DX支援・ITコンサルティング,summary
2124,人材サービス・派遣,summary
8056,サイバーセキュリティ・クラウド,summary
3694,通信キャリア・放送,summary
3191,ドラッグストア・HC,summary
4369,日用化学品・化粧品,summary
7368,広告・PR・マーケティング,summary
6955,電子部品・デバイス,summary
2685,飲食チェーン・中食,summary
5252,SI・受託開発(中堅),summary
4194,Webプラットフォーム・EC,gics
4444,SI・受託開発(中堅),summary
4484,AI・データ・IoT,summary
4073,ソフトウェア・SaaS,gics
4246,機能性化学・先端材料,default
3914,サイバーセキュリティ・クラウド,summary
3177,飲食チェーン・中食,summary
7036,広告・PR・マーケティング,summary
4021,基礎化学・石油化学,summary
6632,電子部品・デバイス,summary
2211,調味料・菓子・冷凍食品,summary
6965,半導体・半導体製造装置,summary
3979,AI・データ・IoT,summary
7599,建材・資材・エネルギー卸,default
7581,飲食チェーン・中食,summary
6861,電子部品・デバイス,summary
6819,ホテル・旅行・レジャー,summary
2970,不動産管理・仲介・賃貸,summary
3433,金属製品・金属加工,det
6200,人材サービス・派遣,summary
6208,産業機械・工作機械,default
2375,コンサルティング・BPO,summary
6368,産業機械・工作機械,default
6457,自動化・ロボティクス,summary
7760,計測・分析・光学機器,det
4539,医薬品・バイオ,det
6645,電子部品・デバイス,summary
6503,半導体・半導体製造装置,summary
7735,半導体・半導体製造装置,summary
5341,ガラス・セラミックス・ゴム,det
2180,広告・PR・マーケティング,summary
4419,AI・データ・IoT,summary
6754,電子部品・デバイス,summary
5884,食品スーパー・コンビニ,gics
7198,証券・保険・その他金融,det
5588,AI・データ・IoT,summary
6963,半導体・半導体製造装置,summary
9439,エンタメ・スポーツ・その他サービス,default
9065,貨物・物流・倉庫,summary
1384,資源・エネルギー・農林水産,det
4594,医薬品・バイオ,det
8931,不動産開発・デベロッパー,summary
4592,医薬品・バイオ,det
4563,医薬品・バイオ,det
3661,ゲーム・デジタルコンテンツ,summary
4256,ソフトウェア・SaaS,summary
4937,日用化学品・化粧品,summary
4894,医薬品・バイオ,det
3237,不動産管理・仲介・賃貸,summary
2937,調味料・菓子・冷凍食品,summary
4377,DX支援・ITコンサルティング,summary
8095,建材・資材・エネルギー卸,default
7776,計測・分析・光学機器,det
4071,ソフトウェア・SaaS,gics
4765,コンサルティング・BPO,summary
330A,SI・受託開発(中堅),default
6522,電子部品・デバイス,summary
6757,重電・産業用電機,summary
4196,SI・受託開発(中堅),default
7202,自動車・輸送用機器,det
6182,広告・PR・マーケティング,summary
7088,人材サービス・派遣,summary
6504,半導体・半導体製造装置,summary
6941,半導体・半導体製造装置,summary
4887,医薬品・バイオ,det
9424,通信キャリア・放送,summary
7096,エンタメ・スポーツ・その他サービス,default
3695,AI・データ・IoT,summary
4598,医薬品・バイオ,det
4082,日用化学品・化粧品,summary
3854,SI・受託開発(中堅),default
3727,AI・データ・IoT,summary
7868,住宅設備・家具・生活用品,default
6506,半導体・半導体製造装置,summary
4771,コンサルティング・BPO,summary
2597,食品製造・飲料・酒類,summary
4570,医薬品・バイオ,det
276A,不動産管理・仲介・賃貸,summary
2894,食品製造・飲料・酒類,summary
8230,飲食チェーン・中食,summary
6597,民生電機・情報端末,default
4442,通信キャリア・放送,summary
3521,エンタメ・スポーツ・その他サービス,default
1815,ゼネコン・総合建設,summary
